accession	pool	n_samples	cu_cu_mean	cu_cu_sd	cu_cu_min	cu_cu_max	cu1_plddt_mean	cu1_plddt_sd	cu2_plddt_mean	cu2_plddt_sd	n_coordinating_his_values	his_agreement	min_coord_his_plddt_mean	min_coord_his_plddt_sd	n_canonical	all_canonical	any_canonical
A0A8H5KTM0	canonical	5	3.7992	0.0530	3.7184	3.8481	97.6380	0.0148	95.9420	0.0847	6	yes	91.8680	0.1094	5	yes	yes
A0A8H5KU78	canonical	5	4.1770	0.0322	4.1484	4.2318	97.3260	0.0934	97.4260	0.0564	6	yes	94.3140	0.3496	5	yes	yes
A0A8H5L5W2	canonical	5	4.1129	0.0538	4.0292	4.1776	98.3460	0.0219	97.9800	0.0122	6	yes	98.6980	0.0349	5	yes	yes
A0A8H5L5Z4	canonical	5	4.1248	0.0527	4.0573	4.1835	97.0660	0.0658	94.1020	0.2052	6	yes	96.1260	0.2838	5	yes	yes
A0A8H5L6K7	discarded	5	3.5952	0.4020	3.1466	4.1899	83.2120	0.4140	23.9280	1.2756	4	yes	61.1440	1.9504	0	no	no
A0A8H5L7G9	canonical	5	4.0574	0.0253	4.0264	4.0905	92.3900	0.2923	78.7720	0.9955	6	yes	79.4100	0.9675	5	yes	yes
A0A8H5L7U2	canonical	5	3.9220	0.0349	3.8917	3.9699	94.6300	0.1570	89.9760	0.3027	6	yes	92.1180	0.2036	5	yes	yes
A0A8H5L8N0	discarded	5	5.9369	1.7583	4.7754	9.0435	73.5380	0.1794	20.1760	1.8464	4,5	no	43.9440	1.8336	0	no	no
A0A8H5L9I1	canonical	5	3.8217	0.0830	3.7329	3.9091	87.2700	7.3243	88.8860	5.7129	6	yes	97.8780	0.1438	5	yes	yes
A0A8H5LAV3	discarded	5	3.4307	0.8177	2.6704	4.7164	39.6540	2.3037	17.3380	0.9163	3,4	no	34.3460	7.8802	0	no	no
A0A8H5LGT6	canonical	5	4.4028	0.0724	4.3217	4.5042	93.0220	0.1612	89.0320	0.3436	6	yes	93.5420	0.3469	5	yes	yes
A0A8H5LLZ7	canonical	5	4.0316	0.0614	3.9646	4.1034	95.5720	0.1875	93.7100	0.2731	6	yes	94.5260	0.2323	5	yes	yes
A0A8H5LR22	canonical	5	4.0292	0.0591	3.9474	4.0897	93.3540	0.1433	88.2080	0.1857	6	yes	83.2600	0.3650	5	yes	yes
A0A8H5LTK0	discarded	5	3.9539	0.0915	3.8695	4.0940	72.1140	0.4861	72.5840	0.1563	5	yes	73.2340	1.2313	0	no	no
A0A8H5MJF5	canonical	5	3.8982	0.0852	3.7931	4.0194	94.9060	0.2825	88.8540	0.5017	6	yes	96.0280	0.2102	5	yes	yes
A0A8H5MKJ1	canonical	5	4.0835	0.0597	4.0187	4.1480	97.0900	0.0843	94.7560	0.1976	6	yes	96.3320	0.2024	5	yes	yes
A0A8H5MMZ8	discarded	5	17.0170	9.0491	2.2786	24.7620	68.8300	1.6961	53.2300	12.5458	4,5	no	63.4680	1.9888	0	no	no
A0A8H5MQC7	noncanonical	5	3.7146	0.0810	3.6028	3.8317	95.0780	0.2698	95.6380	0.1199	5	yes	93.6360	0.2421	0	no	no
A0A8H5MQF9	canonical	5	4.2524	0.0864	4.1528	4.3682	97.7380	0.0319	97.1860	0.0351	6	yes	98.2800	0.0400	5	yes	yes
A0A8H5MSD3	canonical	5	4.2470	0.0473	4.1747	4.3022	97.9640	0.0195	97.2620	0.0487	6	yes	98.5940	0.0358	5	yes	yes
A0A8H5MTE4	canonical	5	4.1435	0.1212	3.9582	4.2721	82.4780	1.7096	82.3720	1.3850	6	yes	78.0380	0.8969	5	yes	yes
A0A8H5MYS2	canonical	5	3.9840	0.0766	3.9009	4.0901	97.8860	0.0365	97.2240	0.0344	6	yes	98.4540	0.0336	5	yes	yes
A0A8H5MYW8	canonical	5	3.8925	0.0431	3.8422	3.9524	98.3120	0.0148	97.6200	0.0587	6	yes	98.2760	0.0602	5	yes	yes
A0A8H5N0W6	discarded	5	3.8690	0.3101	3.5675	4.3825	84.8280	0.5603	52.9480	1.0303	4,5	no	73.5980	17.5885	0	no	no
A0A8H5N717	canonical	5	4.1573	0.0392	4.1099	4.2164	97.1080	0.1215	97.5580	0.0589	6	yes	94.2560	0.2497	5	yes	yes
A0A8H5N7B6	noncanonical	5	3.9041	0.0736	3.8354	4.0198	90.2980	0.8159	85.0660	1.1128	5	yes	91.1000	0.4477	0	no	no
A0A8H5N7W5	canonical	5	4.0781	0.0642	4.0015	4.1658	97.3680	0.0719	94.8140	0.2205	6	yes	96.5320	0.2694	5	yes	yes
A0A8H5NAG7	canonical	5	4.0548	0.0383	4.0043	4.1040	98.4080	0.0130	97.9660	0.0378	6	yes	98.7900	0.0235	5	yes	yes
A0A8H5NBS9	canonical	5	3.8089	0.0760	3.7473	3.9328	93.7880	0.1773	89.9920	0.2873	6	yes	89.6140	0.4384	5	yes	yes
A0A8H5ND32	canonical	5	4.0962	0.0262	4.0610	4.1330	98.1680	0.0192	97.7320	0.0356	6	yes	98.5920	0.0239	5	yes	yes
A0A8H5NDH7	canonical	5	4.0016	0.0550	3.9300	4.0848	97.7400	0.0552	97.0420	0.0295	6	yes	98.3440	0.0472	5	yes	yes
A0A8H5NFC4	canonical	5	4.2174	0.0855	4.1033	4.3133	88.3080	0.7571	82.9780	0.8912	6	yes	79.7220	1.2440	5	yes	yes
A0A8H5NI46	canonical	5	4.1133	0.0353	4.0733	4.1656	97.9060	0.0467	97.9140	0.0344	6	yes	96.0060	0.5301	5	yes	yes
A0A8H5NML4	canonical	5	4.0735	0.0514	3.9883	4.1280	97.0640	0.0940	94.7060	0.2078	6	yes	96.6920	0.2588	5	yes	yes
A0A8H5NQC1	discarded	5	22.3941	9.8936	12.7195	33.6265	59.7280	27.4876	37.7720	5.8307	0,1,2	no	82.0475	12.1703	0	no	no
A0A8H5NV84	canonical	5	3.9984	0.0750	3.9270	4.0860	97.2120	0.0817	97.1580	0.0661	6	yes	98.4540	0.0537	5	yes	yes
A0A8H5NW48	canonical	5	4.6268	0.0578	4.5742	4.7222	97.5360	0.0508	97.1260	0.0623	6	yes	98.1380	0.0545	5	yes	yes
A0A8H5NWN0	canonical	5	4.4969	0.0797	4.4043	4.5895	96.9380	0.0466	96.3980	0.0740	6	yes	97.4480	0.0415	5	yes	yes
A0A8H5NYQ1	discarded	5	6.5135	6.2035	3.5325	17.6067	75.4740	1.3021	33.0280	4.3020	3,4	no	78.3840	3.8080	0	no	no
A0A8H5P1N5	discarded	5	5.3814	5.6232	2.2747	15.3855	49.0900	2.1007	20.2720	5.2430	3	yes	57.7960	0.7097	0	no	no
A0A8H5P4T9	canonical	5	4.0892	0.0384	4.0320	4.1291	98.3880	0.0303	97.9560	0.0336	6	yes	98.8160	0.0152	5	yes	yes
A0A8H5P677	canonical	5	3.7372	0.0814	3.6227	3.8053	97.8140	0.0321	96.1300	0.0781	6	yes	92.8660	0.3849	5	yes	yes
A0A8H5P686	canonical	5	7.9211	3.5414	3.9831	11.2634	82.2700	1.5138	56.8640	6.2391	3,6	no	83.4580	5.3448	2	no	yes
A0A8H5P6M4	discarded	5	3.7771	0.0636	3.7014	3.8471	80.0660	0.5574	52.2520	1.5846	5	yes	67.6880	0.7280	0	no	no
A0A8H5P785	canonical	5	4.0762	0.1082	3.9619	4.2554	76.8960	0.5406	77.9300	0.7991	6	yes	79.9200	0.8992	5	yes	yes
A0A8H5P954	canonical	5	4.2851	0.1140	4.1588	4.4478	96.7780	0.0870	94.8660	0.7609	6	yes	91.0280	2.6039	5	yes	yes
A0A8H5PBB3	noncanonical	5	6.2898	6.4322	2.7370	17.7611	72.4240	1.0543	32.6540	5.6139	3,4	no	74.8900	0.5025	0	no	no
A0A8H5PBF2	noncanonical	5	3.7295	0.1227	3.5988	3.9079	89.8380	0.4397	91.3620	0.6123	5	yes	79.5420	0.7320	0	no	no
A0A8H5PCC7	canonical	5	3.9534	0.1121	3.8459	4.1395	94.6560	0.1262	88.1880	0.3638	6	yes	96.1220	0.2273	5	yes	yes
A0A8H5PRZ9	canonical	5	4.2114	0.0286	4.1797	4.2572	97.5980	0.0896	97.6780	0.0370	6	yes	95.7360	0.2439	5	yes	yes
A0A8H5PV85	canonical	5	4.0732	0.0464	4.0186	4.1259	97.8140	0.0207	98.0200	0.0141	6	yes	98.2680	0.0370	5	yes	yes
A0A8H5PVK3	discarded	5	7.7307	6.0154	3.3927	17.7528	77.0180	1.1665	35.5340	7.2860	2,3	no	57.0260	15.9317	0	no	no
A0A8H5Q4Q0	canonical	5	4.0831	0.0672	3.9791	4.1344	97.6800	0.0442	96.9900	0.0510	6	yes	94.9920	0.7138	5	yes	yes
A0A8H5Q4V2	canonical	5	4.0537	0.0694	3.9525	4.1255	97.2280	0.0449	97.2100	0.0430	6	yes	98.2100	0.0200	5	yes	yes
A0A8H5Q6G5	noncanonical	5	3.6566	0.1274	3.5730	3.8775	94.0280	1.8881	69.0560	3.9229	5,6	no	73.9220	8.9343	0	no	no
A0A8H5Q7J5	canonical	5	4.1077	0.0438	4.0612	4.1717	97.6640	0.0483	97.7200	0.0187	6	yes	96.2040	0.1982	5	yes	yes
A0A8H5QC13	discarded	5	4.0142	0.2326	3.6630	4.2760	85.8140	0.5172	70.0020	1.4004	4	yes	88.0540	0.2589	0	no	no
A0A8H5R283	canonical	5	4.0925	0.0539	4.0090	4.1381	97.9160	0.0270	97.9580	0.0396	6	yes	98.5140	0.0195	5	yes	yes
A0A8H5RAL4	discarded	5	5.6226	1.5968	3.6647	7.0542	94.0120	1.0873	65.7600	4.5492	3	yes	90.3880	1.0568	0	no	no
A0A8H5RJI4	discarded	5	6.5224	2.4166	2.4630	8.7120	26.1940	0.8873	13.7720	2.4451	1	yes	60.8480	3.2940	0	no	no
A0A8H5RMQ3	canonical	5	4.0653	0.0693	3.9710	4.1412	96.0000	0.1685	89.5520	0.6771	6	yes	77.0320	1.1956	5	yes	yes
A0A8H5RV81	canonical	5	4.1100	0.0600	4.0169	4.1837	96.9060	0.0684	93.8300	0.2106	6	yes	95.7060	0.3136	5	yes	yes
A0A8H5S0K9	discarded	5	4.0161	1.5557	3.1059	6.7624	78.7740	0.6928	27.3440	0.5203	3	yes	86.6600	0.4250	0	no	no
A0A8H5S8V9	canonical	5	4.0162	0.0625	3.9414	4.0967	93.7240	0.1452	89.6580	0.2717	6	yes	84.6800	0.7166	5	yes	yes
A0A8H5SCC9	canonical	5	4.3410	0.0717	4.2703	4.4582	94.7420	0.1509	90.9380	0.2092	6	yes	89.1540	0.1284	5	yes	yes
A0A8H5SQH1	canonical	5	4.0653	0.0572	3.9819	4.1286	95.7360	0.1998	92.5220	0.2640	6	yes	90.2520	0.4521	5	yes	yes
A0A8H5SS39	canonical	5	4.0942	0.0741	4.0131	4.1867	93.0560	0.1593	81.7920	0.6470	6	yes	82.8740	0.6523	5	yes	yes
A0A8H5STQ5	canonical	5	4.3422	0.0557	4.2994	4.4291	97.7760	0.0662	97.4600	0.0495	6	yes	98.3740	0.0416	5	yes	yes
A0A8H5SV87	canonical	5	4.0839	0.0310	4.0487	4.1175	98.0080	0.0370	96.2980	0.0918	6	yes	97.8340	0.0737	5	yes	yes
A0A8H5SVS3	canonical	5	3.7269	0.0260	3.7018	3.7667	95.7980	0.1610	87.7280	0.2123	6	yes	87.5740	1.0136	5	yes	yes
A0A8H5SX11	canonical	5	4.1046	0.0434	4.0380	4.1448	98.4360	0.0207	98.1600	0.0316	6	yes	98.8100	0.0354	5	yes	yes
A0A8H5T6U4	canonical	5	4.2851	0.0455	4.2262	4.3412	94.0720	0.1746	90.0340	0.2825	6	yes	89.7820	0.3946	5	yes	yes
A0A8H5T9H9	canonical	5	3.9719	0.0278	3.9319	4.0054	98.3780	0.0303	98.0640	0.0251	6	yes	98.7280	0.0130	5	yes	yes
A0A8H5TCH9	canonical	5	4.0444	0.0198	4.0211	4.0670	93.1660	0.1246	79.4040	0.3326	6	yes	81.6020	0.5759	5	yes	yes
A0A8H5TCK8	canonical	5	4.2332	0.0662	4.1682	4.3202	93.6520	0.4285	89.6700	0.8040	6	yes	88.7380	1.2372	5	yes	yes
A0A8H5TF94	canonical	5	4.0328	0.0633	3.9367	4.0907	97.3140	0.0297	96.6600	0.0640	6	yes	94.9500	0.0967	5	yes	yes
A0A8H5TIA6	discarded	5	2.8983	0.2690	2.6765	3.3192	75.0300	1.2127	43.4040	0.9835	2	yes	76.5060	0.8711	0	no	no
A0A8H5TJM2	canonical	5	4.1745	0.0679	4.0868	4.2405	97.3340	0.0546	97.3160	0.0546	6	yes	98.4000	0.0367	5	yes	yes
A0A8H5TN65	discarded	5	11.7785	4.6782	8.4357	20.0203	70.0640	1.6038	25.1720	4.8990	3	yes	81.0860	0.4302	0	no	no
A0A8H5TQU7	noncanonical	5	3.8726	0.0949	3.7367	3.9976	94.6800	0.1235	91.8500	0.1957	5,6	no	91.5340	2.2936	4	no	yes
A0A8H5TSQ9	canonical	5	4.1298	0.0759	4.0348	4.2301	97.1780	0.0460	94.9000	0.0663	6	yes	96.5800	0.1672	5	yes	yes
A0A8H5TTH5	canonical	5	4.0132	0.0563	3.9655	4.1098	98.2760	0.0230	97.8800	0.0557	6	yes	98.5900	0.0534	5	yes	yes
A0A8H5TUE0	canonical	5	4.1100	0.1009	3.9453	4.1940	97.9660	0.0114	97.7180	0.0370	6	yes	98.5500	0.0469	5	yes	yes
A0A8H5TUF0	canonical	5	4.4512	0.0799	4.3595	4.5762	92.7520	0.1050	86.7720	0.1931	6	yes	74.5640	0.7672	5	yes	yes
A0A8H5U0D3	canonical	5	4.0884	0.1474	3.9085	4.3009	83.0960	1.1330	69.6560	1.0572	6	yes	83.8140	0.9570	5	yes	yes
A0A8H5U2G8	canonical	5	4.0345	0.0651	3.9441	4.1122	97.1260	0.0152	97.1720	0.0277	6	yes	98.2060	0.0451	5	yes	yes
A0A8H5U9E2	canonical	5	4.1045	0.0559	4.0178	4.1725	97.3780	0.0622	94.8360	0.1718	6	yes	96.7340	0.1270	5	yes	yes
A0A8H5UC91	noncanonical	5	3.7710	0.0859	3.6587	3.8695	95.9340	0.0984	94.4480	0.1316	5	yes	93.6000	0.1707	0	no	no
A0A8H5UEB6	canonical	5	4.0851	0.0365	4.0466	4.1421	97.7680	0.0217	97.7840	0.0182	6	yes	97.0000	0.3110	5	yes	yes
A0A8H5UEG0	canonical	5	4.0532	0.0567	3.9914	4.1106	93.9580	0.1341	90.4760	0.2446	6	yes	86.9080	0.3360	5	yes	yes
A0A8H5UH86	canonical	5	4.1714	0.0424	4.1263	4.2263	95.0680	0.1003	92.4960	0.2241	6	yes	93.3580	0.2620	5	yes	yes
A0A8H5UJH2	canonical	5	3.9325	0.1460	3.7885	4.1727	93.4380	4.8683	91.9020	5.5268	6	yes	97.4060	0.2296	5	yes	yes
A0A8H5UKS9	canonical	5	4.0959	0.0942	4.0037	4.2481	83.0200	0.9880	65.6060	1.1210	6	yes	68.5000	1.7733	1	no	yes
A0A8H5UN28	discarded	5	5.4967	2.8159	4.1238	10.5320	63.0560	2.2371	37.9700	6.9723	3,6	no	60.3200	11.6415	0	no	no
A0A8H5UPH0	canonical	5	4.2720	0.0214	4.2546	4.3053	98.1760	0.0152	97.3720	0.0249	6	yes	98.2160	0.0358	5	yes	yes
A0A8H5UPN3	canonical	5	4.0124	0.1077	3.8694	4.1702	94.0780	0.2137	90.4500	0.1843	6	yes	88.2140	0.4036	5	yes	yes
A0A8H5USK3	canonical	5	4.0235	0.0547	3.9521	4.0889	97.2700	0.0469	97.3080	0.0545	6	yes	98.4300	0.0212	5	yes	yes
A0A8H5UU87	discarded	5	5.6168	5.1804	2.8884	14.8535	95.5440	0.2277	51.2020	7.1533	3,4	no	93.3440	0.1928	0	no	no
A0A8H5UVB9	canonical	5	4.0457	0.0530	3.9702	4.1165	97.8420	0.0249	97.9860	0.0167	6	yes	98.5180	0.0277	5	yes	yes
A0A8H5UZ86	canonical	5	4.0551	0.0549	3.9745	4.1165	98.3860	0.0313	98.0240	0.0251	6	yes	98.7320	0.0327	5	yes	yes
A0A8H5UZN1	canonical	5	4.1715	0.0632	4.0827	4.2477	97.8560	0.0313	97.7820	0.0217	6	yes	96.7800	0.1122	5	yes	yes
A0A8H5V073	discarded	5	15.7897	5.0762	9.3345	23.1682	48.1980	3.3578	35.7760	11.0750	0	yes			0	no	no
A0A8H5V2R6	canonical	5	4.0866	0.0491	4.0193	4.1433	97.1100	0.0745	94.6200	0.1924	6	yes	96.3640	0.2496	5	yes	yes
A0A8H5V603	canonical	5	4.3498	0.0668	4.2730	4.4181	94.3180	0.2920	90.3480	0.3695	6	yes	88.2300	0.6151	5	yes	yes
A0A8H5V6E6	noncanonical	5	3.7335	0.1036	3.5954	3.8780	96.5500	0.0579	95.0040	0.1222	5	yes	95.0640	0.1071	0	no	no
A0A8H5VII5	canonical	5	3.8801	0.0478	3.8318	3.9438	94.3740	0.2627	91.3460	0.3853	6	yes	89.6800	1.0825	5	yes	yes
A0A8H5VNY4	discarded	5	4.1029	0.2519	3.8337	4.3980	82.2760	0.5706	46.9960	1.1221	4,5	no	53.1800	16.8524	0	no	no
A0A8H5VQS7	canonical	5	4.1305	0.0310	4.0906	4.1638	98.0800	0.0141	96.7200	0.0620	6	yes	97.0600	0.0718	5	yes	yes
A0A8H5VR89	canonical	5	4.0561	0.0469	3.9848	4.1061	97.1560	0.0462	97.2440	0.0305	6	yes	98.3780	0.0335	5	yes	yes
A0A8H5W1F9	discarded	5	10.0459	1.3800	7.9744	11.4883	92.6420	0.6921	44.8860	5.1150	3,4	no	85.0100	8.6613	0	no	no
A0A8H5W4U5	discarded	5	6.6433	9.4287	2.1579	23.5047	76.4720	4.8588	53.1560	7.0031	3,4	no	91.2380	0.5441	0	no	no
A0A8H5W5B7	canonical	5	4.1964	0.0478	4.1314	4.2601	97.4060	0.0590	97.3500	0.0469	6	yes	95.9600	0.1666	5	yes	yes
A0A8H5WCB4	noncanonical	5	4.8685	0.0832	4.7431	4.9761	97.1820	0.1525	92.8020	0.4414	5,6	no	93.7260	2.5363	4	no	yes
A0A8H5WLG2	canonical	5	4.2164	0.0314	4.1628	4.2405	97.7440	0.0537	97.6080	0.0192	6	yes	98.0280	0.0455	5	yes	yes
A0A8H5WR39	discarded	5	3.6458	0.6697	2.7987	4.4915	68.1680	2.2291	50.3440	6.0010	1,2,3	no	74.1360	10.6178	0	no	no
A0A8H5WU54	canonical	5	4.0018	0.0729	3.9004	4.0745	97.7520	0.0614	97.1680	0.0536	6	yes	98.4280	0.0421	5	yes	yes
A0A8H5WV73	canonical	5	4.1990	0.0572	4.1238	4.2656	93.9180	0.2859	90.7920	0.4094	6	yes	92.5740	0.4411	5	yes	yes
A0A8H5WWF5	canonical	5	4.0555	0.0497	3.9765	4.1112	97.0180	0.0449	94.6140	0.0783	6	yes	96.2920	0.2189	5	yes	yes
A0A8H5WWP5	canonical	5	4.0950	0.0768	3.9736	4.1580	97.5800	0.0324	96.9100	0.0406	6	yes	95.1980	0.4416	5	yes	yes
A0A8H5WYS4	canonical	5	4.4424	0.0755	4.3353	4.5439	93.5540	0.1457	88.9640	0.1508	6	yes	93.0040	0.4340	5	yes	yes
A0A8H5X231	canonical	5	4.0351	0.0443	3.9807	4.0826	97.4900	0.1134	97.6020	0.0952	6	yes	96.4280	0.2273	5	yes	yes
A0A8H5X8W1	canonical	5	3.8459	0.0367	3.8101	3.8970	98.4260	0.0261	97.5660	0.0462	6	yes	97.9640	0.0439	5	yes	yes
A0A8H5XAB3	canonical	5	4.1607	0.0711	4.0930	4.2816	97.7440	0.0371	97.6960	0.0182	6	yes	96.6060	0.2863	5	yes	yes
A0A8H5XDL4	discarded	5	5.5437	0.2476	5.2682	5.8138	73.5100	0.6629	65.4360	1.1719	4	yes	84.3060	0.8957	0	no	no
A0A8H5XEV6	canonical	5	4.1142	0.0316	4.0725	4.1584	98.3260	0.0114	97.9780	0.0383	6	yes	98.4160	0.0089	5	yes	yes
A0A8H5XH25	discarded	5	6.0444	4.8384	2.2643	12.9948	84.9740	1.0883	32.0120	4.7612	3	yes	90.1120	0.5326	0	no	no
A0A8H5XKR6	canonical	5	3.9774	0.0561	3.8824	4.0239	95.3740	0.1454	91.9400	0.2185	6	yes	89.9920	0.3151	5	yes	yes
A0A8H5XND2	canonical	5	4.1921	0.0257	4.1556	4.2165	98.0360	0.0207	96.8140	0.0673	6	yes	97.1520	0.0879	5	yes	yes
A0A8H5XW17	noncanonical	5	3.7963	0.0968	3.6498	3.8755	96.0880	0.0370	94.9980	0.1195	5	yes	93.8020	0.1467	0	no	no
A0A8H5XYF6	canonical	5	4.1006	0.0667	3.9936	4.1736	97.7840	0.0385	97.1920	0.0606	6	yes	95.9440	0.4998	5	yes	yes
A0A8H5Y186	canonical	5	3.9700	0.0461	3.9053	4.0285	92.3120	0.3925	84.4100	0.7298	6	yes	89.5440	0.2792	5	yes	yes
A0A8H5Y2X1	discarded	5	20.2480	1.6467	18.6791	23.0405	96.7920	0.1805	64.3980	21.1252	3	yes	93.6380	0.5182	0	no	no
A0A8H5Y400	canonical	5	4.1057	0.0657	4.0260	4.1910	97.0220	0.1366	94.1920	0.3542	6	yes	95.9140	0.3704	5	yes	yes
A0A8H5Y692	canonical	5	3.9819	0.0650	3.8964	4.0697	97.7580	0.0363	97.0800	0.0346	6	yes	98.4240	0.0167	5	yes	yes
A0A8H5Y9L7	canonical	5	4.0472	0.0468	3.9673	4.0876	98.3580	0.0110	98.0000	0.0187	6	yes	98.7640	0.0089	5	yes	yes
A0A8H5Y9M7	canonical	5	4.1639	0.0313	4.1247	4.2061	98.0920	0.0217	96.8540	0.0865	6	yes	97.0240	0.1222	5	yes	yes
A0A8H5YCE1	discarded	5	3.2544	0.2167	3.0292	3.5561	62.1020	1.0875	59.8060	0.7740	3	yes	76.6500	0.5889	0	no	no
A0A8H5YF66	canonical	5	4.1706	0.0659	4.1127	4.2753	97.5600	0.0283	97.5580	0.0268	6	yes	97.6720	0.0239	5	yes	yes
A0A8H5YFK9	canonical	5	4.0916	0.0579	4.0054	4.1459	97.9920	0.0390	97.9840	0.0219	6	yes	98.3680	0.0249	5	yes	yes
A0A8H5YQ63	canonical	5	4.1717	0.0450	4.1427	4.2514	97.2960	0.0750	97.3520	0.0370	6	yes	94.4640	0.2754	5	yes	yes
A0A8H5YWG8	canonical	5	4.1353	0.0661	4.0634	4.1995	89.2760	0.4311	83.7680	0.6718	6	yes	81.8840	0.5139	5	yes	yes
A0A8H5YXQ5	canonical	5	4.0407	0.0248	4.0058	4.0736	98.2500	0.0122	97.9320	0.0259	6	yes	98.6680	0.0303	5	yes	yes
A0A8H5YY21	discarded	5	3.7049	0.2621	3.4482	4.0547	71.7500	0.8426	26.4320	0.6842	4	yes	73.4100	1.4120	0	no	no
A0A8H5Z228	canonical	5	4.0515	0.0646	3.9513	4.1143	97.1500	0.0735	97.1420	0.0449	6	yes	98.3620	0.0396	5	yes	yes
A0A8H5Z2U4	canonical	5	4.0495	0.1297	3.8828	4.2401	78.1160	0.4771	76.7780	0.7352	6	yes	79.5980	0.8811	5	yes	yes
A0A8H5ZBE3	canonical	5	4.1876	0.0753	4.0951	4.2853	87.7580	0.6229	87.0860	0.5233	6	yes	81.2960	1.2917	5	yes	yes
A0A8H5ZBW5	canonical	5	4.2815	0.0110	4.2732	4.3002	98.2100	0.0122	97.8340	0.0270	6	yes	98.5420	0.0110	5	yes	yes
A0A8H5ZGI7	canonical	5	4.2214	0.0585	4.1293	4.2794	97.4360	0.0733	97.3960	0.0439	6	yes	97.3500	0.1567	5	yes	yes
A0A8H5ZGU7	canonical	5	4.0290	0.0434	3.9779	4.0751	98.0900	0.0265	97.4000	0.0300	6	yes	96.9800	0.1084	5	yes	yes
A0A8H5ZHE0	canonical	5	4.1380	0.0158	4.1221	4.1605	97.5100	0.0418	97.2700	0.0447	6	yes	96.4300	0.0959	5	yes	yes
A0A8H5ZPQ1	canonical	5	3.9959	0.0490	3.9349	4.0491	97.9920	0.0327	96.6040	0.0336	6	yes	95.1000	0.2178	5	yes	yes
A0A8H5ZPY0	canonical	5	4.0147	0.0277	3.9670	4.0395	98.0540	0.0167	97.3700	0.0283	6	yes	98.6460	0.0114	5	yes	yes
A0A8H5ZQ82	canonical	5	4.2151	0.0952	4.0846	4.3247	96.8960	0.0713	94.0420	0.0879	6	yes	95.2520	0.1683	5	yes	yes
A0A8H5ZQU3	discarded	5	6.4618	3.8004	4.1456	13.2156	79.3560	1.0161	44.0320	9.9922	3	yes	84.4040	0.6121	0	no	no
A0A8H5ZTP5	canonical	5	4.0426	0.0396	3.9979	4.0978	97.3220	0.0614	96.5440	0.0907	6	yes	96.2980	0.1660	5	yes	yes
A0A8H5ZV75	canonical	5	3.8408	0.0448	3.7774	3.8861	98.4480	0.0192	98.1420	0.0497	6	yes	98.5220	0.0438	5	yes	yes
A0A8H5ZVG9	canonical	5	3.9740	0.0695	3.9201	4.0916	95.4800	0.0880	91.0540	0.1945	6	yes	89.7140	0.1932	5	yes	yes
A0A8H6A0W2	noncanonical	5	11.1570	7.0548	2.8137	18.9199	50.6400	11.4247	27.5560	2.4881	1,2,3	no	68.9700	8.5532	0	no	no
A0A8H6AC38	discarded	5	12.2653	6.4402	4.0168	19.8229	57.9320	5.1935	33.8760	5.5229	1	yes	74.0920	1.7578	0	no	no
A0A8H6AH89	canonical	5	3.9296	0.0731	3.8482	4.0432	93.4640	0.3116	91.2120	0.3460	6	yes	90.1560	0.3626	5	yes	yes
A0A8H6AHL4	canonical	5	4.1992	0.0889	4.0912	4.2996	92.8820	0.2464	90.2540	0.4113	6	yes	86.7120	0.7261	5	yes	yes
A0A8H6AJG6	canonical	5	3.8968	0.0522	3.8347	3.9458	96.5820	0.0904	93.2960	0.1460	6	yes	92.4260	0.2501	5	yes	yes
A0A8H6ANQ1	noncanonical	5	7.0696	7.5429	3.4528	20.5595	87.4640	0.4426	61.7020	11.9850	3,4,5	no	76.4160	11.3359	0	no	no
A0A8H6AQE7	discarded	5	2.7904	0.3962	2.3440	3.3295	38.4740	1.2016	27.7040	0.5414	3,4	no	41.3020	0.6330	0	no	no
A0A8H6ARC5	discarded	5	13.6518	24.6083	2.4284	57.6712	59.0680	4.5158	23.7220	10.9112	3	yes	61.0840	12.6881	0	no	no
A0A8H6AXV0	canonical	5	4.2902	0.0295	4.2505	4.3311	95.5460	0.1172	94.0920	0.1918	6	yes	94.5680	0.2909	5	yes	yes
A0A8H6B365	canonical	5	3.9446	0.0389	3.9143	4.0122	96.6840	0.0716	94.8260	0.1350	6	yes	94.8160	0.2084	5	yes	yes
A0A8H6CYT6	discarded	5	4.0815	0.3550	3.7767	4.6794	88.7520	0.6636	71.0620	2.5535	4	yes	89.5300	0.8231	0	no	no
A0A8H6CZQ6	discarded	5	4.7549	1.7086	3.4159	7.5931	88.3160	0.6862	35.1860	2.7924	3,4	no	85.8800	7.1913	0	no	no
A0A8H6D6E9	canonical	5	4.0415	0.0783	3.9840	4.1743	93.7460	0.3724	89.7800	0.7090	6	yes	87.0620	1.6115	5	yes	yes
A0A8H6DAN0	canonical	5	4.1111	0.0364	4.0551	4.1463	98.2320	0.0217	97.8460	0.0297	6	yes	98.7640	0.0270	5	yes	yes
A0A8H6DCF2	canonical	5	4.0760	0.0933	3.9396	4.1960	94.6180	0.1335	90.8580	0.4188	6	yes	87.3720	0.7346	5	yes	yes
A0A8H6DIP9	canonical	5	4.2480	0.0794	4.1748	4.3806	92.5780	0.2067	88.2080	0.3808	6	yes	87.6880	0.5922	5	yes	yes
A0A8H6DL01	canonical	5	4.1038	0.0539	4.0155	4.1630	97.3260	0.0737	94.9500	0.1538	6	yes	96.9720	0.1669	5	yes	yes
