accession,ref,qtmscore,a1_cov,a2_cov,a3_cov,a4_cov,n_helices
A0A7S3XU52,ref_A0A9N8ELP9_oomycota,0.4942,1.000,1.000,0.000,0.000,2
A0A7S3XY60,ref_A0A9N8ELP9_oomycota,0.3941,0.833,1.000,0.917,1.000,4
A0A7S3Y339,ref_A0A9N8ELP9_oomycota,0.5679,1.000,1.000,0.000,0.000,2
A0A7S3Y3N6,ref_A0A9N8ELP9_oomycota,0.5331,1.000,1.000,0.917,0.000,3
A0A7S3Y3R6,ref_A0A9N8ELP9_oomycota,0.3624,1.000,1.000,1.000,0.842,4
A0A7S3Y470,ref_A0A9N8ELP9_oomycota,0.4049,1.000,1.000,0.750,0.000,3
A0A7S3Y4W0,ref_8BBR_Vspinosum,0.2577,1.000,0.900,1.000,0.909,4
A0A7S3Y6N8,ref_A0A9N8ELP9_oomycota,0.6548,1.000,1.000,0.000,0.000,2
A0A7S3YHN7,ref_A0A9N8ELP9_oomycota,0.2987,0.917,1.000,0.000,0.000,2
A0A7S4AB65,ref_PmTYR,0.3821,1.000,1.000,0.778,1.000,4
A0A7S4C8S2,ref_PmTYR,0.2783,1.000,1.000,1.000,0.947,4
A0A7S4DCA4,ref_A0A9N8ELP9_oomycota,0.3441,1.000,1.000,1.000,0.895,4
A0A7S4DDY2,ref_A0A9N8ELP9_oomycota,0.4049,1.000,1.000,1.000,1.000,4
A0A7S4EF99,ref_8BBR_Vspinosum,0.2633,1.000,0.650,1.000,1.000,4
A0A7S4GNC1,ref_A0A9N8ELP9_oomycota,0.4423,1.000,1.000,0.917,1.000,4
A0A7S4HE02,ref_A0A9N8ELP9_oomycota,0.4647,0.000,0.000,1.000,1.000,2
A0A7S4K6S0,ref_1JS8_squid,0.3142,0.000,0.000,0.800,1.000,2
A0A7S4LG24,ref_2Y9W_Abisporus,0.4770,0.000,0.833,1.000,1.000,3
A0A7S4P9T4,ref_1JS8_squid,0.2169,0.000,0.000,0.800,1.000,2
A0A7S4QPD7,ref_PmTYR,0.2523,1.000,1.000,0.778,1.000,4
A0A7S4QRZ1,ref_2Y9W_Abisporus,0.2937,0.625,0.917,1.000,1.000,4
A0A7S4ZSW5,ref_5CE9_Jregia,0.3989,0.750,1.000,1.000,1.000,4
A0A7S5Q0E9,ref_5M8L_human,0.8091,1.000,1.000,0.000,0.000,2
A0A7S5Q0G1,ref_5M8L_human,0.8165,1.000,1.000,0.000,0.000,2
A0A7S5Q1M4,ref_5M8L_human,0.8132,1.000,1.000,0.000,0.000,2
A0A7S5Q1N7,ref_5M8L_human,0.8293,1.000,1.000,0.000,0.000,2
A0A7S5Q454,ref_5M8L_human,0.8180,1.000,1.000,0.000,0.000,2
A0A7S5UAS7,ref_5M8L_human,0.8210,1.000,1.000,0.000,0.000,2
A0A7S5UAT8,ref_5M8L_human,0.8045,1.000,1.000,0.000,0.000,2
A0A7S5UB68,ref_5M8L_human,0.8168,1.000,1.000,0.000,0.000,2
A0A7S6HUY0,ref_5CE9_Jregia,0.5312,1.000,1.000,1.000,1.000,4
A0A7S7SGR7,ref_1BT3_Ibatatas,0.4847,1.000,1.000,1.000,1.000,4
A0A7S8CX28,ref_A0A9N8ELP9_oomycota,0.5237,1.000,1.000,1.000,0.947,4
A0A7S8D0B4,ref_A0A9N8ELP9_oomycota,0.6337,1.000,0.950,0.750,1.000,4
A0A7S8D418,ref_2Y9W_Abisporus,0.5686,1.000,1.000,0.923,1.000,4
A0A7S8D684,ref_A0A9N8ELP9_oomycota,0.6517,0.833,1.000,0.750,1.000,4
A0A7S8HSP6,ref_PmTYR,0.6178,1.000,1.000,1.000,1.000,4
A0A7S8HTB7,ref_1JS8_squid,0.2785,0.500,0.778,0.800,0.739,4
A0A7S9PSA8,ref_1JS8_squid,0.3370,1.000,1.000,0.900,1.000,4
A0A7T0MI32,ref_5CE9_Jregia,0.5749,1.000,1.000,1.000,1.000,4
A0A7T1BYE4,ref_5M8L_human,0.8827,1.000,1.000,0.000,0.000,2
A0A7T1BYF0,ref_5M8L_human,0.6558,1.000,1.000,0.000,0.000,2
A0A7T1BYF2,ref_5M8L_human,0.8320,1.000,1.000,0.000,0.000,2
A0A7T1BYF5,ref_5M8L_human,0.7445,1.000,0.550,0.000,0.000,2
A0A7T1BYG0,ref_5M8L_human,0.7443,1.000,1.000,0.000,0.000,2
A0A7T1BYG1,ref_5M8L_human,0.7851,1.000,1.000,0.000,0.000,2
A0A7T1FRB2,ref_5M8L_human,0.6581,1.000,1.000,0.000,0.000,2
A0A7T1FRD7,ref_5M8L_human,0.6318,1.000,1.000,0.000,0.000,2
A0A7T1FRE1,ref_5M8L_human,0.6338,1.000,1.000,0.000,0.000,2
A0A7T1FRL1,ref_5M8L_human,0.6040,1.000,1.000,0.000,0.000,2
A0A7T3R011,ref_5M8L_human,0.8715,1.000,1.000,0.000,0.000,2
A0A7T3R023,ref_5M8L_human,0.8676,1.000,1.000,0.000,0.000,2
A0A7T3R028,ref_5M8L_human,0.8812,1.000,1.000,0.000,0.000,2
A0A7T3R040,ref_5M8L_human,0.8676,1.000,1.000,0.000,0.000,2
A0A7T3R042,ref_5M8L_human,0.8674,1.000,1.000,0.000,0.000,2
A0A7T3R051,ref_5M8L_human,0.8682,1.000,1.000,0.000,0.000,2
A0A7T3R053,ref_5M8L_human,0.8643,1.000,1.000,0.000,0.000,2
A0A7T3R055,ref_5M8L_human,0.8762,1.000,1.000,0.000,0.000,2
A0A7T3R059,ref_5M8L_human,0.8845,1.000,1.000,0.000,0.000,2
A0A7T3R062,ref_5M8L_human,0.8611,1.000,1.000,0.000,0.000,2
A0A7T3R065,ref_5M8L_human,0.8711,1.000,1.000,0.000,0.000,2
A0A7T3R067,ref_5M8L_human,0.8725,1.000,1.000,0.000,0.000,2
A0A7T3R072,ref_5M8L_human,0.8611,1.000,1.000,0.000,0.000,2
A0A7T3R073,ref_5M8L_human,0.8699,1.000,1.000,0.000,0.000,2
A0A7T3R074,ref_5M8L_human,0.8676,1.000,1.000,0.000,0.000,2
A0A7T3R075,ref_5M8L_human,0.8615,1.000,1.000,0.000,0.000,2
A0A7T3R078,ref_5M8L_human,0.8725,1.000,1.000,0.000,0.000,2
A0A7T3R085,ref_5M8L_human,0.8777,1.000,1.000,0.000,0.000,2
A0A7T3R086,ref_5M8L_human,0.8719,1.000,1.000,0.000,0.000,2
A0A7T3R088,ref_5M8L_human,0.8626,1.000,1.000,0.000,0.000,2
A0A7T3R098,ref_5M8L_human,0.8832,1.000,1.000,0.000,0.000,2
A0A7T3R0A0,ref_5M8L_human,0.8554,1.000,1.000,0.000,0.000,2
A0A7T3R0A2,ref_5M8L_human,0.8706,1.000,1.000,0.000,0.000,2
A0A7T3R0D6,ref_5M8L_human,0.8753,1.000,1.000,0.000,0.000,2
A0A7T3R0D8,ref_5M8L_human,0.8643,1.000,1.000,0.000,0.000,2
A0A7T3UYC3,ref_5M8L_human,0.8632,1.000,1.000,0.000,0.000,2
A0A7T3UYC7,ref_5M8L_human,0.8639,1.000,1.000,0.000,0.000,2
A0A7T3UYD2,ref_5M8L_human,0.8617,1.000,1.000,0.000,0.000,2
A0A7T3UYJ1,ref_5M8L_human,0.8634,1.000,1.000,0.000,0.000,2
A0A7T3UYR3,ref_5M8L_human,0.8716,1.000,1.000,0.000,0.000,2
A0A7T3UYR8,ref_5M8L_human,0.8678,1.000,1.000,0.000,0.000,2
A0A7T3UYS9,ref_5M8L_human,0.8718,1.000,1.000,0.000,0.000,2
A0A7T3UYX1,ref_5M8L_human,0.8554,1.000,1.000,0.000,0.000,2
A0A7T3UYY0,ref_5M8L_human,0.8676,1.000,1.000,0.000,0.000,2
A0A7T3UYY5,ref_5M8L_human,0.8653,1.000,1.000,0.000,0.000,2
A0A7T3UYZ2,ref_5M8L_human,0.8554,1.000,1.000,0.000,0.000,2
A0A7T6XPA7,ref_2Y9W_Abisporus,0.1633,0.000,0.000,0.000,1.000,1
A0A7T6XWB9,ref_A0A9N8ELP9_oomycota,0.5847,1.000,1.000,1.000,1.000,4
A0A7T7FTD9,ref_5M8L_human,0.7336,1.000,0.550,0.000,0.000,2
A0A7T7FTE5,ref_5M8L_human,0.2990,1.000,0.550,0.000,0.000,2
A0A7T7FTF0,ref_5M8L_human,0.7423,1.000,0.550,0.000,0.000,2
A0A7T7FTF3,ref_5M8L_human,0.4942,1.000,0.700,0.000,0.000,2
A0A7T7FTF8,ref_5M8L_human,0.7356,1.000,0.550,0.000,0.000,2
A0A7T7FTG1,ref_5M8L_human,0.3237,1.000,0.550,0.000,0.000,2
A0A7T7FTG6,ref_5M8L_human,0.7147,1.000,0.550,0.000,0.000,2
A0A7T7FTH1,ref_5M8L_human,0.7250,1.000,0.550,0.000,0.000,2
A0A7T7FTH3,ref_5M8L_human,0.3024,1.000,0.550,0.000,0.000,2
A0A7T7FTH7,ref_5M8L_human,0.7363,1.000,0.550,0.000,0.000,2
A0A7T7FTI2,ref_5M8L_human,0.7209,1.000,0.550,0.000,0.000,2
A0A7T7FTI5,ref_5M8L_human,0.4034,1.000,0.000,0.000,0.000,1
A0A7T7FTI7,ref_5M8L_human,0.7262,1.000,0.550,0.000,0.000,2
A0A7T7FTJ3,ref_1BT3_Ibatatas,0.1343,0.500,0.750,0.000,0.000,2
A0A7T7FTJ4,ref_5M8L_human,0.4429,1.000,0.700,0.000,0.000,2
A0A7T7FTJ5,ref_5M8L_human,0.7383,1.000,0.550,0.000,0.000,2
A0A7T7ICM9,ref_5M8L_human,0.8817,1.000,1.000,0.000,0.000,2
A0A7T7ICP5,ref_5M8L_human,0.8924,1.000,1.000,0.000,0.000,2
A0A7T7ICP9,ref_5M8L_human,0.8878,1.000,1.000,0.000,0.000,2
A0A7T7JQR9,ref_5M8L_human,0.7402,1.000,0.700,0.000,0.000,2
A0A7T7JQS3,ref_5M8L_human,0.7116,1.000,0.550,0.000,0.000,2
A0A7T7JQS4,ref_5M8L_human,0.7499,1.000,0.700,0.000,0.000,2
A0A7T7JQS5,ref_5M8L_human,0.7253,1.000,0.700,0.000,0.000,2
A0A7T7JQT3,ref_5M8L_human,0.2380,1.000,0.000,0.000,0.000,1
A0A7T7JQT5,ref_5M8L_human,0.2990,1.000,0.550,0.000,0.000,2
A0A7T7JQU2,ref_5M8L_human,0.7179,1.000,0.550,0.000,0.000,2
A0A7T7L3P8,ref_PmTYR,0.9170,1.000,1.000,1.000,1.000,4
A0A7T7RE24,ref_PmTYR,0.8740,1.000,1.000,1.000,1.000,4
A0A7U2ERA1,ref_PmTYR,0.5763,1.000,1.000,0.778,1.000,4
A0A7U2ESQ2,ref_A0A9N8ELP9_oomycota,0.5561,0.917,1.000,1.000,1.000,4
A0A7U2EU21,ref_PmTYR,0.5574,1.000,1.000,1.000,1.000,4
A0A7U2EUN7,ref_PmTYR,0.5405,1.000,1.000,1.000,0.947,4
A0A7U2F198,ref_A0A9N8ELP9_oomycota,0.4614,0.000,0.000,0.917,1.000,2
A0A7U2F463,ref_2Y9W_Abisporus,0.5068,1.000,1.000,0.923,1.000,4
A0A7U2F4F3,ref_PmTYR,0.5183,1.000,1.000,1.000,1.000,4
A0A7U2F4G3,ref_A0A9N8ELP9_oomycota,0.5339,0.917,1.000,0.667,1.000,4
A0A7U2F662,ref_PmTYR,0.5341,1.000,1.000,1.000,1.000,4
A0A7U2FA14,ref_2Y9W_Abisporus,0.4229,1.000,1.000,1.000,1.000,4
A0A7U2FA84,ref_2Y9W_Abisporus,0.4210,1.000,1.000,1.000,1.000,4
A0A7U2FAU1,ref_PmTYR,0.6540,1.000,1.000,1.000,1.000,4
A0A7U2FCU0,ref_PmTYR,0.5140,0.000,1.000,1.000,1.000,3
A0A7U2HZK6,ref_PmTYR,0.5117,0.923,1.000,1.000,1.000,4
A0A7U2I6P4,ref_A0A9N8ELP9_oomycota,0.6191,1.000,1.000,1.000,1.000,4
A0A7U2IA54,ref_A0A9N8ELP9_oomycota,0.5757,1.000,1.000,1.000,0.895,4
A0A7U2MCW3,ref_2Y9W_Abisporus,0.4698,1.000,0.750,1.000,1.000,4
A0A7U2MHQ4,ref_A0A9N8ELP9_oomycota,0.5525,1.000,1.000,1.000,1.000,4
A0A7U2MJK8,ref_PmTYR,0.5489,1.000,1.000,0.889,1.000,4
A0A7U2MKV6,ref_2Y9W_Abisporus,0.4182,1.000,0.917,1.000,1.000,4
A0A7U2MN31,ref_A0A9N8ELP9_oomycota,0.6186,1.000,1.000,1.000,1.000,4
A0A7U2NQS5,ref_PmTYR,0.5914,1.000,1.000,1.000,1.000,4
A0A7U2QZU7,ref_A0A9N8ELP9_oomycota,0.6073,1.000,1.000,0.917,1.000,4
A0A7U2R2A5,ref_2Y9W_Abisporus,0.4726,1.000,1.000,1.000,1.000,4
A0A7U3UTQ7,ref_PmTYR,0.8623,1.000,1.000,1.000,1.000,4
A0A7U4PCG9,ref_5CE9_Jregia,0.4336,0.833,1.000,1.000,1.000,4
A0A7U9DPK1,ref_PmTYR,0.8709,1.000,1.000,1.000,1.000,4
A0A7V2WU63,ref_PmTYR,0.5107,0.846,1.000,1.000,1.000,4
A0A7V6P981,ref_8BBR_Vspinosum,0.6012,1.000,1.000,1.000,1.000,4
A0A7V8NTJ8,ref_I3D139_archaea,0.5036,1.000,1.000,0.000,0.000,2
A0A7W2DTS7,ref_PmTYR,0.8718,1.000,1.000,1.000,1.000,4
A0A7W3N6D8,ref_PmTYR,0.9607,1.000,1.000,1.000,1.000,4
A0A7W3NNF9,ref_PmTYR,0.8603,1.000,1.000,1.000,1.000,4
A0A7W3WKV5,ref_PmTYR,0.7693,1.000,1.000,1.000,1.000,4
A0A7W4ZR98,ref_PmTYR,0.8532,1.000,1.000,1.000,1.000,4
A0A7W4ZUM4,ref_PmTYR,0.9207,1.000,1.000,1.000,1.000,4
A0A7W5H8K5,ref_1BT3_Ibatatas,0.4164,1.000,1.000,1.000,1.000,4
A0A7W6JPH3,ref_5CE9_Jregia,0.4481,1.000,1.000,1.000,1.000,4
A0A7W7DGX7,ref_PmTYR,0.9197,1.000,1.000,1.000,1.000,4
A0A7W7DTH3,ref_PmTYR,0.8777,1.000,1.000,1.000,1.000,4
A0A7W7E3W6,ref_5CE9_Jregia,0.4377,1.000,1.000,0.833,1.000,4
A0A7W7H2R4,ref_PmTYR,0.8822,1.000,1.000,1.000,1.000,4
A0A7W7I0S7,ref_PmTYR,0.9172,1.000,1.000,1.000,1.000,4
A0A7W7K2G7,ref_5CE9_Jregia,0.4216,1.000,0.947,1.000,1.000,4
A0A7W7LFN0,ref_1BT3_Ibatatas,0.4498,1.000,1.000,1.000,1.000,4
A0A7W7LLS9,ref_PmTYR,0.9137,1.000,1.000,1.000,1.000,4
A0A7W7PB48,ref_PmTYR,0.9189,1.000,1.000,1.000,1.000,4
A0A7W7PBB2,ref_PmTYR,0.9285,1.000,1.000,1.000,1.000,4
A0A7W7PQH6,ref_PmTYR,0.9199,1.000,1.000,1.000,1.000,4
A0A7W7PTB6,ref_PmTYR,0.8650,1.000,1.000,1.000,1.000,4
A0A7W7QZM1,ref_PmTYR,0.9131,1.000,1.000,1.000,1.000,4
A0A7W7U4E1,ref_PmTYR,0.8864,1.000,1.000,1.000,1.000,4
A0A7W7WEY1,ref_PmTYR,0.7569,1.000,1.000,1.000,1.000,4
A0A7W7WLD5,ref_PmTYR,0.9158,1.000,1.000,1.000,1.000,4
A0A7W7ZLM5,ref_8BBR_Vspinosum,0.5626,1.000,1.000,1.000,1.000,4
A0A7W7ZXN0,ref_PmTYR,0.6132,1.000,0.947,1.000,1.000,4
A0A7W8BHV4,ref_PmTYR,0.8681,1.000,1.000,1.000,1.000,4
A0A7W8HY88,ref_1BT3_Ibatatas,0.4995,1.000,1.000,1.000,1.000,4
A0A7W8KIV5,ref_I3D139_archaea,0.2121,1.000,1.000,1.000,0.947,4
A0A7W9DMW4,ref_PmTYR,0.8078,1.000,1.000,1.000,1.000,4
A0A7W9H3D1,ref_PmTYR,0.8767,1.000,1.000,1.000,1.000,4
A0A7W9HDB9,ref_PmTYR,0.9178,1.000,1.000,1.000,1.000,4
A0A7W9LZX3,ref_PmTYR,0.8931,1.000,1.000,1.000,1.000,4
A0A7W9T7W4,ref_PmTYR,0.8613,1.000,1.000,1.000,1.000,4
A0A7W9TJL8,ref_PmTYR,0.9212,1.000,1.000,1.000,1.000,4
A0A7W9UN50,ref_PmTYR,0.8594,1.000,1.000,1.000,1.000,4
A0A7W9UNQ5,ref_PmTYR,0.9202,1.000,1.000,1.000,1.000,4
A0A7W9ZFQ6,ref_1BT3_Ibatatas,0.3716,1.000,1.000,1.000,1.000,4
A0A7X0B1W6,ref_8BBR_Vspinosum,0.5767,1.000,1.000,1.000,1.000,4
A0A7X0CD67,ref_5CE9_Jregia,0.3935,1.000,1.000,1.000,1.000,4
A0A7X0HJ80,ref_PmTYR,0.9156,1.000,1.000,1.000,1.000,4
A0A7X0HLM5,ref_PmTYR,0.8814,1.000,1.000,1.000,1.000,4
A0A7X0J7C0,ref_1JS8_squid,0.4016,1.000,1.000,0.800,1.000,4
A0A7X0RVL1,ref_PmTYR,0.3441,1.000,1.000,1.000,0.947,4
A0A7X0ULY4,ref_A0A9N8ELP9_oomycota,0.4961,0.500,1.000,1.000,1.000,4
A0A7X0VVP0,ref_1JS8_squid,0.2761,0.000,0.944,0.900,0.826,3
A0A7X1AJN0,ref_PmTYR,0.7455,1.000,1.000,0.889,1.000,4
A0A7X1AU61,ref_2Y9W_Abisporus,0.3637,0.625,0.708,0.846,1.000,4
A0A7X1HXH2,ref_PmTYR,0.8772,1.000,1.000,1.000,1.000,4
A0A7X1J7S6,ref_PmTYR,0.9168,1.000,1.000,1.000,1.000,4
A0A7X1JBZ8,ref_I3D139_archaea,0.6420,1.000,1.000,1.000,1.000,4
A0A7X1XF74,ref_8BBR_Vspinosum,0.5037,1.000,1.000,1.000,1.000,4
A0A7X1YCU5,ref_8BBR_Vspinosum,0.4208,1.000,1.000,1.000,1.000,4
A0A7X2IKG1,ref_5CE9_Jregia,0.4174,1.000,1.000,1.000,1.000,4
A0A7X3G2V1,ref_5CE9_Jregia,0.3956,1.000,1.000,1.000,1.000,4
A0A7X5ASN3,ref_2Y9W_Abisporus,0.4684,1.000,0.875,0.846,1.000,4
A0A7X5YKZ1,ref_5CE9_Jregia,0.4973,1.000,1.000,1.000,1.000,4
A0A7X6DTB4,ref_1JS8_squid,0.5086,1.000,1.000,0.800,0.652,4
A0A7X6F6V2,ref_1BT3_Ibatatas,0.4043,1.000,1.000,1.000,1.000,4
A0A7X6F8F4,ref_5CE9_Jregia,0.4365,1.000,1.000,0.833,1.000,4
A0A7X6MJD4,ref_5CE9_Jregia,0.3901,1.000,1.000,0.833,1.000,4
A0A7Y0ZP28,ref_PmTYR,0.8171,1.000,1.000,1.000,1.000,4
A0A7Y1A6B9,ref_PmTYR,0.8132,1.000,1.000,1.000,1.000,4
A0A7Y1M371,ref_PmTYR,0.8111,1.000,1.000,1.000,1.000,4
A0A7Y1MNK6,ref_2Y9W_Abisporus,0.3585,0.625,0.708,0.846,1.000,4
A0A7Y2K220,ref_1JS8_squid,0.3009,0.000,0.500,0.750,1.000,3
A0A7Y4KXB0,ref_PmTYR,0.6001,1.000,1.000,1.000,1.000,4
A0A7Y6A0K8,ref_I3D139_archaea,0.2088,1.000,1.000,0.889,0.947,4
A0A7Y7WSX0,ref_5CE9_Jregia,0.4235,0.833,1.000,1.000,1.000,4
A0A7Y7X987,ref_1BT3_Ibatatas,0.4234,0.833,1.000,1.000,1.000,4
A0A7Y7XVN5,ref_5CE9_Jregia,0.4309,0.833,1.000,1.000,1.000,4
A0A7Y7XW82,ref_1JS8_squid,0.3798,1.000,1.000,0.800,1.000,4
A0A7Y7YD02,ref_5CE9_Jregia,0.4381,0.833,1.000,1.000,1.000,4
A0A7Y7YGK1,ref_1JS8_squid,0.3842,1.000,1.000,0.800,1.000,4
A0A7Y8BLA6,ref_5CE9_Jregia,0.4213,1.000,1.000,1.000,1.000,4
A0A7Y8CHG9,ref_2Y9W_Abisporus,0.4917,1.000,0.708,1.000,1.000,4
A0A7Y8CNU3,ref_2Y9W_Abisporus,0.4962,1.000,0.792,1.000,1.000,4
A0A7Y8ELP5,ref_2Y9W_Abisporus,0.3606,0.625,0.583,0.923,1.000,4
A0A7Y8FG76,ref_2Y9W_Abisporus,0.3481,0.625,0.583,0.846,1.000,4
A0A7Y8G0C0,ref_PmTYR,0.7382,1.000,1.000,1.000,1.000,4
A0A7Y8G6M0,ref_2Y9W_Abisporus,0.3621,0.625,0.708,0.923,1.000,4
A0A7Y9DJJ9,ref_PmTYR,0.9076,1.000,1.000,1.000,1.000,4
A0A7Z0AWG8,ref_PmTYR,0.7834,1.000,1.000,0.778,1.000,4
A0A7Z0BL67,ref_8BBR_Vspinosum,0.3946,1.000,1.000,1.000,1.000,4
A0A7Z0Q9G1,ref_1BT3_Ibatatas,0.4379,0.917,1.000,1.000,1.000,4
A0A7Z0QPU5,ref_PmTYR,0.3539,0.000,0.000,1.000,1.000,2
A0A7Z0TSU8,ref_5CE9_Jregia,0.2726,1.000,1.000,1.000,1.000,4
A0A7Z1SEM3,ref_8BBR_Vspinosum,0.5838,1.000,1.000,0.000,0.000,2
A0A7Z2VPE3,ref_I3D139_archaea,0.2118,0.000,0.000,1.000,0.947,2
A0A7Z2ZS25,ref_8BBR_Vspinosum,0.5483,1.000,1.000,1.000,1.000,4
A0A7Z3C645,ref_PmTYR,0.7590,1.000,1.000,1.000,1.000,4
A0A7Z7N6D5,ref_5CE9_Jregia,0.3927,1.000,1.000,1.000,1.000,4
A0A803L763,ref_PmTYR,0.1836,0.846,0.895,0.778,1.000,4
A0A803LHJ1,ref_5CE9_Jregia,0.4165,0.000,0.000,1.000,1.000,2
A0A803LLC7,ref_5CE9_Jregia,0.5428,1.000,1.000,1.000,1.000,4
A0A803LLC8,ref_5CE9_Jregia,0.5283,1.000,1.000,1.000,1.000,4
A0A803LPT1,ref_5CE9_Jregia,0.5432,1.000,1.000,1.000,1.000,4
A0A803LPT2,ref_5CE9_Jregia,0.5318,1.000,1.000,1.000,1.000,4
A0A803NZB6,ref_1BT3_Ibatatas,0.5871,0.583,0.950,1.000,1.000,4
A0A803NZB7,ref_5CE9_Jregia,0.5583,1.000,1.000,1.000,1.000,4
A0A803NZB8,ref_1BT3_Ibatatas,0.5534,1.000,1.000,1.000,1.000,4
A0A803Q4R1,ref_5CE9_Jregia,0.4974,0.000,0.000,1.000,1.000,2
A0A803Q7X0,ref_5CE9_Jregia,0.5489,1.000,1.000,1.000,1.000,4
A0A803QFV7,ref_5CE9_Jregia,0.6613,1.000,1.000,1.000,1.000,4
A0A803QVW1,ref_1BT3_Ibatatas,0.5385,1.000,1.000,1.000,1.000,4
A0A803TR56,ref_1JS8_squid,0.2949,0.000,0.000,1.000,0.913,2
A0A804JMC8,ref_5CE9_Jregia,0.5767,1.000,1.000,1.000,1.000,4
A0A804JRR5,ref_5CE9_Jregia,0.5711,1.000,1.000,1.000,1.000,4
A0A804JRS7,ref_5CE9_Jregia,0.5689,1.000,1.000,1.000,1.000,4
A0A804K4K6,ref_5CE9_Jregia,0.5412,1.000,1.000,1.000,1.000,4
A0A804K4K7,ref_5CE9_Jregia,0.6318,1.000,1.000,1.000,1.000,4
A0A804K4K8,ref_5CE9_Jregia,0.5426,1.000,1.000,1.000,1.000,4
A0A804K4K9,ref_5CE9_Jregia,0.6370,1.000,1.000,1.000,1.000,4
A0A804KE62,ref_5CE9_Jregia,0.5686,1.000,1.000,1.000,1.000,4
A0A804KYE1,ref_5CE9_Jregia,0.5515,1.000,1.000,1.000,1.000,4
A0A804RIY3,ref_5CE9_Jregia,0.5281,1.000,1.000,1.000,1.000,4
A0A804RRR4,ref_5CE9_Jregia,0.5527,1.000,1.000,1.000,1.000,4
A0A804ULR4,ref_5CE9_Jregia,0.4783,1.000,1.000,1.000,1.000,4
A0A804UML8,ref_5CE9_Jregia,0.5995,1.000,1.000,1.000,1.000,4
A0A806U8E1,ref_PmTYR,0.9562,1.000,1.000,1.000,1.000,4
A0A811K405,ref_PmTYR,0.3341,1.000,1.000,0.778,1.000,4
A0A811KH31,ref_PmTYR,0.3822,1.000,1.000,0.778,1.000,4
A0A811KY04,ref_PmTYR,0.4193,1.000,1.000,0.778,1.000,4
A0A811L078,ref_PmTYR,0.2947,1.000,1.000,0.889,1.000,4
A0A811L1W7,ref_PmTYR,0.2753,1.000,1.000,0.778,1.000,4
A0A811NRK6,ref_5CE9_Jregia,0.6030,1.000,1.000,1.000,1.000,4
A0A811NTG6,ref_5CE9_Jregia,0.5540,1.000,1.000,1.000,1.000,4
A0A811NZK3,ref_5CE9_Jregia,0.5724,1.000,1.000,1.000,1.000,4
A0A811PLT5,ref_1BT3_Ibatatas,0.4375,1.000,1.000,1.000,1.000,4
A0A811PN71,ref_5CE9_Jregia,0.4826,1.000,1.000,1.000,1.000,4
A0A811PWB5,ref_5CE9_Jregia,0.4665,1.000,1.000,1.000,1.000,4
A0A811QAP8,ref_8BBR_Vspinosum,0.3159,1.000,1.000,1.000,0.000,3
A0A811R0U8,ref_5CE9_Jregia,0.6008,1.000,1.000,1.000,1.000,4
A0A811S1Q9,ref_5CE9_Jregia,0.5883,1.000,1.000,1.000,0.000,3
A0A811S5R9,ref_1BT3_Ibatatas,0.4714,1.000,1.000,0.000,0.000,2
A0A811S8X4,ref_5CE9_Jregia,0.5693,1.000,1.000,1.000,1.000,4
A0A811SJ34,ref_5CE9_Jregia,0.5883,1.000,1.000,1.000,1.000,4
A0A811Y7K8,ref_5M8L_human,0.6552,1.000,1.000,1.000,1.000,4
A0A811YWD2,ref_5M8L_human,0.6386,1.000,1.000,1.000,1.000,4
A0A811ZGG6,ref_5M8L_human,0.6415,1.000,1.000,1.000,1.000,4
A0A812BCK9,ref_PmTYR,0.2670,0.923,1.000,1.000,1.000,4
A0A812CHS0,ref_1JS8_squid,0.6351,1.000,1.000,1.000,0.957,4
A0A812CSK2,ref_PmTYR,0.3758,0.769,1.000,0.778,1.000,4
A0A812CXY9,ref_5M8L_human,0.5559,0.000,0.000,1.000,1.000,2
A0A812EG41,ref_PmTYR,0.4055,0.000,0.000,0.889,1.000,2
A0A812JR76,ref_PmTYR,0.4435,1.000,1.000,0.889,1.000,4
A0A812LEK0,ref_A0A9N8ELP9_oomycota,0.6896,1.000,1.000,0.000,0.000,2
A0A812LI75,ref_PmTYR,0.3711,1.000,1.000,0.778,1.000,4
A0A812MUA7,ref_5CE9_Jregia,0.3639,1.000,0.947,0.000,0.000,2
A0A812NUF4,ref_A0A9N8ELP9_oomycota,0.7901,1.000,1.000,1.000,1.000,4
A0A812NW18,ref_1JS8_squid,0.1132,0.000,0.000,0.800,1.000,2
A0A812PC05,ref_PmTYR,0.3643,1.000,1.000,0.889,1.000,4
A0A812PGH8,ref_I3D139_archaea,0.4466,1.000,1.000,0.000,0.000,2
A0A812Q4I5,ref_A0A9N8ELP9_oomycota,0.3924,1.000,1.000,1.000,1.000,4
A0A812QA25,ref_A0A9N8ELP9_oomycota,0.4693,1.000,1.000,1.000,1.000,4
A0A812QP07,ref_A0A9N8ELP9_oomycota,0.3002,1.000,1.000,1.000,1.000,4
A0A812SAZ7,ref_A0A9N8ELP9_oomycota,0.3634,1.000,1.000,1.000,1.000,4
A0A812SYY3,ref_PmTYR,0.2695,0.000,0.000,0.000,0.895,1
A0A812UD98,ref_2Y9W_Abisporus,0.1546,0.000,0.000,0.000,1.000,1
A0A812UTX8,ref_A0A9N8ELP9_oomycota,0.4741,1.000,1.000,1.000,1.000,4
A0A812V5M0,ref_A0A9N8ELP9_oomycota,0.3869,1.000,1.000,1.000,1.000,4
