accession	length	ndom_chainsaw	all_pfam	extra_pfam	domain_annotations
A0A9W9DDH6	284	1	PF00264 (Tyrosinase)	—	23-40: Tyrosinase copper-binding
A0A9W9DF90	284	1	PF00264 (Tyrosinase)	—	9-219: Tyrosinase copper-binding
A0A9W9DGF5	0	2	—	—	—
A0A9W9DPG6	388	2	PF00264 (Tyrosinase)	—	97-114: Tyrosinase copper-binding
A0A9W9DQ39	372	2	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding
A0A9W9DSP4	353	2	PF00264 (Tyrosinase)	—	89-106: Tyrosinase copper-binding
A0A9W9E068	0	2	—	—	—
A0A9W9IP98	671	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	98-115: Tyrosinase copper-binding; 404-415: Tyrosinase copper-binding
A0A9W9IRY5	355	1	PF00264 (Tyrosinase)	—	283-294: Tyrosinase copper-binding
A0A9W9LGF4	291	1	PF00264 (Tyrosinase)	—	61-78: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0A9W9V833	353	1	PF00264 (Tyrosinase)	—	265-276: Tyrosinase copper-binding
A0A9W9VFI7	343	1	PF00264 (Tyrosinase)	—	113-130: Tyrosinase copper-binding; 261-272: Tyrosinase copper-binding
A0A9W9YWR8	262	1	PF00264 (Tyrosinase)	—	75-92: Tyrosinase copper-binding
A0A9W9YWV3	374	2	PF00264 (Tyrosinase)	—	31-207: Tyrosinase copper-binding
A0A9W9ZU34	398	2	PF00264 (Tyrosinase)	—	124-141: Tyrosinase copper-binding
A0A9X0AKU8	363	1	PF00264 (Tyrosinase)	—	289-300: Tyrosinase copper-binding
A0A9X0AXG5	359	1	PF00264 (Tyrosinase)	—	286-297: Tyrosinase copper-binding
A0A9X0C4D4	660	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	384-395: Tyrosinase copper-binding
A0A9X0CDF4	338	2	PF00264 (Tyrosinase)	—	42-59: Tyrosinase copper-binding
A0A9X1PVV9	274	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0A9X4D7M1	0	3	—	—	—
A0A9X4I0A2	0	3	—	—	—
A0A9X8ECT6	0	3	—	—	—
A0A9X8H7L7	0	3	—	—	—
A0A9X8HDI2	0	3	—	—	—
A0AA35VL53	337	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0AA36CM18	451	2	PF00264 (Tyrosinase)	—	161-178: Tyrosinase copper-binding; 317-328: Tyrosinase copper-binding
A0AA36GA08	451	2	PF00264 (Tyrosinase)	—	161-178: Tyrosinase copper-binding; 317-328: Tyrosinase copper-binding
A0AA36JF65	643	2	PF00264 (Tyrosinase)	—	173-190: Tyrosinase copper-binding
A0AA37GRR7	352	1	PF00264 (Tyrosinase)	—	77-94: Tyrosinase copper-binding
A0AA37LRM6	400	1	PF00264 (Tyrosinase)	—	327-338: Tyrosinase copper-binding
A0AA37P8W3	370	2	PF00264 (Tyrosinase)	—	77-94: Tyrosinase copper-binding
A0AA38J8C1	367	2	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding
A0AA38JNP9	353	1	PF00264 (Tyrosinase)	—	89-106: Tyrosinase copper-binding
A0AA38KVA4	353	2	PF00264 (Tyrosinase)	—	89-106: Tyrosinase copper-binding
A0AA38NMR0	376	2	PF00264 (Tyrosinase)	—	105-122: Tyrosinase copper-binding
A0AA38NNV5	365	2	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding
A0AA38P9M6	353	2	PF00264 (Tyrosinase)	—	89-106: Tyrosinase copper-binding
A0AA38PZP5	0	2	—	—	—
A0AA38Q2J7	0	1	—	—	—
A0AA38RAI0	271	2	PF00264 (Tyrosinase)	—	29-46: Tyrosinase copper-binding; 194-205: Tyrosinase copper-binding
A0AA38XND7	373	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding
A0AA38XQF2	384	1	PF00264 (Tyrosinase)	—	115-132: Tyrosinase copper-binding
A0AA38XVF3	349	1	PF00264 (Tyrosinase)	—	277-288: Tyrosinase copper-binding
A0AA38XXB7	383	1	PF00264 (Tyrosinase)	—	114-131: Tyrosinase copper-binding
A0AA38Y990	310	1	PF00264 (Tyrosinase)	—	34-51: Tyrosinase copper-binding
A0AA38YDK5	376	1	PF00264 (Tyrosinase)	—	106-123: Tyrosinase copper-binding
A0AA39G9F2	330	1	PF00264 (Tyrosinase)	—	71-274: Tyrosinase copper-binding
A0AA39GKR5	363	1	PF00264 (Tyrosinase)	—	289-300: Tyrosinase copper-binding
A0AA39JBC8	322	1	PF00264 (Tyrosinase)	—	243-254: Tyrosinase copper-binding
A0AA39JWK2	412	2	PF00264 (Tyrosinase)	—	324-335: Tyrosinase copper-binding
A0AA39JYE4	372	2	PF00264 (Tyrosinase)	—	98-115: Tyrosinase copper-binding
A0AA39M604	504	2	PF00264 (Tyrosinase)	—	355-366: Tyrosinase copper-binding
A0AA39MWI5	354	1	PF00264 (Tyrosinase)	—	275-286: Tyrosinase copper-binding
A0AA39MYU6	373	2	PF00264 (Tyrosinase)	—	104-121: Tyrosinase copper-binding; 286-297: Tyrosinase copper-binding
A0AA39NQW6	393	2	PF00264 (Tyrosinase)	—	118-135: Tyrosinase copper-binding; 305-316: Tyrosinase copper-binding
A0AA39P123	342	1	PF00264 (Tyrosinase)	—	263-274: Tyrosinase copper-binding
A0AA39P499	363	2	PF00264 (Tyrosinase)	—	98-115: Tyrosinase copper-binding
A0AA39PIA9	374	2	PF00264 (Tyrosinase)	—	105-122: Tyrosinase copper-binding; 287-298: Tyrosinase copper-binding
A0AA39PK06	394	2	PF00264 (Tyrosinase)	—	306-317: Tyrosinase copper-binding
A0AA39Q3E3	394	2	PF00264 (Tyrosinase)	—	306-317: Tyrosinase copper-binding
A0AA39QES7	394	2	PF00264 (Tyrosinase)	—	306-317: Tyrosinase copper-binding
A0AA39QMY4	280	3	PF00264 (Tyrosinase)	—	200-211: Tyrosinase copper-binding
A0AA39T760	373	2	PF00264 (Tyrosinase)	—	104-121: Tyrosinase copper-binding
A0AA39UQR7	607	2	PF00264 (Tyrosinase)	—	154-171: Tyrosinase copper-binding; 319-330: Tyrosinase copper-binding
A0AA39UZS7	380	2	PF00264 (Tyrosinase)	—	115-132: Tyrosinase copper-binding
A0AA39WL81	361	1	PF00264 (Tyrosinase)	—	241-252: Tyrosinase copper-binding
A0AA39WW28	359	1	PF00264 (Tyrosinase)	—	239-250: Tyrosinase copper-binding
A0AA39XHP1	335	1	PF00264 (Tyrosinase)	—	86-103: Tyrosinase copper-binding; 250-261: Tyrosinase copper-binding
A0AA39YEC9	661	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	275-286: Tyrosinase copper-binding
A0AA39YSP7	335	1	PF00264 (Tyrosinase)	—	86-103: Tyrosinase copper-binding; 250-261: Tyrosinase copper-binding
A0AA40DDV9	739	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	98-115: Tyrosinase copper-binding; 380-391: Tyrosinase copper-binding
A0AA40DQR4	680	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	316-327: Tyrosinase copper-binding
A0AA40F7U2	585	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	95-112: Tyrosinase copper-binding; 313-324: Tyrosinase copper-binding
A0AA40F7V3	331	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding; 236-247: Tyrosinase copper-binding
A0AA40JYG4	360	1	PF00264 (Tyrosinase)	—	240-251: Tyrosinase copper-binding
A0AA40K4H1	323	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
A0AA44WUB9	0	1	—	—	—
A0AA45AI00	0	1	—	—	—
A0AA48HBG1	459	3	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	202-213: Tyrosinase copper-binding
A0AA88XQR2	680	2	PF00264 (Tyrosinase)	—	154-171: Tyrosinase copper-binding; 296-307: Tyrosinase copper-binding
A0AA88XQS5	485	2	PF00264 (Tyrosinase)	—	131-148: Tyrosinase copper-binding; 272-283: Tyrosinase copper-binding
A0AA88YTD4	446	1	PF00264 (Tyrosinase)	—	306-317: Tyrosinase copper-binding
A0AA89C6N4	753	3	PF00264 (Tyrosinase)	—	319-330: Tyrosinase copper-binding
A0AA97P2H9	0	2	—	—	—
A0AAD4FIH5	583	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	90-107: Tyrosinase copper-binding
A0AAD4HFX7	661	2	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 324-335: Tyrosinase copper-binding
A0AAD4KYH8	386	3	PF00264 (Tyrosinase)	—	77-285: Tyrosinase copper-binding
A0AAD4L0L4	664	3	PF00264 (Tyrosinase)	—	179-196: Tyrosinase copper-binding; 361-372: Tyrosinase copper-binding
A0AAD4LDB2	359	2	PF00264 (Tyrosinase)	—	101-118: Tyrosinase copper-binding; 273-284: Tyrosinase copper-binding
A0AAD4LFC7	357	1	PF00264 (Tyrosinase)	—	100-117: Tyrosinase copper-binding; 271-282: Tyrosinase copper-binding
A0AAD4LV26	364	2	PF00264 (Tyrosinase)	—	101-118: Tyrosinase copper-binding
A0AAD4MY73	531	3	PF00264 (Tyrosinase)	—	372-383: Tyrosinase copper-binding
A0AAD4NRB5	254	1	PF00264 (Tyrosinase)	—	181-192: Tyrosinase copper-binding
A0AAD4PWA9	277	1	PF00264 (Tyrosinase)	—	197-208: Tyrosinase copper-binding
A0AAD4Q7J0	357	1	PF00264 (Tyrosinase)	—	100-117: Tyrosinase copper-binding; 271-282: Tyrosinase copper-binding
A0AAD5SCX3	528	2	PF00264 (Tyrosinase)	—	112-129: Tyrosinase copper-binding; 212-223: Tyrosinase copper-binding
A0AAD5T9G3	625	2	PF00264 (Tyrosinase)	—	435-446: Tyrosinase copper-binding
A0AAD5U057	381	2	PF00264 (Tyrosinase)	—	14-31: Tyrosinase copper-binding; 174-185: Tyrosinase copper-binding
A0AAD5UAC9	492	2	PF00264 (Tyrosinase)	—	70-87: Tyrosinase copper-binding; 193-204: Tyrosinase copper-binding
A0AAD5WYZ3	517	2	PF00264 (Tyrosinase)	—	113-130: Tyrosinase copper-binding
A0AAD6CBX2	343	1	PF00264 (Tyrosinase)	—	261-272: Tyrosinase copper-binding
A0AAD6IJM2	607	3	PF00264 (Tyrosinase)	—	191-208: Tyrosinase copper-binding; 373-384: Tyrosinase copper-binding
A0AAD6MRX0	346	1	PF00264 (Tyrosinase)	—	116-133: Tyrosinase copper-binding; 264-275: Tyrosinase copper-binding
A0AAD6T862	390	1	PF00264 (Tyrosinase)	—	142-159: Tyrosinase copper-binding; 315-326: Tyrosinase copper-binding
A0AAD6T8W8	307	1	PF00264 (Tyrosinase)	—	52-69: Tyrosinase copper-binding; 232-243: Tyrosinase copper-binding
A0AAD6UEA5	321	1	PF00264 (Tyrosinase)	—	66-83: Tyrosinase copper-binding; 246-257: Tyrosinase copper-binding
A0AAD6YJW0	329	1	PF00264 (Tyrosinase)	—	73-90: Tyrosinase copper-binding; 254-265: Tyrosinase copper-binding
A0AAD6Z060	369	2	PF00264 (Tyrosinase)	—	101-118: Tyrosinase copper-binding
A0AAD6ZEL1	302	2	PF00264 (Tyrosinase)	—	50-67: Tyrosinase copper-binding
A0AAD7AIV8	373	1	PF00264 (Tyrosinase)	—	118-135: Tyrosinase copper-binding; 298-309: Tyrosinase copper-binding
A0AAD7BLR3	370	2	PF00264 (Tyrosinase)	—	104-121: Tyrosinase copper-binding
A0AAD7DM13	365	2	PF00264 (Tyrosinase)	—	95-112: Tyrosinase copper-binding; 278-289: Tyrosinase copper-binding
A0AAD7DMZ0	366	2	PF00264 (Tyrosinase)	—	95-112: Tyrosinase copper-binding; 279-290: Tyrosinase copper-binding
A0AAD7EKF6	373	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding
A0AAD7ER50	369	2	PF00264 (Tyrosinase)	—	283-294: Tyrosinase copper-binding
A0AAD7GHF8	370	2	PF00264 (Tyrosinase)	—	101-118: Tyrosinase copper-binding
A0AAD7GRZ3	362	1	PF00264 (Tyrosinase)	—	94-111: Tyrosinase copper-binding
A0AAD7JQN9	419	1	PF00264 (Tyrosinase)	—	165-182: Tyrosinase copper-binding; 345-356: Tyrosinase copper-binding
A0AAD7MIH2	349	1	PF00264 (Tyrosinase)	—	79-96: Tyrosinase copper-binding; 275-286: Tyrosinase copper-binding
A0AAD7U2T2	384	1	PF00264 (Tyrosinase)	—	87-293: Tyrosinase copper-binding
A0AAD7U3G2	367	1	PF00264 (Tyrosinase)	—	102-119: Tyrosinase copper-binding
A0AAD7XDB7	371	2	PF00264 (Tyrosinase)	—	106-123: Tyrosinase copper-binding
A0AAD8ATH3	647	2	PF00264 (Tyrosinase)	—	158-175: Tyrosinase copper-binding; 300-311: Tyrosinase copper-binding
A0AAD8ATH6	765	3	PF00264 (Tyrosinase)	—	155-172: Tyrosinase copper-binding; 296-307: Tyrosinase copper-binding
A0AAD8ATH9	766	3	PF00264 (Tyrosinase)	—	155-172: Tyrosinase copper-binding; 296-307: Tyrosinase copper-binding
A0AAD8ATJ4	647	2	PF00264 (Tyrosinase)	—	162-179: Tyrosinase copper-binding; 301-312: Tyrosinase copper-binding
A0AAD8ATK2	618	2	PF00264 (Tyrosinase)	—	139-156: Tyrosinase copper-binding; 280-291: Tyrosinase copper-binding
A0AAD8AV10	825	3	PF00264 (Tyrosinase)	—	341-358: Tyrosinase copper-binding; 482-493: Tyrosinase copper-binding
A0AAD8AV33	621	2	PF00264 (Tyrosinase)	—	150-167: Tyrosinase copper-binding; 290-301: Tyrosinase copper-binding
A0AAD8AXS7	396	2	PF00264 (Tyrosinase)	—	239-250: Tyrosinase copper-binding
A0AAD8PIW8	370	1	PF00264 (Tyrosinase)	—	297-308: Tyrosinase copper-binding
A0AAD8U991	608	2	PF00264 (Tyrosinase)	—	362-373: Tyrosinase copper-binding
A0AAD8UE66	326	1	PF00264 (Tyrosinase)	—	83-100: Tyrosinase copper-binding; 249-260: Tyrosinase copper-binding
A0AAD8UFY3	488	1	PF00264 (Tyrosinase)	—	213-230: Tyrosinase copper-binding
A0AAD9ARY9	525	1	PF00264 (Tyrosinase)	—	250-267: Tyrosinase copper-binding
A0AAD9AZ26	314	1	PF00264 (Tyrosinase)	—	241-252: Tyrosinase copper-binding
A0AAD9ECK1	305	1	PF00264 (Tyrosinase)	—	69-86: Tyrosinase copper-binding; 226-237: Tyrosinase copper-binding
A0AAD9ENP9	299	1	PF00264 (Tyrosinase)	—	83-100: Tyrosinase copper-binding; 224-235: Tyrosinase copper-binding
A0AAD9GMI7	504	2	PF00264 (Tyrosinase)	—	84-276: Tyrosinase copper-binding
A0AAD9HBC0	371	1	PF00264 (Tyrosinase)	—	298-309: Tyrosinase copper-binding
A0AAD9HKI6	351	2	PF00264 (Tyrosinase)	—	76-93: Tyrosinase copper-binding
A0AAD9LZF6	680	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	98-115: Tyrosinase copper-binding; 312-323: Tyrosinase copper-binding
A0AAD9Q3A2	386	2	PF00264 (Tyrosinase)	—	83-100: Tyrosinase copper-binding
A0AAD9QB75	323	1	PF00264 (Tyrosinase)	—	117-135: Tyrosinase copper-binding
A0AAD9SNU1	323	1	PF00264 (Tyrosinase)	—	89-106: Tyrosinase copper-binding; 240-251: Tyrosinase copper-binding
A0AAD9W038	369	1	PF00264 (Tyrosinase)	—	118-135: Tyrosinase copper-binding; 288-299: Tyrosinase copper-binding
A0AAD9YE83	368	1	PF00264 (Tyrosinase)	—	125-142: Tyrosinase copper-binding; 290-301: Tyrosinase copper-binding
A0AAE0D8U4	332	2	PF00264 (Tyrosinase)	—	57-74: Tyrosinase copper-binding
A0AAE0LZ24	601	3	PF00264 (Tyrosinase)	—	358-369: Tyrosinase copper-binding
A0AAE0T9M7	765	3	PF00264 (Tyrosinase)	—	187-204: Tyrosinase copper-binding; 328-339: Tyrosinase copper-binding
A0AAE0VIU4	672	3	PF00264 (Tyrosinase)	—	237-248: Tyrosinase copper-binding
A0AAE0WBG3	730	2	PF00264 (Tyrosinase)	—	303-314: Tyrosinase copper-binding
A0AAE0WXT6	382	1	PF00264 (Tyrosinase)	—	149-166: Tyrosinase copper-binding; 308-319: Tyrosinase copper-binding
A0AAE0Z8V4	391	1	PF00264 (Tyrosinase)	—	238-249: Tyrosinase copper-binding
A0AAE8M9V5	332	1	PF00264 (Tyrosinase)	—	75-276: Tyrosinase copper-binding
A0AAE8MR11	396	2	PF00264 (Tyrosinase)	—	321-332: Tyrosinase copper-binding
A0AAE8N352	352	1	PF00264 (Tyrosinase)	—	239-250: Tyrosinase copper-binding
A0AAF3J2S3	533	2	PF00264 (Tyrosinase)	—	278-289: Tyrosinase copper-binding
A0AAI8VQP9	333	1	PF00264 (Tyrosinase)	—	92-109: Tyrosinase copper-binding; 258-269: Tyrosinase copper-binding
A0AAI8YWT9	263	1	PF00264 (Tyrosinase)	—	186-197: Tyrosinase copper-binding
A0AAI8YZG9	370	1	PF00264 (Tyrosinase)	—	150-167: Tyrosinase copper-binding; 295-306: Tyrosinase copper-binding
A0AAI9UFL5	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0AAI9UMQ2	495	3	PF00264 (Tyrosinase)	—	56-73: Tyrosinase copper-binding; 297-308: Tyrosinase copper-binding
A0AAI9XQ79	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0AAI9XSF2	488	1	PF00264 (Tyrosinase)	—	213-230: Tyrosinase copper-binding
A0AAI9XYD0	492	1	PF00264 (Tyrosinase)	—	213-230: Tyrosinase copper-binding
A0AAI9YQ31	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0AAI9ZJ62	678	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	98-115: Tyrosinase copper-binding; 311-322: Tyrosinase copper-binding
A0AAI9ZJ84	325	1	PF00264 (Tyrosinase)	—	82-99: Tyrosinase copper-binding; 248-259: Tyrosinase copper-binding
A0AAI9ZUD5	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0AAJ0A0G4	332	2	PF00264 (Tyrosinase)	—	57-74: Tyrosinase copper-binding
A0AAJ0A571	320	1	PF00264 (Tyrosinase)	—	64-264: Tyrosinase copper-binding
A0AAJ0AG26	325	1	PF00264 (Tyrosinase)	—	82-99: Tyrosinase copper-binding; 248-259: Tyrosinase copper-binding
A0AAJ0AXE4	642	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	101-118: Tyrosinase copper-binding; 309-320: Tyrosinase copper-binding
A0AAJ0BIF4	600	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	275-286: Tyrosinase copper-binding
A0AAJ0DBW4	371	1	PF00264 (Tyrosinase)	—	139-156: Tyrosinase copper-binding; 298-309: Tyrosinase copper-binding
A0AAJ0DVU7	488	1	PF00264 (Tyrosinase)	—	213-230: Tyrosinase copper-binding
A0AAJ0EU37	309	1	PF00264 (Tyrosinase)	—	34-51: Tyrosinase copper-binding
A0AAJ0GPU7	326	1	PF00264 (Tyrosinase)	—	69-271: Tyrosinase copper-binding
A0AAJ0H0A0	305	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding; 231-242: Tyrosinase copper-binding
A0AAJ0HSA6	368	1	PF00264 (Tyrosinase)	—	296-307: Tyrosinase copper-binding
A0AAJ0M0W6	314	1	PF00264 (Tyrosinase)	—	235-246: Tyrosinase copper-binding
A0AAJ3LKX2	0	3	—	—	—
A0AAJ5HX26	0	3	—	—	—
A0AAJ8BUI3	0	1	—	—	—
A0AAN4ZCE4	786	4	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	469-503: ShKT; 514-548: ShKT; 626-660: ShKT
A0AAN5YXM8	610	3	PF00264 (Tyrosinase)	—	359-370: Tyrosinase copper-binding
A0AAN5YXZ8	943	4	PF00264 (Tyrosinase)	—	92-143: F-box
A0AAN5Z2U4	337	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
A0AAN5Z8G4	338	1	PF00264 (Tyrosinase)	—	245-256: Tyrosinase copper-binding
A0AAN6C7N5	331	1	PF00264 (Tyrosinase)	—	74-276: Tyrosinase copper-binding
A0AAN6DP90	384	1	PF00264 (Tyrosinase)	—	114-131: Tyrosinase copper-binding
A0AAN6EN09	0	1	—	—	—
A0AAN6EWD7	0	1	—	—	—
A0AAN6H7M5	382	1	PF00264 (Tyrosinase)	—	150-167: Tyrosinase copper-binding; 309-320: Tyrosinase copper-binding
A0AAN6IG51	491	2	PF00264 (Tyrosinase)	—	222-239: Tyrosinase copper-binding
A0AAN6JP66	389	2	PF00264 (Tyrosinase)	—	105-313: Tyrosinase copper-binding
A0AAN6K752	382	1	PF00264 (Tyrosinase)	—	150-167: Tyrosinase copper-binding; 309-320: Tyrosinase copper-binding
A0AAN6KA23	384	1	PF00264 (Tyrosinase)	—	152-169: Tyrosinase copper-binding; 311-322: Tyrosinase copper-binding
A0AAN6M599	424	1	PF00264 (Tyrosinase)	—	341-352: Tyrosinase copper-binding
A0AAN6PSA1	987	5	PF00264 (Tyrosinase); PF13519 (VWA_2)	PF13519 (VWA_2)	232-413: VWFA
A0AAN6SKX3	331	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding
A0AAN6TRL8	989	4	PF00264 (Tyrosinase); PF13519 (VWA_2)	PF13519 (VWA_2)	232-428: VWFA
A0AAN6XU13	321	2	PF00264 (Tyrosinase)	—	202-213: Tyrosinase copper-binding
A0AAN6YT11	673	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	104-121: Tyrosinase copper-binding; 337-348: Tyrosinase copper-binding
A0AAN6YYJ2	351	1	PF00264 (Tyrosinase)	—	272-283: Tyrosinase copper-binding
A0AAN7ADJ0	364	1	PF00264 (Tyrosinase)	—	285-296: Tyrosinase copper-binding
A0AAN7C1S6	313	1	PF00264 (Tyrosinase)	—	234-245: Tyrosinase copper-binding
A0AAN7CLQ4	323	1	PF00264 (Tyrosinase)	—	244-255: Tyrosinase copper-binding
A0AAN7GQ08	390	1	PF00264 (Tyrosinase)	—	149-339: Tyrosinase copper-binding
A0AAN7T3Y1	406	1	PF00264 (Tyrosinase)	—	137-154: Tyrosinase copper-binding
A0AAN7T5E4	355	1	PF00264 (Tyrosinase)	—	71-291: Tyrosinase copper-binding
A0AAN7UQF6	370	1	PF00264 (Tyrosinase)	—	293-304: Tyrosinase copper-binding
A0AAN8F1N7	281	2	PF00264 (Tyrosinase)	—	107-124: Tyrosinase copper-binding; 257-268: Tyrosinase copper-binding
A0AAN8F2Z4	387	1	PF00264 (Tyrosinase)	—	100-325: Tyrosinase copper-binding
A0AAN8I1Q1	372	1	PF00264 (Tyrosinase)	—	291-302: Tyrosinase copper-binding
A0AAN8I9N5	320	1	PF00264 (Tyrosinase)	—	50-67: Tyrosinase copper-binding
A0AAN8K5C5	559	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0AAN9BYX9	520	1	PF00264 (Tyrosinase)	—	110-127: Tyrosinase copper-binding; 248-259: Tyrosinase copper-binding
A0AAU2H4C1	0	2	—	—	—
A0AAU7EFE9	501	3	PF00264 (Tyrosinase)	—	288-299: Tyrosinase copper-binding
A0AAU7MTE2	0	3	—	—	—
A0AAU8RIP0	0	3	—	—	—
A0AAU9KU22	528	2	PF00264 (Tyrosinase)	—	106-296: Tyrosinase copper-binding
A0AAU9WDB8	570	3	PF00264 (Tyrosinase)	—	288-479: Tyrosinase copper-binding
A0AAU9WFJ4	886	7	PF00059 (Lectin_C); PF00090 (TSP_1); PF00264 (Tyrosinase)	PF00059 (Lectin_C); PF00090 (TSP_1)	636-741: C-type lectin; 754-883: C-type lectin
A0AAU9WFM1	465	3	PF00090 (TSP_1); PF00264 (Tyrosinase)	PF00090 (TSP_1)	183-368: Tyrosinase copper-binding
A0AAU9WGN4	395	2	PF00264 (Tyrosinase)	—	84-101: Tyrosinase copper-binding
A0AAU9WHW5	302	2	PF00264 (Tyrosinase)	—	24-202: Tyrosinase copper-binding
A0AAU9WI44	889	4	PF00264 (Tyrosinase)	—	535-552: Tyrosinase copper-binding
A0AAU9WPB8	327	2	PF00264 (Tyrosinase)	—	116-134: Tyrosinase copper-binding
A0AAU9WPJ8	327	2	PF00264 (Tyrosinase)	—	116-134: Tyrosinase copper-binding
A0AAU9XFP2	531	2	PF00264 (Tyrosinase)	—	107-227: Tyrosinase copper-binding
A0AAU9Y0L2	612	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	88-265: VWFA
A0AAV0B387	278	3	PF00264 (Tyrosinase)	—	31-215: Tyrosinase copper-binding
A0AAV0UD10	0	2	—	—	—
A0AAV0UFB5	498	2	PF00264 (Tyrosinase)	—	79-267: Tyrosinase copper-binding
A0AAV0UHU3	481	2	PF00264 (Tyrosinase)	—	80-269: Tyrosinase copper-binding
A0AAV0V041	870	3	PF00264 (Tyrosinase)	—	109-296: Tyrosinase copper-binding
A0AAV1T0B6	0	2	—	—	—
A0AAV2IQW6	403	2	PF00264 (Tyrosinase)	—	244-255: Tyrosinase copper-binding
A0AAV2Z0Q5	555	2	PF00264 (Tyrosinase)	—	77-94: Tyrosinase copper-binding; 256-267: Tyrosinase copper-binding
A0AAV2ZM57	442	2	PF00264 (Tyrosinase)	—	196-213: Tyrosinase copper-binding; 371-382: Tyrosinase copper-binding
A0AAV4F8E5	391	2	PF00264 (Tyrosinase)	—	238-249: Tyrosinase copper-binding
A0AAV5AL26	323	2	PF00264 (Tyrosinase)	—	56-73: Tyrosinase copper-binding
A0AAV5EZW6	578	2	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV); PF00264 (Tyrosinase)	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV)	189-206: Tyrosinase copper-binding; 348-359: Tyrosinase copper-binding
A0AAV5G052	386	1	PF00264 (Tyrosinase)	—	190-207: Tyrosinase copper-binding; 347-358: Tyrosinase copper-binding
A0AAV5TAE6	334	2	PF00264 (Tyrosinase)	—	217-228: Tyrosinase copper-binding
A0AAV5V305	532	3	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	443-477: ShKT; 488-522: ShKT
A0AAV9GQZ8	357	1	PF00264 (Tyrosinase)	—	236-247: Tyrosinase copper-binding
A0AAV9H5N3	369	1	PF00264 (Tyrosinase)	—	249-260: Tyrosinase copper-binding
A0AAV9J8F3	396	1	PF00264 (Tyrosinase)	—	147-164: Tyrosinase copper-binding; 323-334: Tyrosinase copper-binding
A0AAV9N1J6	251	1	PF00264 (Tyrosinase)	—	179-190: Tyrosinase copper-binding
A0AAV9NEM7	377	1	PF00264 (Tyrosinase)	—	90-312: Tyrosinase copper-binding
A0AAV9NM11	385	1	PF00264 (Tyrosinase)	—	116-133: Tyrosinase copper-binding
A0AAV9PYQ5	376	1	PF00264 (Tyrosinase)	—	106-123: Tyrosinase copper-binding
A0AAV9Q2N9	385	1	PF00264 (Tyrosinase)	—	116-133: Tyrosinase copper-binding
