accession	pool	length	ndom_chainsaw	pfam_id	pfam_name	env_from	env_to	dom_evalue	description
A0A6P6SDS2	canonical	578	2	PF12143	PPO1_KFDV	450	576	4.8e-41	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6P6SFS2	canonical	578	2	PF00264	Tyrosinase	164	374	1.1e-32	Common central domain of tyrosinase
A0A6P6SFS2	canonical	578	2	PF12142	PPO1_DWL	380	431	3.5e-22	Polyphenol oxidase middle domain
A0A6P6SFS2	canonical	578	2	PF12143	PPO1_KFDV	452	576	1.7e-40	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6P6VJH1	discarded	290	1	PF00264	Tyrosinase	171	287	7.9e-16	Common central domain of tyrosinase
A0A6P6VKB5	discarded	235	2	PF12142	PPO1_DWL	35	88	8.1e-16	Polyphenol oxidase middle domain
A0A6P6VKB5	discarded	235	2	PF12143	PPO1_KFDV	108	231	8.0e-36	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6P6VKZ6	canonical	599	2	PF00264	Tyrosinase	188	397	2.5e-34	Common central domain of tyrosinase
A0A6P6VKZ6	canonical	599	2	PF12142	PPO1_DWL	402	453	7.3e-20	Polyphenol oxidase middle domain
A0A6P6VKZ6	canonical	599	2	PF12143	PPO1_KFDV	472	595	1.3e-38	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6P6VQA2	canonical	580	2	PF00264	Tyrosinase	157	366	1.4e-37	Common central domain of tyrosinase
A0A6P6VQA2	canonical	580	2	PF12142	PPO1_DWL	372	423	3.2e-28	Polyphenol oxidase middle domain
A0A6P6VQA2	canonical	580	2	PF12143	PPO1_KFDV	452	579	1.7e-51	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6P6W1R7	discarded	326	2	PF00264	Tyrosinase	1	146	3.0e-15	Common central domain of tyrosinase
A0A6P6W1R7	discarded	326	2	PF12142	PPO1_DWL	135	178	4.1e-12	Polyphenol oxidase middle domain
A0A6P6W1R7	discarded	326	2	PF12143	PPO1_KFDV	196	319	9.2e-38	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6P6W1S2	discarded	256	0	PF00264	Tyrosinase	96	245	1.2e-09	Common central domain of tyrosinase
A0A6P6W324	canonical	599	2	PF00264	Tyrosinase	188	397	2.3e-34	Common central domain of tyrosinase
A0A6P6W324	canonical	599	2	PF12142	PPO1_DWL	402	453	7.3e-20	Polyphenol oxidase middle domain
A0A6P6W324	canonical	599	2	PF12143	PPO1_KFDV	472	595	1.6e-38	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6P6W329	canonical	443	2	PF00264	Tyrosinase	29	240	3.9e-32	Common central domain of tyrosinase
A0A6P6W329	canonical	443	2	PF12142	PPO1_DWL	245	296	3.9e-20	Polyphenol oxidase middle domain
A0A6P6W329	canonical	443	2	PF12143	PPO1_KFDV	316	439	1.9e-36	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6P6W8K5	canonical	580	2	PF00264	Tyrosinase	157	366	1.4e-37	Common central domain of tyrosinase
A0A6P6W8K5	canonical	580	2	PF12142	PPO1_DWL	372	423	3.2e-28	Polyphenol oxidase middle domain
A0A6P6W8K5	canonical	580	2	PF12143	PPO1_KFDV	452	579	5.8e-51	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6P7HLH2	canonical	516	2	PF00264	Tyrosinase	177	407	2.3e-31	Common central domain of tyrosinase
A0A6P7HX38	canonical	533	1	PF00264	Tyrosinase	178	413	3.5e-32	Common central domain of tyrosinase
A0A6P7I321	canonical	473	2	PF00264	Tyrosinase	178	413	2.6e-32	Common central domain of tyrosinase
A0A6P7JDS1	canonical	540	1	PF00264	Tyrosinase	172	406	1.2e-42	Common central domain of tyrosinase
A0A6P7JLN0	canonical	545	1	PF00264	Tyrosinase	170	404	1.2e-41	Common central domain of tyrosinase
A0A6P7K693	canonical	521	1	PF00264	Tyrosinase	172	407	9.6e-34	Common central domain of tyrosinase
A0A6P7LD16	canonical	516	1	PF00264	Tyrosinase	177	407	3.4e-32	Common central domain of tyrosinase
A0A6P7LE96	canonical	546	2	PF00264	Tyrosinase	177	393	9.3e-26	Common central domain of tyrosinase
A0A6P7LXQ7	canonical	511	2	PF00264	Tyrosinase	162	397	9.9e-32	Common central domain of tyrosinase
A0A6P7LYR8	canonical	521	1	PF00264	Tyrosinase	172	407	1.0e-31	Common central domain of tyrosinase
A0A6P7NI18	canonical	533	1	PF00264	Tyrosinase	178	413	7.1e-32	Common central domain of tyrosinase
A0A6P7PDL3	canonical	544	1	PF00264	Tyrosinase	170	404	2.7e-40	Common central domain of tyrosinase
A0A6P7PG57	canonical	540	1	PF00264	Tyrosinase	172	406	2.4e-41	Common central domain of tyrosinase
A0A6P7S550	canonical	337	1	PF00264	Tyrosinase	74	251	4.2e-32	Common central domain of tyrosinase
A0A6P7S5R8	canonical	711	3	PF00264	Tyrosinase	115	293	3.3e-29	Common central domain of tyrosinase
A0A6P7S5V1	canonical	740	3	PF00264	Tyrosinase	119	297	4.7e-29	Common central domain of tyrosinase
A0A6P7S7A7	canonical	710	3	PF00264	Tyrosinase	116	294	1.2e-28	Common central domain of tyrosinase
A0A6P7S7Y8	canonical	746	3	PF00264	Tyrosinase	119	297	4.8e-29	Common central domain of tyrosinase
A0A6P7S851	canonical	563	3	PF00264	Tyrosinase	127	232	1.3e-14	Common central domain of tyrosinase
A0A6P7S851	canonical	563	3	PF00264	Tyrosinase	209	293	1.2e-10	Common central domain of tyrosinase
A0A6P7T4X6	canonical	541	2	PF00264	Tyrosinase	175	408	1.2e-35	Common central domain of tyrosinase
A0A6P7TQ10	canonical	622	2	PF00264	Tyrosinase	133	312	3.2e-32	Common central domain of tyrosinase
A0A6P7WYI7	canonical	535	2	PF00264	Tyrosinase	180	415	1.8e-33	Common central domain of tyrosinase
A0A6P7XRU2	canonical	529	2	PF00264	Tyrosinase	170	403	2.7e-40	Common central domain of tyrosinase
A0A6P7XSA6	canonical	521	1	PF00264	Tyrosinase	180	410	9.3e-34	Common central domain of tyrosinase
A0A6P8AME8	canonical	470	1	PF00264	Tyrosinase	223	414	1.1e-53	Common central domain of tyrosinase
A0A6P8AU99	canonical	571	2	PF00264	Tyrosinase	69	311	2.1e-42	Common central domain of tyrosinase
A0A6P8AU99	canonical	571	2	PF18132	Tyrosinase_C	445	541	8.6e-06	Tyrosinase C-terminal domain
A0A6P8AYP6	canonical	321	1	PF00264	Tyrosinase	67	266	1.5e-38	Common central domain of tyrosinase
A0A6P8AZ63	canonical	376	1	PF00264	Tyrosinase	95	317	2.3e-55	Common central domain of tyrosinase
A0A6P8AZF3	canonical	337	1	PF00264	Tyrosinase	71	281	7.5e-44	Common central domain of tyrosinase
A0A6P8B315	canonical	362	1	PF00264	Tyrosinase	77	298	3.7e-41	Common central domain of tyrosinase
A0A6P8B4K3	canonical	325	1	PF00264	Tyrosinase	66	271	4.2e-42	Common central domain of tyrosinase
A0A6P8BBR4	canonical	648	3	PF00264	Tyrosinase	101	357	2.7e-48	Common central domain of tyrosinase
A0A6P8BBR4	canonical	648	3	PF18132	Tyrosinase_C	497	621	5.3e-31	Tyrosinase C-terminal domain
A0A6P8BEE0	canonical	330	1	PF00264	Tyrosinase	63	251	8.0e-44	Common central domain of tyrosinase
A0A6P8BIK3	canonical	386	1	PF00264	Tyrosinase	100	329	3.2e-54	Common central domain of tyrosinase
A0A6P8BJH6	canonical	339	1	PF00264	Tyrosinase	64	276	6.4e-44	Common central domain of tyrosinase
A0A6P8BK20	canonical	327	1	PF00264	Tyrosinase	65	249	2.2e-35	Common central domain of tyrosinase
A0A6P8BKM3	canonical	388	1	PF00264	Tyrosinase	147	334	1.0e-43	Common central domain of tyrosinase
A0A6P8BLM6	canonical	404	2	PF00264	Tyrosinase	108	343	2.2e-58	Common central domain of tyrosinase
A0A6P8BM78	canonical	405	1	PF00264	Tyrosinase	112	344	1.3e-51	Common central domain of tyrosinase
A0A6P8DXG6	canonical	594	2	PF00264	Tyrosinase	169	378	1.4e-36	Common central domain of tyrosinase
A0A6P8DXG6	canonical	594	2	PF12142	PPO1_DWL	385	436	1.4e-28	Polyphenol oxidase middle domain
A0A6P8DXG6	canonical	594	2	PF12143	PPO1_KFDV	465	592	8.7e-56	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6P8H174	canonical	524	2	PF00264	Tyrosinase	171	406	1.9e-30	Common central domain of tyrosinase
A0A6P8HAX5	canonical	407	2	PF00264	Tyrosinase	79	265	8.9e-36	Common central domain of tyrosinase
A0A6P8HXM1	canonical	415	2	PF00264	Tyrosinase	85	270	3.2e-32	Common central domain of tyrosinase
A0A6P8I080	canonical	582	1	PF00264	Tyrosinase	89	273	1.5e-36	Common central domain of tyrosinase
A0A6P8I0S2	canonical	400	2	PF00264	Tyrosinase	80	265	4.8e-33	Common central domain of tyrosinase
A0A6P8I208	noncanonical	603	2	PF00092	VWA	73	249	8.6e-24	von Willebrand factor type A domain
A0A6P8I208	noncanonical	603	2	PF00264	Tyrosinase	307	503	5.2e-18	Common central domain of tyrosinase
A0A6P8I583	canonical	469	2	PF00264	Tyrosinase	23	210	6.1e-32	Common central domain of tyrosinase
A0A6P8I583	canonical	469	2	PF01607	CBM_14	345	398	1.5e-11	Chitin binding Peritrophin-A domain
A0A6P8I583	canonical	469	2	PF01607	CBM_14	414	467	3.1e-12	Chitin binding Peritrophin-A domain
A0A6P8IBZ1	canonical	516	2	PF00264	Tyrosinase	180	415	4.9e-39	Common central domain of tyrosinase
A0A6P8IFD5	canonical	564	2	PF00092	VWA	64	237	1.1e-22	von Willebrand factor type A domain
A0A6P8IFD5	canonical	564	2	PF13519	VWA_2	65	175	3.2e-06	von Willebrand factor type A domain
A0A6P8IFD5	canonical	564	2	PF00264	Tyrosinase	298	497	1.5e-34	Common central domain of tyrosinase
A0A6P8IFJ7	canonical	592	2	PF00092	VWA	64	240	3.1e-19	von Willebrand factor type A domain
A0A6P8IFJ7	canonical	592	2	PF13519	VWA_2	65	179	3.2e-06	von Willebrand factor type A domain
A0A6P8IFJ7	canonical	592	2	PF00264	Tyrosinase	295	498	1.2e-30	Common central domain of tyrosinase
A0A6P8ITZ4	canonical	438	2	PF00264	Tyrosinase	169	356	3.9e-25	Common central domain of tyrosinase
A0A6P8IWU9	canonical	569	2	PF00092	VWA	71	241	2.6e-15	von Willebrand factor type A domain
A0A6P8IWU9	canonical	569	2	PF00264	Tyrosinase	306	491	2.0e-30	Common central domain of tyrosinase
A0A6P8IXP5	canonical	335	2	PF00264	Tyrosinase	105	292	1.9e-23	Common central domain of tyrosinase
A0A6P8IXU5	canonical	444	2	PF00264	Tyrosinase	168	355	5.3e-25	Common central domain of tyrosinase
A0A6P8RID2	canonical	527	1	PF00264	Tyrosinase	186	416	2.7e-34	Common central domain of tyrosinase
A0A6P8RJ23	canonical	527	1	PF00264	Tyrosinase	170	403	1.9e-40	Common central domain of tyrosinase
A0A6P8RJZ1	canonical	535	1	PF00264	Tyrosinase	180	415	7.2e-34	Common central domain of tyrosinase
A0A6P8SWS2	canonical	540	2	PF00264	Tyrosinase	172	406	2.7e-43	Common central domain of tyrosinase
A0A6P8SWX4	canonical	573	2	PF00264	Tyrosinase	201	435	1.5e-40	Common central domain of tyrosinase
A0A6P8T6M3	canonical	578	2	PF00264	Tyrosinase	223	458	1.2e-31	Common central domain of tyrosinase
A0A6P8TMZ0	canonical	549	2	PF00264	Tyrosinase	194	429	1.1e-31	Common central domain of tyrosinase
A0A6P8TY54	canonical	516	2	PF00264	Tyrosinase	177	407	2.1e-32	Common central domain of tyrosinase
A0A6P8VSU0	canonical	590	1	PF00264	Tyrosinase	241	476	8.9e-33	Common central domain of tyrosinase
A0A6P9BEB3	canonical	527	1	PF00264	Tyrosinase	174	409	9.2e-33	Common central domain of tyrosinase
A0A6P9C0R9	canonical	526	1	PF00264	Tyrosinase	185	415	5.1e-32	Common central domain of tyrosinase
A0A6P9C0T3	canonical	466	1	PF00264	Tyrosinase	125	355	3.8e-32	Common central domain of tyrosinase
A0A6P9EZ62	canonical	493	1	PF00264	Tyrosinase	170	366	9.0e-38	Common central domain of tyrosinase
A0A6Q2X341	canonical	543	2	PF00264	Tyrosinase	174	408	1.5e-43	Common central domain of tyrosinase
A0A6Q2XIH0	canonical	513	1	PF00264	Tyrosinase	175	409	2.4e-33	Common central domain of tyrosinase
A0A6Q2XKY1	canonical	523	2	PF00264	Tyrosinase	181	415	2.5e-33	Common central domain of tyrosinase
A0A6Q2XLM6	canonical	526	1	PF00264	Tyrosinase	171	406	9.2e-33	Common central domain of tyrosinase
A0A6Q2XXP6	canonical	510	2	PF00264	Tyrosinase	168	402	2.4e-33	Common central domain of tyrosinase
A0A6Q2XZA4	canonical	517	2	PF00264	Tyrosinase	162	397	8.2e-33	Common central domain of tyrosinase
A0A6Q2Y715	canonical	511	2	PF00264	Tyrosinase	156	391	8.6e-33	Common central domain of tyrosinase
A0A6Q2YPD2	canonical	517	1	PF00264	Tyrosinase	175	409	2.5e-33	Common central domain of tyrosinase
A0A6Q2Z6S2	canonical	517	2	PF00264	Tyrosinase	177	411	7.5e-34	Common central domain of tyrosinase
A0A6Q2ZF86	canonical	512	2	PF00264	Tyrosinase	170	404	2.4e-33	Common central domain of tyrosinase
A0A6S4PWH0	canonical	530	2	PF00264	Tyrosinase	170	403	6.5e-43	Common central domain of tyrosinase
A0A6S6V8B0	canonical	340	1	PF00264	Tyrosinase	70	285	4.5e-43	Common central domain of tyrosinase
A0A6S6VNJ6	canonical	733	2	PF00264	Tyrosinase	87	343	1.2e-45	Common central domain of tyrosinase
A0A6S6VNJ6	canonical	733	2	PF18132	Tyrosinase_C	450	565	1.7e-23	Tyrosinase C-terminal domain
A0A6S6VU36	canonical	360	1	PF00264	Tyrosinase	126	308	4.4e-41	Common central domain of tyrosinase
A0A6S6W4U5	canonical	412	1	PF00264	Tyrosinase	118	352	1.4e-59	Common central domain of tyrosinase
A0A6S6W716	canonical	387	1	PF00264	Tyrosinase	97	330	2.8e-57	Common central domain of tyrosinase
A0A6S6W8E6	canonical	347	1	PF00264	Tyrosinase	64	291	2.0e-56	Common central domain of tyrosinase
A0A6S6W931	canonical	417	2	PF00264	Tyrosinase	119	360	6.8e-54	Common central domain of tyrosinase
A0A6S6WEB6	canonical	371	1	PF00264	Tyrosinase	94	314	2.6e-46	Common central domain of tyrosinase
A0A6S6WGC4	canonical	579	2	PF00264	Tyrosinase	56	303	3.2e-38	Common central domain of tyrosinase
A0A6S6WGC4	canonical	579	2	PF18132	Tyrosinase_C	415	534	1.1e-13	Tyrosinase C-terminal domain
A0A6S6WQV4	canonical	418	1	PF00264	Tyrosinase	124	354	5.8e-52	Common central domain of tyrosinase
A0A6S7FNS9	discarded	341	2	PF00264	Tyrosinase	25	215	6.1e-24	Common central domain of tyrosinase
A0A6S7FV99	canonical	595	2	PF00264	Tyrosinase	200	493	7.1e-38	Common central domain of tyrosinase
A0A6S7G5G2	canonical	340	2	PF00264	Tyrosinase	25	214	2.2e-24	Common central domain of tyrosinase
A0A6S7GH91	canonical	364	1	PF00264	Tyrosinase	72	255	3.9e-30	Common central domain of tyrosinase
A0A6S7H268	discarded	293	1	PF00264	Tyrosinase	2	192	3.0e-26	Common central domain of tyrosinase
A0A6S7H2E1	canonical	556	2	PF00092	VWA	5	179	2.2e-44	von Willebrand factor type A domain
A0A6S7H2E1	canonical	556	2	PF13519	VWA_2	6	118	4.8e-16	von Willebrand factor type A domain
A0A6S7H2E1	canonical	556	2	PF00264	Tyrosinase	244	427	4.8e-31	Common central domain of tyrosinase
A0A6S7H6Z2	canonical	356	2	PF00264	Tyrosinase	23	206	6.8e-33	Common central domain of tyrosinase
A0A6S7HJV0	canonical	345	2	PF00264	Tyrosinase	62	264	4.4e-27	Common central domain of tyrosinase
A0A6S7HU98	discarded	292	2	PF00264	Tyrosinase	1	156	9.8e-11	Common central domain of tyrosinase
A0A6S7I642	canonical	319	1	PF00264	Tyrosinase	71	262	1.9e-25	Common central domain of tyrosinase
A0A6S7I8G6	canonical	347	2	PF00264	Tyrosinase	25	216	6.4e-26	Common central domain of tyrosinase
A0A6S7IGK9	canonical	408	2	PF00092	VWA	1	169	8.5e-42	von Willebrand factor type A domain
A0A6S7IGK9	canonical	408	2	PF13519	VWA_2	1	109	1.7e-13	von Willebrand factor type A domain
A0A6S7IGK9	canonical	408	2	PF00264	Tyrosinase	234	408	1.0e-26	Common central domain of tyrosinase
A0A6S7IY75	canonical	413	2	PF00264	Tyrosinase	61	244	1.3e-34	Common central domain of tyrosinase
A0A6S7JHK8	canonical	269	2	PF00264	Tyrosinase	25	215	7.6e-25	Common central domain of tyrosinase
A0A6S7JHU5	canonical	509	2	PF00092	VWA	35	208	1.1e-45	von Willebrand factor type A domain
A0A6S7JHU5	canonical	509	2	PF13519	VWA_2	36	148	7.0e-16	von Willebrand factor type A domain
A0A6S7JHU5	canonical	509	2	PF00264	Tyrosinase	273	454	8.5e-31	Common central domain of tyrosinase
A0A6S7JII0	discarded	260	1	PF00264	Tyrosinase	219	260	3.5e-08	Common central domain of tyrosinase
A0A6T7GM19	canonical	673	2	PF00264	Tyrosinase	235	456	7.2e-08	Common central domain of tyrosinase
A0A6U1NCL5	canonical	418	2	PF00264	Tyrosinase	2	201	1.4e-08	Common central domain of tyrosinase
A0A6U2JLQ7	discarded	328	2	PF00264	Tyrosinase	66	315	5.3e-23	Common central domain of tyrosinase
A0A6U3DTB7	canonical	431	1	PF00264	Tyrosinase	10	272	8.5e-22	Common central domain of tyrosinase
A0A6V1RYI1	canonical	435	3	PF00264	Tyrosinase	8	208	4.1e-07	Common central domain of tyrosinase
A0A6V1TYR0	canonical	658	3	PF00264	Tyrosinase	206	407	4.8e-05	Common central domain of tyrosinase
A0A6V1U849	canonical	690	3	PF00264	Tyrosinase	211	404	2.1e-05	Common central domain of tyrosinase
A0A6V1V8T3	canonical	667	2	PF00264	Tyrosinase	206	449	4.6e-06	Common central domain of tyrosinase
A0A6V1WW05	canonical	690	2	PF00264	Tyrosinase	234	471	1.2e-04	Common central domain of tyrosinase
A0A6V2YWN1	discarded	679	2	PF00264	Tyrosinase	214	407	7.8e-04	Common central domain of tyrosinase
A0A6V2YWN1	discarded	679	2	PF00264	Tyrosinase	489	540	2.6e-05	Common central domain of tyrosinase
A0A6V6YMT0	canonical	620	3	PF00264	Tyrosinase	125	371	1.0e-32	Common central domain of tyrosinase
A0A6V6YMT0	canonical	620	3	PF25271	DUF7868	472	618	1.6e-35	Domain of unknown function (DUF7868)
A0A6V6YXL9	canonical	491	2	PF00264	Tyrosinase	59	180	8.8e-14	Common central domain of tyrosinase
A0A6V6YXL9	canonical	491	2	PF00264	Tyrosinase	166	275	4.4e-15	Common central domain of tyrosinase
A0A6V7QUF5	canonical	441	2	PF00264	Tyrosinase	9	218	1.9e-33	Common central domain of tyrosinase
A0A6V7QUF5	canonical	441	2	PF12142	PPO1_DWL	224	275	4.2e-27	Polyphenol oxidase middle domain
A0A6V7QUF5	canonical	441	2	PF12143	PPO1_KFDV	306	439	1.1e-51	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6V7QVM9	discarded	378	1	PF00264	Tyrosinase	25	221	1.1e-14	Common central domain of tyrosinase
A0A6V7QVM9	discarded	378	1	PF12142	PPO1_DWL	227	278	7.3e-27	Polyphenol oxidase middle domain
A0A6V7QVM9	discarded	378	1	PF12143	PPO1_KFDV	297	378	4.5e-18	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6V7QVN0	discarded	292	1	PF00264	Tyrosinase	158	288	4.1e-17	Common central domain of tyrosinase
A0A6V7QVP6	discarded	553	2	PF00264	Tyrosinase	199	350	5.2e-16	Common central domain of tyrosinase
A0A6V7QVP6	discarded	553	2	PF12142	PPO1_DWL	356	407	4.7e-27	Polyphenol oxidase middle domain
A0A6V7QVP6	discarded	553	2	PF12143	PPO1_KFDV	424	551	1.2e-46	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6V7QWC5	canonical	604	2	PF00264	Tyrosinase	172	381	3.7e-33	Common central domain of tyrosinase
A0A6V7QWC5	canonical	604	2	PF12142	PPO1_DWL	387	438	3.6e-27	Polyphenol oxidase middle domain
A0A6V7QWC5	canonical	604	2	PF12143	PPO1_KFDV	469	602	6.7e-52	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6V7QWY4	canonical	522	2	PF00264	Tyrosinase	156	361	1.5e-33	Common central domain of tyrosinase
A0A6V7QWY4	canonical	522	2	PF12142	PPO1_DWL	367	418	5.2e-26	Polyphenol oxidase middle domain
A0A6V7QWY4	canonical	522	2	PF12143	PPO1_KFDV	437	516	6.2e-10	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6V7QWZ3	discarded	454	2	PF00264	Tyrosinase	155	282	1.3e-14	Common central domain of tyrosinase
A0A6V7QWZ3	discarded	454	2	PF12142	PPO1_DWL	288	334	7.9e-24	Polyphenol oxidase middle domain
A0A6V7QWZ3	discarded	454	2	PF12143	PPO1_KFDV	373	452	1.7e-18	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6V7QYJ0	discarded	208	2	PF00264	Tyrosinase	1	30	1.5e-08	Common central domain of tyrosinase
A0A6V7QYJ0	discarded	208	2	PF12142	PPO1_DWL	36	86	1.8e-26	Polyphenol oxidase middle domain
A0A6V7QYJ0	discarded	208	2	PF12143	PPO1_KFDV	112	202	4.1e-24	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6V7TIR8	canonical	657	4	PF00264	Tyrosinase	303	506	8.5e-29	Common central domain of tyrosinase
A0A6V7TZ26	canonical	595	3	PF00264	Tyrosinase	91	283	4.6e-32	Common central domain of tyrosinase
A0A6V7TZ26	canonical	595	3	PF01549	ShK	431	466	5.7e-06	ShK domain-like
A0A6V7TZ26	canonical	595	3	PF01549	ShK	475	510	4.2e-08	ShK domain-like
A0A6V7TZ26	canonical	595	3	PF01549	ShK	545	580	1.4e-05	ShK domain-like
A0A6V7TZ29	canonical	597	2	PF00264	Tyrosinase	80	271	4.5e-27	Common central domain of tyrosinase
A0A6V7TZ36	discarded	213	1	PF00264	Tyrosinase	136	211	3.5e-06	Common central domain of tyrosinase
A0A6V7TZ70	discarded	157	2	PF00264	Tyrosinase	1	30	3.0e-08	Common central domain of tyrosinase
A0A6V7TZ71	canonical	654	1	PF00264	Tyrosinase	134	327	2.8e-19	Common central domain of tyrosinase
A0A6V7TZG9	discarded	278	2	PF00264	Tyrosinase	139	271	1.2e-14	Common central domain of tyrosinase
A0A6V7TZH9	canonical	588	2	PF00264	Tyrosinase	136	329	4.3e-23	Common central domain of tyrosinase
A0A6V7TZW7	canonical	338	2	PF00264	Tyrosinase	18	219	8.4e-34	Common central domain of tyrosinase
A0A6V7TZX7	canonical	442	2	PF00264	Tyrosinase	136	329	9.4e-31	Common central domain of tyrosinase
A0A6V7U0J2	canonical	477	2	PF00264	Tyrosinase	76	268	3.3e-26	Common central domain of tyrosinase
A0A6V7U0V9	discarded	273	2	PF00264	Tyrosinase	2	65	3.7e-06	Common central domain of tyrosinase
A0A6V7U1J5	canonical	464	2	PF00264	Tyrosinase	122	321	3.5e-32	Common central domain of tyrosinase
A0A6V7U2J9	canonical	748	4	PF00264	Tyrosinase	145	336	7.0e-38	Common central domain of tyrosinase
A0A6V7U2J9	canonical	748	4	PF01549	ShK	473	508	4.6e-05	ShK domain-like
A0A6V7U2J9	canonical	748	4	PF01549	ShK	517	552	1.7e-07	ShK domain-like
A0A6V7U2J9	canonical	748	4	PF01549	ShK	587	622	9.8e-05	ShK domain-like
A0A6V7U2J9	canonical	748	4	PF01549	ShK	631	665	4.9e-07	ShK domain-like
A0A6V7UU52	canonical	291	2	PF00264	Tyrosinase	26	213	8.2e-31	Common central domain of tyrosinase
A0A6V7UZ84	discarded	196	1	PF00264	Tyrosinase	76	195	7.4e-14	Common central domain of tyrosinase
A0A6V7V0T1	discarded	164	2	PF00264	Tyrosinase	1	74	2.0e-14	Common central domain of tyrosinase
A0A6V7V3C8	discarded	112	1	PF00264	Tyrosinase	1	74	4.1e-14	Common central domain of tyrosinase
A0A6V7V3D6	noncanonical	196	1	PF00264	Tyrosinase	119	194	6.4e-08	Common central domain of tyrosinase
A0A6V7V3E0	discarded	132	1	PF00264	Tyrosinase	2	65	3.2e-07	Common central domain of tyrosinase
A0A6V7V3G2	discarded	646	4	PF00264	Tyrosinase	47	239	5.9e-32	Common central domain of tyrosinase
A0A6V7V3G2	discarded	646	4	PF01549	ShK	388	423	6.3e-06	ShK domain-like
A0A6V7V3G2	discarded	646	4	PF01549	ShK	432	467	4.6e-08	ShK domain-like
A0A6V7V3G2	discarded	646	4	PF01549	ShK	502	537	1.6e-05	ShK domain-like
