accession	pool	length	ndom_chainsaw	n_pfam_domains	architecture	extra_domains	extra_pfam_ids
A0A8H3A0M5	canonical	859	3	3	FUSC_2(96-235) | BRE4(245-446) | Tyrosinase(607-795)	FUSC_2(96-235) | BRE4(245-446)	PF10334;PF13515
A0A8H3A114	canonical	357	1	1	Tyrosinase(84-294)	none	none
A0A8H3A1U9	canonical	640	2	2	Tyrosinase(89-302) | Pro_CA(468-628)	Pro_CA(468-628)	PF00484
A0A8H3A459	discarded	605	3	1	Tyrosinase(2-295)	none	none
A0A8H3A6F2	canonical	354	1	1	Tyrosinase(86-292)	none	none
A0A8H3A7H8	discarded	224	1	1	Tyrosinase(51-220)	none	none
A0A8H3A7J6	canonical	270	1	1	Tyrosinase(1-208)	none	none
A0A8H3A7Z2	discarded	126	1	1	Tyrosinase(2-57)	none	none
A0A8H3A915	canonical	315	1	1	Tyrosinase(70-256)	none	none
A0A8H3AA21	canonical	363	1	1	Tyrosinase(84-300)	none	none
A0A8H3AAQ4	canonical	707	2	2	Tyrosinase(89-302) | Pro_CA(535-695)	Pro_CA(535-695)	PF00484
A0A8H3ABE8	discarded	209	1	1	Tyrosinase(1-155)	none	none
A0A8H3AE87	canonical	362	1	1	Tyrosinase(87-300)	none	none
A0A8H3AEG2	canonical	319	1	1	Tyrosinase(61-256)	none	none
A0A8H3AJB0	canonical	696	2	1	Tyrosinase(60-379)	none	none
A0A8H3ANG7	noncanonical	447	1	1	Tyrosinase(161-367)	none	none
A0A8H3AUD8	canonical	365	2	1	Tyrosinase(79-302)	none	none
A0A8H3AXX9	discarded	225	1	1	Tyrosinase(2-149)	none	none
A0A8H3AYG3	canonical	292	2	1	Tyrosinase(90-292)	none	none
A0A8H3AYS9	canonical	322	1	1	Tyrosinase(70-256)	none	none
A0A8H3AZI8	canonical	308	1	1	Tyrosinase(73-254)	none	none
A0A8H3AZT0	canonical	317	1	1	Tyrosinase(73-260)	none	none
A0A8H3B026	discarded	141	1	1	Tyrosinase(84-134)	none	none
A0A8H3B055	canonical	353	1	1	Tyrosinase(83-289)	none	none
A0A8H3B0E6	discarded	110	1	1	Tyrosinase(12-47)	none	none
A0A8H3B0Z6	canonical	367	1	1	Tyrosinase(90-303)	none	none
A0A8H3B5A0	canonical	365	2	1	Tyrosinase(90-301)	none	none
A0A8H3B7I3	discarded	190	1	1	Tyrosinase(89-188)	none	none
A0A8H3B8G8	canonical	345	1	1	Tyrosinase(78-287)	none	none
A0A8H3B9S6	canonical	363	1	1	Tyrosinase(87-300)	none	none
A0A8H3BAF1	canonical	364	1	1	Tyrosinase(84-301)	none	none
A0A8H3BDA9	canonical	318	1	1	Tyrosinase(49-255)	none	none
A0A8H3BDF6	canonical	355	1	1	Tyrosinase(89-289)	none	none
A0A8H3BED7	discarded	190	1	1	Tyrosinase(1-135)	none	none
A0A8H3BH88	canonical	323	1	1	Tyrosinase(72-258)	none	none
A0A8H3BJU5	canonical	272	1	1	Tyrosinase(8-209)	none	none
A0A8H3BKM9	canonical	395	1	1	Tyrosinase(144-330)	none	none
A0A8H3BLR1	canonical	320	1	1	Tyrosinase(69-255)	none	none
A0A8H3BNH7	noncanonical	395	1	1	Tyrosinase(109-315)	none	none
A0A8H3BP52	canonical	734	2	1	Tyrosinase(50-375)	none	none
A0A8H3BPP3	canonical	639	2	2	Tyrosinase(21-255) | Tyrosinase(385-577)	none	none
A0A8H3BQP1	canonical	318	1	1	Tyrosinase(73-260)	none	none
A0A8H3BRT5	canonical	391	1	1	Tyrosinase(88-328)	none	none
A0A8H3BS36	canonical	317	1	1	Tyrosinase(73-260)	none	none
A0A8H3BUA3	discarded	407	3	1	Tyrosinase(2-88)	none	none
A0A8H3BVH4	canonical	721	2	1	Tyrosinase(62-366)	none	none
A0A8H3BW89	discarded	154	1	1	Tyrosinase(55-148)	none	none
A0A8H3BWB0	canonical	353	3	1	Tyrosinase(88-296)	none	none
A0A8H3BWX9	discarded	258	1	1	Tyrosinase(1-195)	none	none
A0A8H3BXL8	discarded	82	1	0	no_pfam_hit	none	none
A0A8H3BYP2	canonical	375	2	1	Tyrosinase(100-312)	none	none
A0A8H3BZ00	discarded	102	1	1	Tyrosinase(17-39)	none	none
A0A8H3C0A3	discarded	133	1	1	Tyrosinase(82-133)	none	none
A0A8H3C0L6	canonical	310	1	1	Tyrosinase(73-253)	none	none
A0A8H3C0V7	canonical	353	1	1	Tyrosinase(86-292)	none	none
A0A8H3C2J4	canonical	348	1	1	Tyrosinase(97-283)	none	none
A0A8H3C3M9	canonical	365	1	1	Tyrosinase(90-301)	none	none
A0A8H3C4G7	canonical	317	1	1	Tyrosinase(73-260)	none	none
A0A8H3C4K7	canonical	319	1	1	Tyrosinase(63-257)	none	none
A0A8H3C6K9	discarded	155	1	1	Tyrosinase(73-154)	none	none
A0A8H3C753	discarded	179	1	1	Tyrosinase(122-178)	none	none
A0A8H3C7V0	canonical	353	2	1	Tyrosinase(89-290)	none	none
A0A8H3C861	canonical	348	1	2	Tyrosinase(101-205) | Tyrosinase(177-285)	none	none
A0A8H3C9U8	canonical	319	1	1	Tyrosinase(64-257)	none	none
A0A8H3CA59	canonical	308	1	1	Tyrosinase(73-254)	none	none
A0A8H3CAP5	canonical	354	1	1	Tyrosinase(86-292)	none	none
A0A8H3CCD5	canonical	362	1	1	Tyrosinase(87-300)	none	none
A0A8H3CDA8	noncanonical	413	1	1	Tyrosinase(127-333)	none	none
A0A8H3CFB7	canonical	637	2	2	Tyrosinase(31-244) | Tyrosinase(383-575)	none	none
A0A8H3CHT1	canonical	331	1	1	Tyrosinase(76-273)	none	none
A0A8H3CIJ2	canonical	363	1	1	Tyrosinase(87-300)	none	none
A0A8H3CIU4	canonical	310	1	1	Tyrosinase(72-253)	none	none
A0A8H3CJ16	canonical	362	1	1	Tyrosinase(87-300)	none	none
A0A8H3CM17	canonical	333	1	1	Tyrosinase(95-276)	none	none
A0A8H3CM85	canonical	352	2	1	Tyrosinase(89-289)	none	none
A0A8H3CNG7	discarded	142	1	1	Tyrosinase(86-141)	none	none
A0A8H3CPZ5	canonical	363	1	1	Tyrosinase(87-300)	none	none
A0A8H3CQ20	canonical	722	2	1	Tyrosinase(60-365)	none	none
A0A8H3CS31	discarded	150	1	1	Tyrosinase(3-55)	none	none
A0A8H3CSH4	canonical	319	1	1	Tyrosinase(73-260)	none	none
A0A8H3CUU5	canonical	363	1	1	Tyrosinase(88-300)	none	none
A0A8H3CUW5	noncanonical	738	2	1	Tyrosinase(51-368)	none	none
A0A8H3CVH2	canonical	319	1	1	Tyrosinase(73-260)	none	none
A0A8H3CZ20	noncanonical	356	1	1	Tyrosinase(36-272)	none	none
A0A8H3D189	canonical	925	3	1	Tyrosinase(84-303)	none	none
A0A8H3D1S1	canonical	639	2	2	Tyrosinase(22-255) | Tyrosinase(385-577)	none	none
A0A8H3D561	canonical	377	1	2	Tyrosinase(73-134) | Tyrosinase(128-300)	none	none
A0A8H3D6Z5	discarded	121	1	1	Tyrosinase(18-58)	none	none
A0A8H3DA81	canonical	318	1	1	Tyrosinase(66-255)	none	none
A0A8H3DC11	discarded	207	1	1	Tyrosinase(13-140)	none	none
A0A8H3DEC7	discarded	195	1	1	Tyrosinase(8-178)	none	none
A0A8H3DFX7	canonical	314	1	1	Tyrosinase(70-257)	none	none
A0A8H3DG48	canonical	322	2	1	Tyrosinase(62-260)	none	none
A0A8H3DH08	noncanonical	739	3	1	Tyrosinase(51-368)	none	none
A0A8H3DH36	canonical	360	1	1	Tyrosinase(84-297)	none	none
A0A8H3DH45	canonical	360	1	1	Tyrosinase(84-297)	none	none
A0A8H3DHK5	canonical	321	1	1	Tyrosinase(69-255)	none	none
A0A8H3DKS2	noncanonical	756	2	1	Tyrosinase(52-399)	none	none
A0A8H3DMU5	discarded	320	1	1	Tyrosinase(88-258)	none	none
A0A8H3DMX3	canonical	369	2	1	Tyrosinase(79-306)	none	none
A0A8H3DP18	canonical	352	2	1	Tyrosinase(89-289)	none	none
A0A8H3DQV5	discarded	162	1	1	Tyrosinase(3-99)	none	none
A0A8H3DQW7	canonical	317	2	1	Tyrosinase(106-307)	none	none
A0A8H3DR34	noncanonical	395	1	1	Tyrosinase(109-315)	none	none
A0A8H3DRV8	canonical	346	1	1	Tyrosinase(78-288)	none	none
A0A8H3DS61	discarded	753	2	1	Tyrosinase(114-388)	none	none
A0A8H3DT93	canonical	356	2	1	Tyrosinase(73-279)	none	none
A0A8H3DTU2	canonical	357	1	1	Tyrosinase(88-294)	none	none
A0A8H3DV55	canonical	360	2	1	Tyrosinase(97-297)	none	none
A0A8H3DXC2	discarded	195	1	1	Tyrosinase(78-195)	none	none
A0A8H3DZ25	canonical	506	2	1	Tyrosinase(61-251)	none	none
A0A8H3E068	canonical	318	1	1	Tyrosinase(66-255)	none	none
A0A8H3E170	canonical	334	2	1	Tyrosinase(73-277)	none	none
A0A8H3E3S0	canonical	311	1	1	Tyrosinase(73-254)	none	none
A0A8H3E6S2	discarded	348	1	1	Tyrosinase(100-284)	none	none
A0A8H3E826	canonical	290	2	1	Tyrosinase(85-281)	none	none
A0A8H3E969	canonical	366	1	1	Tyrosinase(82-303)	none	none
A0A8H3EG02	discarded	359	1	1	Tyrosinase(152-296)	none	none
A0A8H3EN91	canonical	670	2	2	Tyrosinase(86-343) | Tyrosinase_C(507-630)	none	none
A0A8H3F360	discarded	217	1	1	Tyrosinase(34-206)	none	none
A0A8H3F9S2	discarded	573	2	2	Tyrosinase(1-216) | Tyrosinase_C(387-514)	none	none
A0A8H3FB07	canonical	359	1	1	Tyrosinase(81-302)	none	none
A0A8H3FLJ8	discarded	279	1	1	Tyrosinase(102-277)	none	none
A0A8H3FNM0	noncanonical	375	1	1	Tyrosinase(127-319)	none	none
A0A8H3FPA4	discarded	315	1	1	Tyrosinase(114-286)	none	none
A0A8H3FR24	noncanonical	694	2	2	Tyrosinase(71-352) | Tyrosinase_C(519-658)	none	none
A0A8H3FVH9	discarded	643	2	2	Tyrosinase(83-304) | Tyrosinase_C(470-599)	none	none
A0A8H3FYE1	canonical	379	2	1	Tyrosinase(93-322)	none	none
A0A8H3G324	canonical	586	2	2	Tyrosinase(72-318) | Tyrosinase_C(429-546)	none	none
A0A8H3G4B9	discarded	513	3	2	Tyrosinase(10-168) | Tyrosinase_C(319-462)	none	none
A0A8H3G5H2	canonical	571	2	2	Tyrosinase(72-317) | Tyrosinase_C(422-529)	none	none
A0A8H3G6G5	canonical	336	1	1	Tyrosinase(91-315)	none	none
A0A8H3G8R3	canonical	345	1	1	Tyrosinase(78-287)	none	none
A0A8H3GCN2	canonical	317	1	1	Tyrosinase(73-260)	none	none
A0A8H3GDY3	canonical	321	1	1	Tyrosinase(70-256)	none	none
A0A8H3GGG6	discarded	445	3	1	Tyrosinase(5-268)	none	none
A0A8H3GGT0	canonical	351	1	1	Tyrosinase(77-283)	none	none
A0A8H3GHB1	canonical	351	2	1	Tyrosinase(88-288)	none	none
A0A8H3GHR6	discarded	338	1	1	Tyrosinase(73-260)	none	none
A0A8H3GIJ6	canonical	397	1	1	Tyrosinase(120-333)	none	none
A0A8H3GJ25	canonical	366	1	1	Tyrosinase(91-304)	none	none
A0A8H3GJ96	canonical	967	2	4	Tyrosinase(89-289) | PUF(675-709) | PUF(712-745) | PUF(825-858)	PUF(675-709) | PUF(712-745) | PUF(825-858)	PF00806
A0A8H3GJI1	noncanonical	395	1	1	Tyrosinase(109-315)	none	none
A0A8H3GJP0	canonical	275	1	1	Tyrosinase(5-211)	none	none
A0A8H3GKD3	canonical	322	1	1	Tyrosinase(68-260)	none	none
A0A8H3GN92	canonical	318	1	1	Tyrosinase(73-260)	none	none
A0A8H3GNE7	discarded	369	2	1	Tyrosinase(145-312)	none	none
A0A8H3GPF4	canonical	356	2	1	Tyrosinase(73-279)	none	none
A0A8H3GPT3	canonical	317	1	1	Tyrosinase(70-256)	none	none
A0A8H3GTI8	canonical	321	1	1	Tyrosinase(70-256)	none	none
A0A8H3GTK5	canonical	377	1	1	Tyrosinase(132-318)	none	none
A0A8H3GUJ3	discarded	178	1	1	Tyrosinase(1-178)	none	none
A0A8H3GVC8	canonical	327	1	1	Tyrosinase(40-264)	none	none
A0A8H3GWD2	canonical	308	1	1	Tyrosinase(73-253)	none	none
A0A8H3GXQ4	discarded	289	1	1	Tyrosinase(74-226)	none	none
A0A8H3GYD3	canonical	317	1	1	Tyrosinase(72-258)	none	none
A0A8H3GYQ5	canonical	244	1	1	Tyrosinase(1-181)	none	none
A0A8H3GZI6	discarded	616	2	2	Tyrosinase(58-218) | Tyrosinase(208-246)	none	none
A0A8H3H1F0	canonical	356	1	1	Tyrosinase(73-279)	none	none
A0A8H3H232	canonical	354	1	1	Tyrosinase(82-291)	none	none
A0A8H3H2G3	canonical	364	1	1	Tyrosinase(89-302)	none	none
A0A8H3H3H3	canonical	317	1	1	Tyrosinase(73-260)	none	none
A0A8H3H4I9	canonical	317	1	1	Tyrosinase(73-260)	none	none
A0A8H3H4T7	canonical	631	2	2	Tyrosinase(28-228) | Tyrosinase(348-568)	none	none
A0A8H3H5V5	canonical	395	1	1	Tyrosinase(144-330)	none	none
A0A8H3H7F4	canonical	364	2	1	Tyrosinase(89-302)	none	none
A0A8H3HB97	discarded	245	1	1	Tyrosinase(46-243)	none	none
A0A8H3HBJ0	discarded	574	2	1	Tyrosinase(1-255)	none	none
A0A8H3HCF2	canonical	380	1	2	Tyrosinase(87-121) | Tyrosinase(118-318)	none	none
A0A8H3HD74	discarded	234	1	1	Tyrosinase(36-212)	none	none
A0A8H3HER9	canonical	308	1	1	Tyrosinase(73-254)	none	none
A0A8H3HF69	canonical	317	1	1	Tyrosinase(73-260)	none	none
A0A8H3HGU7	noncanonical	431	1	1	Tyrosinase(127-351)	none	none
A0A8H3HH87	canonical	357	1	1	Tyrosinase(78-291)	none	none
A0A8H3HI94	discarded	630	2	1	Tyrosinase(80-370)	none	none
A0A8H3HIA4	canonical	382	2	1	Tyrosinase(79-319)	none	none
A0A8H3HML6	canonical	693	2	2	DUF6534(184-271) | Tyrosinase(418-631)	DUF6534(184-271)	PF20152
A0A8H3HQZ0	discarded	69	1	1	Tyrosinase(1-59)	none	none
A0A8H3HU11	canonical	353	1	1	Tyrosinase(84-294)	none	none
A0A8H3HVS0	canonical	666	2	1	Tyrosinase(28-324)	none	none
A0A8H3HWJ3	canonical	313	1	1	Tyrosinase(59-251)	none	none
A0A8H3I0H6	canonical	314	1	1	Tyrosinase(67-255)	none	none
A0A8H3I335	noncanonical	378	1	1	Tyrosinase(131-325)	none	none
A0A8H3I3V1	canonical	371	1	1	Tyrosinase(106-293)	none	none
A0A8H3I5R2	canonical	317	1	1	Tyrosinase(72-258)	none	none
A0A8H3I9E9	discarded	615	2	2	Tyrosinase(90-291) | Tyrosinase_C(435-561)	none	none
A0A8H3IAU0	noncanonical	361	1	1	Tyrosinase(115-308)	none	none
A0A8H3IDD5	noncanonical	362	1	1	Tyrosinase(116-309)	none	none
A0A8H3IF87	discarded	657	2	2	Tyrosinase(85-357) | Tyrosinase_C(494-613)	none	none
A0A8H3IJQ0	discarded	205	1	1	Tyrosinase(2-179)	none	none
A0A8H3IL14	canonical	745	4	1	Tyrosinase(307-548)	none	none
A0A8H3IRN5	discarded	981	3	4	Beta-prop_PLL(4-188) | Beta-prop_PLL(132-320) | Tyrosinase(382-672) | Tyrosinase_C(819-941)	Beta-prop_PLL(4-188) | Beta-prop_PLL(132-320)	PF26607
A0A8H3IRP0	canonical	346	1	1	Tyrosinase(90-314)	none	none
A0A8H3J0U5	canonical	710	3	2	Tyrosinase(60-343) | Tyrosinase_C(550-675)	none	none
A0A8H3J3F8	canonical	710	3	2	Tyrosinase(67-392) | Tyrosinase_C(540-668)	none	none
A0A8H3JTK9	canonical	425	1	1	Tyrosinase(139-368)	none	none
A0A8H3LDJ6	canonical	582	2	2	Tyrosinase(54-347) | Tyrosinase_C(432-544)	none	none
A0A8H3LDR0	canonical	582	2	2	Tyrosinase(53-347) | Tyrosinase_C(435-527)	none	none
A0A8H3N1T5	canonical	392	1	1	Tyrosinase(99-333)	none	none
A0A8H3NML7	canonical	413	2	1	Tyrosinase(122-355)	none	none
A0A8H3S9D4	canonical	830	3	3	Tyrosinase(62-293) | TRI-like_N(378-527) | Transferase(454-813)	TRI-like_N(378-527) | Transferase(454-813)	PF02458;PF22664
A0A8H3SDV5	canonical	348	1	1	Tyrosinase(64-292)	none	none
A0A8H3SRE8	discarded	128	1	1	Tyrosinase(1-30)	none	none
A0A8H3SVZ6	canonical	406	2	1	Tyrosinase(114-348)	none	none
A0A8H3U2Q4	canonical	599	2	2	Tyrosinase(72-323) | Tyrosinase_C(425-540)	none	none
A0A8H3U6Y9	canonical	331	1	1	Tyrosinase(27-265)	none	none
A0A8H3UFY5	noncanonical	345	1	1	Tyrosinase(80-286)	none	none
A0A8H3UGI5	canonical	319	1	1	Tyrosinase(49-264)	none	none
A0A8H3UMI6	canonical	359	1	1	Tyrosinase(114-295)	none	none
A0A8H3UQ31	discarded	223	1	1	Tyrosinase(2-157)	none	none
A0A8H3URB4	canonical	621	2	2	Tyrosinase(72-323) | Tyrosinase_C(426-541)	none	none
A0A8H3USQ9	canonical	396	2	1	Tyrosinase(77-314)	none	none
A0A8H3V027	discarded	181	1	2	Tyrosinase(1-84) | Tyrosinase(81-115)	none	none
A0A8H3V5D4	discarded	122	1	1	Tyrosinase(8-56)	none	none
A0A8H3V839	canonical	346	1	1	Tyrosinase(61-283)	none	none
A0A8H3V9L0	discarded	294	1	1	Tyrosinase(1-228)	none	none
A0A8H3VC67	noncanonical	433	1	1	Tyrosinase(169-375)	none	none
A0A8H3VIP5	canonical	341	1	1	Tyrosinase(37-275)	none	none
A0A8H3VQH7	canonical	605	2	2	Tyrosinase(77-331) | Tyrosinase_C(441-560)	none	none
A0A8H3VS12	canonical	632	2	2	Tyrosinase(55-302) | Tyrosinase_C(468-593)	none	none
A0A8H3VUY2	canonical	333	1	1	Tyrosinase(60-270)	none	none
A0A8H3VY49	canonical	386	1	1	Tyrosinase(101-329)	none	none
A0A8H3VZM9	canonical	403	1	1	Tyrosinase(108-346)	none	none
A0A8H3VZY2	canonical	743	3	2	Tyrosinase(67-417) | Tyrosinase_C(551-693)	none	none
A0A8H3W221	canonical	325	1	1	Tyrosinase(68-249)	none	none
A0A8H3W2Z1	noncanonical	332	1	1	Tyrosinase(39-275)	none	none
A0A8H3W3M4	canonical	784	3	3	Tyrosinase(56-320) | Tyrosinase_C(462-577) | LSM(667-732)	LSM(667-732)	PF01423
A0A8H3W3M5	canonical	663	2	2	Tyrosinase(59-327) | Tyrosinase_C(493-619)	none	none
A0A8H3W532	canonical	351	1	1	Tyrosinase(103-298)	none	none
A0A8H3W6Q4	canonical	410	1	1	Tyrosinase(111-349)	none	none
A0A8H3W7G0	discarded	311	1	1	Tyrosinase(76-234)	none	none
A0A8H3W909	noncanonical	356	1	1	Tyrosinase(94-297)	none	none
A0A8H3WAN6	canonical	346	1	1	Tyrosinase(72-266)	none	none
A0A8H3WAX8	canonical	338	1	1	Tyrosinase(69-282)	none	none
A0A8H3WCH4	canonical	299	1	1	Tyrosinase(65-244)	none	none
A0A8H3WD10	canonical	382	1	1	Tyrosinase(97-325)	none	none
A0A8H3WF38	discarded	220	1	1	Tyrosinase(1-144)	none	none
A0A8H3WF76	canonical	548	2	2	Tyrosinase(76-315) | Tyrosinase_C(418-514)	none	none
A0A8H3WH14	canonical	360	1	1	Tyrosinase(74-296)	none	none
A0A8H3WIY3	canonical	360	1	1	Tyrosinase(78-297)	none	none
A0A8H3WJV1	canonical	402	1	1	Tyrosinase(109-344)	none	none
A0A8H3WK00	canonical	359	1	1	Tyrosinase(77-291)	none	none
A0A8H3WPE4	canonical	340	1	1	Tyrosinase(65-263)	none	none
A0A8H3WRY4	canonical	610	3	1	Tyrosinase(160-384)	none	none
A0A8H3WZW9	canonical	605	2	1	Tyrosinase(68-364)	none	none
A0A8H3XIS9	canonical	605	2	1	Tyrosinase(70-366)	none	none
A0A8H3XWU4	canonical	383	1	1	Tyrosinase(96-325)	none	none
A0A8H3YLS0	canonical	605	2	2	Tyrosinase(77-331) | Tyrosinase_C(441-560)	none	none
A0A8H3YMW2	canonical	632	2	2	Tyrosinase(55-302) | Tyrosinase_C(468-593)	none	none
A0A8H3YNM1	canonical	600	2	2	Tyrosinase(72-323) | Tyrosinase_C(426-541)	none	none
A0A8H3YPL6	canonical	311	1	1	Tyrosinase(41-256)	none	none
A0A8H3Z1L5	canonical	371	1	1	Tyrosinase(97-314)	none	none
A0A8H3Z1W3	canonical	347	1	1	Tyrosinase(95-288)	none	none
A0A8H3Z591	canonical	632	2	2	Tyrosinase(55-302) | Tyrosinase_C(468-593)	none	none
A0A8H3Z5Y7	canonical	358	1	1	Tyrosinase(114-294)	none	none
A0A8H3ZAJ8	canonical	362	1	1	Tyrosinase(118-298)	none	none
A0A8H3ZF90	canonical	344	1	1	Tyrosinase(81-267)	none	none
A0A8H3ZHC1	canonical	403	1	1	Tyrosinase(110-342)	none	none
A0A8H3ZHJ7	canonical	344	1	1	Tyrosinase(65-281)	none	none
A0A8H3ZHU8	canonical	385	1	1	Tyrosinase(99-328)	none	none
A0A8H3ZQY2	canonical	491	2	1	Tyrosinase(36-309)	none	none
A0A8H3ZTR1	canonical	361	1	1	Tyrosinase(75-297)	none	none
A0A8H3ZU88	canonical	759	2	2	Tyrosinase(62-345) | Tyrosinase_C(584-719)	none	none
A0A8H3ZUN1	canonical	396	1	1	Tyrosinase(108-339)	none	none
A0A8H3ZVK8	canonical	377	1	1	Tyrosinase(95-321)	none	none
A0A8H3ZW58	canonical	338	1	1	Tyrosinase(65-254)	none	none
A0A8H3ZY08	canonical	399	2	1	Tyrosinase(102-338)	none	none
A0A8H4AMR5	canonical	587	2	2	Tyrosinase(55-345) | Tyrosinase_C(430-550)	none	none
A0A8H4AZG0	canonical	600	2	1	Tyrosinase(70-363)	none	none
A0A8H4B004	canonical	604	2	1	Tyrosinase(68-364)	none	none
A0A8H4C5A1	canonical	346	1	1	Tyrosinase(72-266)	none	none
A0A8H4C6U6	canonical	347	1	1	Tyrosinase(74-284)	none	none
A0A8H4C956	canonical	493	2	1	Tyrosinase(36-309)	none	none
A0A8H4CAL0	canonical	385	1	1	Tyrosinase(99-328)	none	none
A0A8H4CD88	canonical	571	2	1	Tyrosinase(99-338)	none	none
A0A8H4CE41	discarded	412	1	1	Tyrosinase(171-355)	none	none
A0A8H4CHB6	canonical	382	1	1	Tyrosinase(97-325)	none	none
A0A8H4CIC1	canonical	340	1	1	Tyrosinase(65-263)	none	none
A0A8H4CIP3	canonical	344	1	1	Tyrosinase(81-267)	none	none
A0A8H4CJG9	noncanonical	661	2	2	Tyrosinase(129-321) | LSM(544-609)	LSM(544-609)	PF01423
A0A8H4CJL9	canonical	360	1	1	Tyrosinase(78-297)	none	none
A0A8H4CL76	canonical	302	1	1	Tyrosinase(68-247)	none	none
A0A8H4CL90	canonical	333	1	1	Tyrosinase(70-256)	none	none
A0A8H4CME3	canonical	410	2	1	Tyrosinase(113-349)	none	none
A0A8H4CNT5	canonical	331	1	1	Tyrosinase(61-255)	none	none
A0A8H4CP16	canonical	759	2	2	Tyrosinase(63-345) | Tyrosinase_C(584-719)	none	none
A0A8H4CPR6	noncanonical	331	2	1	Tyrosinase(38-274)	none	none
A0A8H4CQC8	canonical	410	1	1	Tyrosinase(111-349)	none	none
A0A8H4CRX0	canonical	330	1	1	Tyrosinase(65-254)	none	none
A0A8H4CT47	canonical	330	1	1	Tyrosinase(65-254)	none	none
A0A8H4CUC1	noncanonical	370	1	1	Tyrosinase(75-306)	none	none
A0A8H4CVC9	discarded	412	2	1	Tyrosinase(109-354)	none	none
A0A8H4CX26	canonical	338	1	1	Tyrosinase(68-282)	none	none
A0A8H4CXN0	canonical	344	1	1	Tyrosinase(65-281)	none	none
A0A8H4EHU7	canonical	300	1	2	Tyrosinase(25-199) | Tyrosinase(171-243)	none	none
A0A8H4ELV1	discarded	563	2	2	Tyrosinase(104-321) | Tyrosinase_C(406-526)	none	none
A0A8H4ER60	canonical	588	2	1	Tyrosinase(69-347)	none	none
A0A8H4ERI9	canonical	537	2	1	Tyrosinase(9-296)	none	none
A0A8H4ESM0	canonical	604	2	1	Tyrosinase(75-378)	none	none
A0A8H4ESV6	canonical	618	2	2	Tyrosinase(77-369) | Tyrosinase_C(477-570)	none	none
A0A8H4ET05	discarded	520	2	1	Tyrosinase(82-290)	none	none
A0A8H4EUW6	canonical	600	2	1	Tyrosinase(68-364)	none	none
A0A8H4FBY6	canonical	403	1	1	Tyrosinase(108-346)	none	none
A0A8H4FFA4	canonical	328	1	1	Tyrosinase(67-271)	none	none
A0A8H4FHG1	noncanonical	356	1	1	Tyrosinase(94-297)	none	none
A0A8H4FI02	canonical	367	1	1	Tyrosinase(74-303)	none	none
A0A8H4FM17	canonical	329	1	1	Tyrosinase(72-253)	none	none
A0A8H4FMR9	canonical	393	1	1	Tyrosinase(105-336)	none	none
A0A8H4FPA4	canonical	327	1	1	Tyrosinase(79-274)	none	none
A0A8H4FPM4	canonical	419	1	1	Tyrosinase(126-358)	none	none
A0A8H4FQ42	canonical	359	1	1	Tyrosinase(77-291)	none	none
A0A8H4FQ80	canonical	383	1	1	Tyrosinase(95-327)	none	none
A0A8H4GTU5	canonical	413	2	1	Tyrosinase(122-355)	none	none
A0A8H4H0Q4	canonical	350	1	1	Tyrosinase(64-292)	none	none
A0A8H4H8E0	canonical	983	4	2	Tyrosinase(96-324) | DUF3292(381-982)	DUF3292(381-982)	PF11696
A0A8H4IH14	canonical	648	2	2	Tyrosinase(93-348) | Tyrosinase_C(480-599)	none	none
A0A8H4IIH3	canonical	336	1	1	Tyrosinase(67-281)	none	none
A0A8H4IJN7	canonical	331	1	1	Tyrosinase(71-255)	none	none
A0A8H4IQ82	canonical	554	2	2	Tyrosinase(84-321) | Tyrosinase_C(425-527)	none	none
A0A8H4ITZ1	canonical	409	1	1	Tyrosinase(109-348)	none	none
A0A8H4IVL2	noncanonical	327	1	1	Tyrosinase(28-260)	none	none
A0A8H4IYB2	canonical	404	2	1	Tyrosinase(106-342)	none	none
A0A8H4JA75	canonical	338	1	1	Tyrosinase(70-282)	none	none
A0A8H4JD90	discarded	295	1	1	Tyrosinase(67-240)	none	none
A0A8H4JDQ9	noncanonical	245	1	2	Tyrosinase(18-139) | Tyrosinase(116-190)	none	none
A0A8H4JHW9	noncanonical	369	1	1	Tyrosinase(107-310)	none	none
A0A8H4JJD2	canonical	586	2	2	Tyrosinase(85-343) | Tyrosinase_C(453-569)	none	none
A0A8H4JP05	canonical	337	1	1	Tyrosinase(69-281)	none	none
A0A8H4JTZ8	canonical	324	1	1	Tyrosinase(65-269)	none	none
A0A8H4JVE1	canonical	717	2	2	Tyrosinase(67-389) | Tyrosinase_C(527-669)	none	none
A0A8H4JW98	canonical	769	2	2	Tyrosinase(75-439) | Tyrosinase_C(568-703)	none	none
A0A8H4JY40	canonical	595	3	1	Tyrosinase(138-370)	none	none
A0A8H4JZT0	canonical	403	1	1	Tyrosinase(108-343)	none	none
A0A8H4K532	canonical	572	2	1	Tyrosinase(74-314)	none	none
A0A8H4K586	discarded	748	4	3	Xan_ur_permease(77-220) | Xan_ur_permease(232-478) | Tyrosinase(544-606)	Xan_ur_permease(77-220) | Xan_ur_permease(232-478)	PF00860
A0A8H4K5B4	discarded	613	4	1	Tyrosinase(482-566)	none	none
A0A8H4KAI2	canonical	792	2	2	Tyrosinase(77-435) | Tyrosinase_C(566-700)	none	none
A0A8H4KMC7	canonical	400	2	1	Tyrosinase(105-340)	none	none
