accession,taxid,kingdom,phylum,genus
A0A835ARW6,1010633,Plants,Streptophyta,Digitaria
A0A835DM91,13715,Plants,Streptophyta,Tetracentron
A0A835DNL4,13715,Plants,Streptophyta,Tetracentron
A0A835DNV5,13715,Plants,Streptophyta,Tetracentron
A0A835DS09,13715,Plants,Streptophyta,Tetracentron
A0A835DUN7,1010633,Plants,Streptophyta,Digitaria
A0A835DYY3,1010633,Plants,Streptophyta,Digitaria
A0A835E2N8,1010633,Plants,Streptophyta,Digitaria
A0A835E410,1010633,Plants,Streptophyta,Digitaria
A0A835E5D7,1010633,Plants,Streptophyta,Digitaria
A0A835E634,1010633,Plants,Streptophyta,Digitaria
A0A835FLY5,1010633,Plants,Streptophyta,Digitaria
A0A835FSB9,1010633,Plants,Streptophyta,Digitaria
A0A835H2U5,261450,Plants,Streptophyta,Coptis
A0A835I7W5,261450,Plants,Streptophyta,Coptis
A0A835INJ6,261450,Plants,Streptophyta,Coptis
A0A835JDS2,1413687,Plants,Streptophyta,Salix
A0A835JKP2,1413687,Plants,Streptophyta,Salix
A0A835KFP6,1413687,Plants,Streptophyta,Salix
A0A835KQU2,1010633,Plants,Streptophyta,Digitaria
A0A835KRV3,1010633,Plants,Streptophyta,Digitaria
A0A835KTA7,1010633,Plants,Streptophyta,Digitaria
A0A835LFJ4,261450,Plants,Streptophyta,Coptis
A0A835LHW4,261450,Plants,Streptophyta,Coptis
A0A835MHI1,1413687,Plants,Streptophyta,Salix
A0A835MQH1,1413687,Plants,Streptophyta,Salix
A0A835MR89,1413687,Plants,Streptophyta,Salix
A0A835MWN7,1413687,Plants,Streptophyta,Salix
A0A835NL15,245042,Animals,Chordata,Lamprotornis
A0A835P026,245042,Animals,Chordata,Lamprotornis
A0A835P059,245042,Animals,Chordata,Lamprotornis
A0A835P8D1,51239,Plants,Streptophyta,Vanilla
A0A835QDT6,51239,Plants,Streptophyta,Vanilla
A0A835QFD3,51239,Plants,Streptophyta,Vanilla
A0A835QLC7,51239,Plants,Streptophyta,Vanilla
A0A835SWT6,2026947,Plants,Chlorophyta,Chlamydomonas
A0A835U586,51239,Plants,Streptophyta,Vanilla
A0A835USU2,51239,Plants,Streptophyta,Vanilla
A0A835V5C5,51239,Plants,Streptophyta,Vanilla
A0A835V7X0,51239,Plants,Streptophyta,Vanilla
A0A835YKM2,303371,Oomycota,?,Tribonema
A0A835Z854,303371,Oomycota,?,Tribonema
A0A835Z8Z2,303371,Oomycota,?,Tribonema
A0A835ZSL8,9940,Animals,Chordata,Ovis
A0A836D2D6,9940,Animals,Chordata,Ovis
A0A836D6L9,9940,Animals,Chordata,Ovis
A0A840R7Q8,300266,Bacteria,Pseudomonadota,Silvimonas
A0A840S208,728004,Bacteria,Pseudomonadota,Glaciimonas
A0A841CR10,1051531,Bacteria,Actinomycetota,Saccharothrix
A0A841H042,1639882,Bacteria,Gemmatimonadota,Longimicrobium
A0A841H669,1639882,Bacteria,Gemmatimonadota,Longimicrobium
A0A841ITW4,1478215,Bacteria,Actinomycetota,Nocardiopsis
A0A843VRT1,4460,Plants,Streptophyta,Colocasia
A0A843WKM3,4460,Plants,Streptophyta,Colocasia
A0A843X9J2,4460,Plants,Streptophyta,Colocasia
A0A843XT25,4460,Plants,Streptophyta,Colocasia
A0A843XW89,4460,Plants,Streptophyta,Colocasia
A0A844A5N2,380,Bacteria,Pseudomonadota,Rhizobium
A0A844TCM9,1928661,Bacteria,Pseudomonadota,Bradyrhizobium
A0A845HEB3,2692166,Bacteria,Pseudomonadota,Duganella
A0A846H7Z0,1304833,Bacteria,Cyanobacteriota,Hassallia
A0A846HA78,1304833,Bacteria,Cyanobacteriota,Hassallia
A0A846LGJ8,477641,Bacteria,Actinomycetota,Modestobacter
A0A847RV01,2202339,Bacteria,Bacteroidota,Chitinophaga
A0A847SLH3,634771,Bacteria,Bacteroidota,Chitinophaga
A0A848I9H4,2728848,Bacteria,Pseudomonadota,Paraburkholderia
A0A850LDY1,89184,Bacteria,Pseudomonadota,Ruegeria
A0A850U9S3,9117,Animals,Chordata,Grus
A0A850U9V1,9117,Animals,Chordata,Grus
A0A850URF3,667144,Animals,Chordata,Chloropsis
A0A850UUI2,667144,Animals,Chordata,Chloropsis
A0A850UZL0,667144,Animals,Chordata,Chloropsis
A0A850VNR0,37042,Animals,Chordata,Fregata
A0A850W4D5,37042,Animals,Chordata,Fregata
A0A850WN44,33601,Animals,Chordata,Piaya
A0A850WV65,33601,Animals,Chordata,Piaya
A0A850XA38,33601,Animals,Chordata,Piaya
A0A850XW74,73327,Animals,Chordata,Aegithalos
A0A850YFT1,73327,Animals,Chordata,Aegithalos
A0A850ZXI4,56068,Animals,Chordata,Sula
A0A850ZXX6,56068,Animals,Chordata,Sula
A0A851A1W8,237442,Animals,Chordata,Tichodroma
A0A851AYY8,175131,Animals,Chordata,Picathartes
A0A851BNH1,175131,Animals,Chordata,Picathartes
A0A851C745,135972,Animals,Chordata,Calyptomena
A0A851CAD9,135972,Animals,Chordata,Calyptomena
A0A851CK55,135972,Animals,Chordata,Calyptomena
A0A851EFL9,85069,Animals,Chordata,Dryoscopus
A0A851F8Q2,9163,Animals,Chordata,Pitta
A0A851FSJ5,9163,Animals,Chordata,Pitta
A0A851FU18,9163,Animals,Chordata,Pitta
A0A851J667,237420,Animals,Chordata,Donacobius
A0A851JNT3,237420,Animals,Chordata,Donacobius
A0A851JP46,237420,Animals,Chordata,Donacobius
A0A851K0B5,81927,Animals,Chordata,Vidua
A0A851KLW1,81927,Animals,Chordata,Vidua
A0A851KXU1,81927,Animals,Chordata,Vidua
A0A851LA25,103954,Animals,Chordata,Corythaeola
A0A851MDZ0,190295,Animals,Chordata,Campylorhamphus
A0A851MVA7,190295,Animals,Chordata,Campylorhamphus
A0A851N1G7,190295,Animals,Chordata,Campylorhamphus
A0A851NEG7,1118817,Animals,Chordata,Penelope
A0A851NG39,1118817,Animals,Chordata,Penelope
A0A851NN87,1118817,Animals,Chordata,Penelope
A0A851PJ70,56067,Animals,Chordata,Anhinga
A0A851PRT1,56067,Animals,Chordata,Anhinga
A0A851Q189,56067,Animals,Chordata,Anhinga
A0A851QQ94,614051,Animals,Chordata,Tychaedon
A0A851QWJ6,614051,Animals,Chordata,Tychaedon
A0A851QWR6,614051,Animals,Chordata,Tychaedon
A0A851RTY3,73333,Animals,Chordata,Certhia
A0A851SED0,73333,Animals,Chordata,Certhia
A0A851SLU3,73333,Animals,Chordata,Certhia
A0A851T017,1977171,Animals,Chordata,Nothocercus
A0A851T2B4,1977171,Animals,Chordata,Nothocercus
A0A851TDE9,1977171,Animals,Chordata,Nothocercus
A0A851U4T4,1463973,Animals,Chordata,Elachura
A0A851U7C7,1463973,Animals,Chordata,Elachura
A0A851UB52,1463973,Animals,Chordata,Elachura
A0A851V4J6,797021,Animals,Chordata,Copsychus
A0A851VQR4,797021,Animals,Chordata,Copsychus
A0A851W0T0,797021,Animals,Chordata,Copsychus
A0A851WM61,1196302,Animals,Chordata,Corvus
A0A851WQY0,1196302,Animals,Chordata,Corvus
A0A851X925,1196302,Animals,Chordata,Corvus
A0A851XPU2,176039,Animals,Chordata,Eolophus
A0A851XRN3,176039,Animals,Chordata,Eolophus
A0A851YF41,176039,Animals,Chordata,Eolophus
A0A851YNW3,342381,Animals,Chordata,Halcyon
A0A851Z1U8,342381,Animals,Chordata,Halcyon
A0A851Z4W1,342381,Animals,Chordata,Halcyon
A0A851ZAA4,198940,Animals,Chordata,Calcarius
A0A851ZQI7,198940,Animals,Chordata,Calcarius
A0A852A0P6,198940,Animals,Chordata,Calcarius
A0A852BDX7,1218682,Animals,Chordata,Chloropsis
A0A852BXS0,322582,Animals,Chordata,Ramphastos
A0A852CDH1,322582,Animals,Chordata,Ramphastos
A0A852CLT1,322582,Animals,Chordata,Ramphastos
A0A852D1S7,142471,Animals,Chordata,Passerina
A0A852D1Y5,142471,Animals,Chordata,Passerina
A0A852D2Q7,142471,Animals,Chordata,Passerina
A0A852E8Q3,187451,Animals,Chordata,Vidua
A0A852EPK3,187451,Animals,Chordata,Vidua
A0A852FZP9,135441,Animals,Chordata,Peucedramus
A0A852G360,135441,Animals,Chordata,Peucedramus
A0A852G5C0,243888,Animals,Chordata,Larus
A0A852H1R1,237433,Animals,Chordata,Nicator
A0A852HKE8,237433,Animals,Chordata,Nicator
A0A852I3L1,237433,Animals,Chordata,Nicator
A0A852IK05,240729,Animals,Chordata,Tricholaema
A0A852ILT9,240729,Animals,Chordata,Tricholaema
A0A852J159,240729,Animals,Chordata,Tricholaema
A0A852KGZ2,458196,Animals,Chordata,Urocolius
A0A852L6T0,458196,Animals,Chordata,Urocolius
A0A852LCH6,458196,Animals,Chordata,Urocolius
A0A852LKJ2,1463675,Animals,Chordata,Centropus
A0A852LKN8,1463675,Animals,Chordata,Centropus
A0A852M587,1463675,Animals,Chordata,Centropus
A0A852MU00,357074,Animals,Chordata,Pteruthius
A0A852N0V4,357074,Animals,Chordata,Pteruthius
A0A852NMJ5,449594,Animals,Chordata,Atrichornis
A0A852NQD3,449594,Animals,Chordata,Atrichornis
A0A852PRA1,449594,Animals,Chordata,Atrichornis
A0A853CK14,2026353,Bacteria,Actinomycetota,Petropleomorpha
A0A856MD39,415709,Bacteria,Cyanobacteriota,Brasilonema
A0A856MJK9,415709,Bacteria,Cyanobacteriota,Brasilonema
A0A856MK52,415709,Bacteria,Cyanobacteriota,Brasilonema
A0A858RE72,2728835,Bacteria,Verrucomicrobiota,Luteolibacter
A0A858SSR5,1891787,Bacteria,Pseudomonadota,Roseobacter
A0A8A1L447,544711,Fungi,Ascomycota,Ajellomyces
A0A8A1LL71,544711,Fungi,Ascomycota,Ajellomyces
A0A8A1LYY9,5037,Fungi,Ascomycota,Ajellomyces
A0A8A1M5L3,5037,Fungi,Ascomycota,Ajellomyces
A0A8A1M613,5037,Fungi,Ascomycota,Ajellomyces
A0A8A1M824,5037,Fungi,Ascomycota,Ajellomyces
A0A8A1M8K3,5037,Fungi,Ascomycota,Ajellomyces
A0A8A1MPW2,5037,Fungi,Ascomycota,Ajellomyces
A0A8A1UX83,1265868,Bacteria,Actinomycetota,Streptomyces
A0A8A3P2H8,61207,Fungi,Ascomycota,Monilinia
A0A8A3P9S6,61207,Fungi,Ascomycota,Monilinia
A0A8A3PLC2,61207,Fungi,Ascomycota,Monilinia
A0A8A4E1A6,28450,Bacteria,Pseudomonadota,Burkholderia
A0A8A4TY47,2818388,Bacteria,Acidobacteriota,Sulfidibacter
A0A8A5MZC0,47428,Fungi,Basidiomycota,Armillaria
A0A8A8E2Y6,4530,Plants,Streptophyta,Oryza
A0A8A8E350,4530,Plants,Streptophyta,Oryza
A0A8A8E3F3,4530,Plants,Streptophyta,Oryza
A0A8B6BGF3,29158,Animals,Mollusca,Mytilus
A0A8B6BKM4,29158,Animals,Mollusca,Mytilus
A0A8B6BMR6,29158,Animals,Mollusca,Mytilus
A0A8B6BS83,29158,Animals,Mollusca,Mytilus
A0A8B6BWX0,29158,Animals,Mollusca,Mytilus
A0A8B6CG12,29158,Animals,Mollusca,Mytilus
A0A8B6CGM7,29158,Animals,Mollusca,Mytilus
A0A8B6CH58,29158,Animals,Mollusca,Mytilus
A0A8B6CJB5,29158,Animals,Mollusca,Mytilus
A0A8B6CNP6,29158,Animals,Mollusca,Mytilus
A0A8B6CPI6,29158,Animals,Mollusca,Mytilus
A0A8B6CPY6,29158,Animals,Mollusca,Mytilus
A0A8B6D2T6,29158,Animals,Mollusca,Mytilus
A0A8B6D2Y3,29158,Animals,Mollusca,Mytilus
A0A8B6D5K3,29158,Animals,Mollusca,Mytilus
A0A8B6D5L3,29158,Animals,Mollusca,Mytilus
A0A8B6D949,29158,Animals,Mollusca,Mytilus
A0A8B6DAA2,29158,Animals,Mollusca,Mytilus
A0A8B6DAC3,29158,Animals,Mollusca,Mytilus
A0A8B6DAE8,29158,Animals,Mollusca,Mytilus
A0A8B6DID9,29158,Animals,Mollusca,Mytilus
A0A8B6DKK3,29158,Animals,Mollusca,Mytilus
A0A8B6DPX7,29158,Animals,Mollusca,Mytilus
A0A8B6DRB5,29158,Animals,Mollusca,Mytilus
A0A8B6E6R0,29158,Animals,Mollusca,Mytilus
A0A8B6E725,29158,Animals,Mollusca,Mytilus
A0A8B6EB17,29158,Animals,Mollusca,Mytilus
A0A8B6ECL8,29158,Animals,Mollusca,Mytilus
A0A8B6EDW2,29158,Animals,Mollusca,Mytilus
A0A8B6EF24,29158,Animals,Mollusca,Mytilus
A0A8B6ELB1,29158,Animals,Mollusca,Mytilus
A0A8B6EUU7,29158,Animals,Mollusca,Mytilus
A0A8B6EWI3,29158,Animals,Mollusca,Mytilus
A0A8B6F0X6,29158,Animals,Mollusca,Mytilus
A0A8B6FC80,29158,Animals,Mollusca,Mytilus
A0A8B6FHC2,29158,Animals,Mollusca,Mytilus
A0A8B6FJF9,29158,Animals,Mollusca,Mytilus
A0A8B6FJI9,29158,Animals,Mollusca,Mytilus
A0A8B6FWG6,29158,Animals,Mollusca,Mytilus
A0A8B6G0L3,29158,Animals,Mollusca,Mytilus
A0A8B6G0N6,29158,Animals,Mollusca,Mytilus
A0A8B6G5F7,29158,Animals,Mollusca,Mytilus
A0A8B6G5G6,29158,Animals,Mollusca,Mytilus
A0A8B6G5H6,29158,Animals,Mollusca,Mytilus
A0A8B6G5H9,29158,Animals,Mollusca,Mytilus
A0A8B6G5K0,29158,Animals,Mollusca,Mytilus
A0A8B6G5P8,29158,Animals,Mollusca,Mytilus
A0A8B6G957,29158,Animals,Mollusca,Mytilus
A0A8B6G9L0,29158,Animals,Mollusca,Mytilus
A0A8B6GCV0,29158,Animals,Mollusca,Mytilus
A0A8B6GLG5,29158,Animals,Mollusca,Mytilus
A0A8B6GSA5,29158,Animals,Mollusca,Mytilus
A0A8B6GSK0,29158,Animals,Mollusca,Mytilus
A0A8B6GUD9,29158,Animals,Mollusca,Mytilus
A0A8B6GUE4,29158,Animals,Mollusca,Mytilus
A0A8B6GWX5,29158,Animals,Mollusca,Mytilus
A0A8B6GY87,29158,Animals,Mollusca,Mytilus
A0A8B6GYH0,29158,Animals,Mollusca,Mytilus
A0A8B6GYS2,29158,Animals,Mollusca,Mytilus
A0A8B6GZI5,29158,Animals,Mollusca,Mytilus
A0A8B6H0Q0,29158,Animals,Mollusca,Mytilus
A0A8B6YMG3,419612,Animals,Chordata,Camelus
A0A8B6ZKM0,1230840,Animals,Chordata,Orycteropus
A0A8B7A0F0,1230840,Animals,Chordata,Orycteropus
A0A8B7A2L9,1230840,Animals,Chordata,Orycteropus
A0A8B7BJK9,42345,Plants,Streptophyta,Phoenix
A0A8B7BKB2,42345,Plants,Streptophyta,Phoenix
A0A8B7CKL8,42345,Plants,Streptophyta,Phoenix
A0A8B7CZQ9,42345,Plants,Streptophyta,Phoenix
A0A8B7CZR0,42345,Plants,Streptophyta,Phoenix
A0A8B7FLA5,30608,Animals,Chordata,Microcebus
A0A8B7J6Q9,2696672,Animals,Chordata,Apteryx
A0A8B7JK40,2696672,Animals,Chordata,Apteryx
A0A8B7KFP5,419612,Animals,Chordata,Camelus
A0A8B7Q7C2,186990,Animals,Chordata,Hipposideros
A0A8B7T894,186990,Animals,Chordata,Hipposideros
A0A8B7WBR4,51338,Animals,Chordata,Castor
A0A8B7WJ59,51338,Animals,Chordata,Castor
A0A8B7WJ95,51338,Animals,Chordata,Castor
A0A8B8ABF3,6565,Animals,Mollusca,Crassostrea
A0A8B8AQ29,6565,Animals,Mollusca,Crassostrea
A0A8B8BBF7,6565,Animals,Mollusca,Crassostrea
A0A8B8BDB7,6565,Animals,Mollusca,Crassostrea
A0A8B8BGL0,6565,Animals,Mollusca,Crassostrea
A0A8B8BJX3,6565,Animals,Mollusca,Crassostrea
A0A8B8BZ31,6565,Animals,Mollusca,Crassostrea
A0A8B8DPQ6,6565,Animals,Mollusca,Crassostrea
A0A8B8DSI3,6565,Animals,Mollusca,Crassostrea
A0A8B8E427,6565,Animals,Mollusca,Crassostrea
A0A8B8E4R7,6565,Animals,Mollusca,Crassostrea
A0A8B8E6Y4,6565,Animals,Mollusca,Crassostrea
A0A8B8E9Z7,6565,Animals,Mollusca,Crassostrea
A0A8B8EBN7,6565,Animals,Mollusca,Crassostrea
A0A8B8ECR7,6565,Animals,Mollusca,Crassostrea
A0A8B8EDC2,6565,Animals,Mollusca,Crassostrea
A0A8B8EEW4,6565,Animals,Mollusca,Crassostrea
A0A8B8EFI5,6565,Animals,Mollusca,Crassostrea
A0A8B8EIY1,6565,Animals,Mollusca,Crassostrea
A0A8B8ER43,6565,Animals,Mollusca,Crassostrea
A0A8B8ERQ6,6565,Animals,Mollusca,Crassostrea
A0A8B8ESA4,6565,Animals,Mollusca,Crassostrea
A0A8B8EST9,6565,Animals,Mollusca,Crassostrea
A0A8B8ETR2,6565,Animals,Mollusca,Crassostrea
A0A8B8EU86,6565,Animals,Mollusca,Crassostrea
A0A8B8EX01,6565,Animals,Mollusca,Crassostrea
A0A8B8EX42,6565,Animals,Mollusca,Crassostrea
A0A8B8EX72,6565,Animals,Mollusca,Crassostrea
A0A8B8EXW9,6565,Animals,Mollusca,Crassostrea
A0A8B8EY98,6565,Animals,Mollusca,Crassostrea
A0A8B8EYB2,6565,Animals,Mollusca,Crassostrea
A0A8B8EZS9,6565,Animals,Mollusca,Crassostrea
A0A8B8F0L9,6565,Animals,Mollusca,Crassostrea
A0A8B8F0Y1,6565,Animals,Mollusca,Crassostrea
A0A8B8K2X2,3816,Plants,Streptophyta,Abrus
A0A8B8KQK3,3816,Plants,Streptophyta,Abrus
A0A8B8MFA9,3816,Plants,Streptophyta,Abrus
A0A8B8P1N5,178133,Plants,Streptophyta,Rhodamnia
A0A8B8UDL3,419612,Animals,Chordata,Camelus
A0A8B8UEC6,419612,Animals,Chordata,Camelus
A0A8B8UED1,419612,Animals,Chordata,Camelus
A0A8B8UEY8,419612,Animals,Chordata,Camelus
A0A8B9A045,42345,Plants,Streptophyta,Phoenix
A0A8B9CDV8,132585,Animals,Chordata,Anser
A0A8B9CFW7,132585,Animals,Chordata,Anser
A0A8B9CZU5,132585,Animals,Chordata,Anser
A0A8B9DSJ3,8845,Animals,Chordata,Anser
A0A8B9EQ30,8845,Animals,Chordata,Anser
A0A8B9ESN7,8845,Animals,Chordata,Anser
A0A8B9F0C5,241587,Animals,Chordata,Amazona
A0A8B9FWN7,241587,Animals,Chordata,Amazona
A0A8B9HTI6,7994,Animals,Chordata,Astyanax
A0A8B9IM83,8845,Animals,Chordata,Anser
A0A8B9J370,241587,Animals,Chordata,Amazona
A0A8B9JXV6,7994,Animals,Chordata,Astyanax
A0A8B9L486,7994,Animals,Chordata,Astyanax
A0A8B9LFG9,7994,Animals,Chordata,Astyanax
A0A8B9LJ40,7994,Animals,Chordata,Astyanax
A0A8B9MA15,211598,Animals,Chordata,Accipiter
A0A8B9N5R8,211598,Animals,Chordata,Accipiter
A0A8B9NR04,8824,Animals,Chordata,Apteryx
A0A8B9PBR7,8824,Animals,Chordata,Apteryx
A0A8B9PDW4,8824,Animals,Chordata,Apteryx
A0A8B9T8B6,8839,Animals,Chordata,Anas
A0A8B9UA65,75864,Animals,Chordata,Anas
A0A8B9UDU2,75864,Animals,Chordata,Anas
A0A8B9WVY7,30521,Animals,Chordata,Bos
A0A8B9XJ61,30521,Animals,Chordata,Bos
A0A8B9ZF10,8839,Animals,Chordata,Anas
A0A8B9ZMT6,75864,Animals,Chordata,Anas
A0A8C0A7J4,30521,Animals,Chordata,Bos
A0A8C0BNT5,224669,Animals,Chordata,Buteo
A0A8C0C6N3,9771,Animals,Chordata,Balaenoptera
A0A8C0DW50,9771,Animals,Chordata,Balaenoptera
A0A8C0ELA3,30461,Animals,Chordata,Bubo
A0A8C0FLW2,30461,Animals,Chordata,Bubo
A0A8C0FPL3,30461,Animals,Chordata,Bubo
A0A8C0GDN1,106734,Animals,Chordata,Chelonoidis
A0A8C0GE67,106734,Animals,Chordata,Chelonoidis
A0A8C0H067,106734,Animals,Chordata,Chelonoidis
A0A8C0HH01,224669,Animals,Chordata,Buteo
A0A8C0HLD1,224669,Animals,Chordata,Buteo
A0A8C0HUM2,9771,Animals,Chordata,Balaenoptera
A0A8C0KGP0,286419,Animals,Chordata,Canis
A0A8C0KWG2,286419,Animals,Chordata,Canis
A0A8C0N2L2,9615,Animals,Chordata,Canis
A0A8C0NTD9,9615,Animals,Chordata,Canis
A0A8C0QN05,9615,Animals,Chordata,Canis
A0A8C0QNU1,9615,Animals,Chordata,Canis
A0A8C0RIB0,9615,Animals,Chordata,Canis
A0A8C0SHF9,9615,Animals,Chordata,Canis
A0A8C0TFG1,9615,Animals,Chordata,Canis
A0A8C0U2Z0,156563,Animals,Chordata,Cyanistes
A0A8C0UQ91,156563,Animals,Chordata,Cyanistes
A0A8C0V7Y9,156563,Animals,Chordata,Cyanistes
A0A8C0YR29,9615,Animals,Chordata,Canis
A0A8C0ZZD1,51338,Animals,Chordata,Castor
A0A8C1B641,630221,Animals,Chordata,Cyprinus
A0A8C1B6M1,630221,Animals,Chordata,Cyprinus
A0A8C1B855,630221,Animals,Chordata,Cyprinus
A0A8C1CA03,630221,Animals,Chordata,Cyprinus
A0A8C1D7K9,630221,Animals,Chordata,Cyprinus
A0A8C1D9F6,630221,Animals,Chordata,Cyprinus
A0A8C1EKZ7,630221,Animals,Chordata,Cyprinus
A0A8C1H6Z9,630221,Animals,Chordata,Cyprinus
A0A8C1HLW7,630221,Animals,Chordata,Cyprinus
A0A8C1IEH4,7962,Animals,Chordata,Cyprinus
A0A8C1J2U6,7962,Animals,Chordata,Cyprinus
A0A8C1J3K1,7962,Animals,Chordata,Cyprinus
A0A8C1M317,7962,Animals,Chordata,Cyprinus
A0A8C1N0V7,7962,Animals,Chordata,Cyprinus
A0A8C1Q0S0,7962,Animals,Chordata,Cyprinus
A0A8C1Q0V6,7962,Animals,Chordata,Cyprinus
A0A8C1QH03,7962,Animals,Chordata,Cyprinus
A0A8C1QWB2,7962,Animals,Chordata,Cyprinus
A0A8C1RGC1,7962,Animals,Chordata,Cyprinus
A0A8C1TFZ0,7962,Animals,Chordata,Cyprinus
A0A8C1TL49,7962,Animals,Chordata,Cyprinus
A0A8C1TNM2,7962,Animals,Chordata,Cyprinus
A0A8C1YI99,7962,Animals,Chordata,Cyprinus
A0A8C1YRN4,7962,Animals,Chordata,Cyprinus
A0A8C1ZZ09,7962,Animals,Chordata,Cyprinus
A0A8C2BF15,7962,Animals,Chordata,Cyprinus
A0A8C2BFY7,7962,Animals,Chordata,Cyprinus
A0A8C2BKH1,7962,Animals,Chordata,Cyprinus
A0A8C2BN39,7962,Animals,Chordata,Cyprinus
A0A8C2BQ07,7962,Animals,Chordata,Cyprinus
A0A8C2C5F0,7962,Animals,Chordata,Cyprinus
A0A8C2C5H0,7962,Animals,Chordata,Cyprinus
A0A8C2CI55,7962,Animals,Chordata,Cyprinus
A0A8C2CI76,7962,Animals,Chordata,Cyprinus
A0A8C2CIE4,7962,Animals,Chordata,Cyprinus
A0A8C2E7S6,7962,Animals,Chordata,Cyprinus
A0A8C2EID5,7962,Animals,Chordata,Cyprinus
A0A8C2HCH5,7962,Animals,Chordata,Cyprinus
A0A8C2HEH8,7962,Animals,Chordata,Cyprinus
A0A8C2HEI0,7962,Animals,Chordata,Cyprinus
A0A8C2MRY5,10029,Animals,Chordata,Cricetulus
A0A8C2NU13,9925,Animals,Chordata,Capra
A0A8C2PFS9,9925,Animals,Chordata,Capra
A0A8C2PQ74,7962,Animals,Chordata,Cyprinus
A0A8C2R3Z1,9925,Animals,Chordata,Capra
A0A8C2SUP0,93934,Animals,Chordata,Coturnix
A0A8C2UTG2,34839,Animals,Chordata,Chinchilla
A0A8C2V800,34839,Animals,Chordata,Chinchilla
A0A8C2W1C6,34839,Animals,Chordata,Chinchilla
A0A8C2WHZ4,8103,Animals,Chordata,Cyclopterus
A0A8C2X4B1,8103,Animals,Chordata,Cyclopterus
A0A8C2XA17,8103,Animals,Chordata,Cyclopterus
A0A8C2XAX9,8103,Animals,Chordata,Cyclopterus
A0A8C2Y606,93934,Animals,Chordata,Coturnix
A0A8C2YGG2,93934,Animals,Chordata,Coturnix
A0A8C2Z176,8103,Animals,Chordata,Cyclopterus
A0A8C2Z8T3,8103,Animals,Chordata,Cyclopterus
A0A8C2Z9M0,8103,Animals,Chordata,Cyclopterus
A0A8C2ZA19,8103,Animals,Chordata,Cyclopterus
A0A8C2ZA32,8103,Animals,Chordata,Cyclopterus
A0A8C2ZA83,8103,Animals,Chordata,Cyclopterus
A0A8C2ZAD4,8103,Animals,Chordata,Cyclopterus
A0A8C2ZAE6,8103,Animals,Chordata,Cyclopterus
A0A8C2ZAN6,8103,Animals,Chordata,Cyclopterus
A0A8C3BXE3,8855,Animals,Chordata,Cairina
A0A8C3C0D7,8855,Animals,Chordata,Cairina
A0A8C3C516,8855,Animals,Chordata,Cairina
A0A8C3CNB1,8855,Animals,Chordata,Cairina
A0A8C3DF65,1196302,Animals,Chordata,Corvus
A0A8C3EGP2,1196302,Animals,Chordata,Corvus
A0A8C3GUX3,1196302,Animals,Chordata,Corvus
A0A8C3I3X4,8478,Animals,Chordata,Chrysemys
A0A8C3IM39,8478,Animals,Chordata,Chrysemys
A0A8C3IPS0,8478,Animals,Chordata,Chrysemys
A0A8C3IPU0,8478,Animals,Chordata,Chrysemys
A0A8C3IQR5,8478,Animals,Chordata,Chrysemys
A0A8C3IQU7,8478,Animals,Chordata,Chrysemys
A0A8C3K4N5,425635,Animals,Chordata,Calidris
A0A8C3KI83,425635,Animals,Chordata,Calidris
A0A8C3L8C3,9089,Animals,Chordata,Chrysolophus
A0A8C3LQR4,9089,Animals,Chordata,Chrysolophus
A0A8C3LRC8,9089,Animals,Chordata,Chrysolophus
A0A8C3MLT4,87175,Animals,Chordata,Geospiza
A0A8C3N7T4,87175,Animals,Chordata,Geospiza
A0A8C3NUI7,181631,Animals,Chordata,Cyanoderma
A0A8C3P2U9,181631,Animals,Chordata,Cyanoderma
A0A8C3PRK8,425635,Animals,Chordata,Calidris
A0A8C3R266,181631,Animals,Chordata,Cyanoderma
A0A8C3RLA9,8475,Animals,Chordata,Chelydra
A0A8C3S3Q1,8475,Animals,Chordata,Chelydra
A0A8C3SK07,8475,Animals,Chordata,Chelydra
A0A8C3SKG2,8475,Animals,Chordata,Chelydra
A0A8C3T1Z2,8475,Animals,Chordata,Chelydra
A0A8C3T4X4,8475,Animals,Chordata,Chelydra
A0A8C3T586,8475,Animals,Chordata,Chelydra
A0A8C3T639,8475,Animals,Chordata,Chelydra
A0A8C3T6I3,8475,Animals,Chordata,Chelydra
A0A8C3TI21,8475,Animals,Chordata,Chelydra
A0A8C3TKS1,91951,Animals,Chordata,Catharus
A0A8C3UQW2,91951,Animals,Chordata,Catharus
A0A8C3VGL8,91951,Animals,Chordata,Catharus
A0A8C3VYL0,51154,Animals,Chordata,Catagonus
A0A8C3YEE5,51154,Animals,Chordata,Catagonus
A0A8C4F275,13489,Animals,Chordata,Dicentrarchus
A0A8C4FHS2,51154,Animals,Chordata,Catagonus
A0A8C4HBN0,13489,Animals,Chordata,Dicentrarchus
A0A8C4I784,13489,Animals,Chordata,Dicentrarchus
A0A8C4I8X3,13489,Animals,Chordata,Dicentrarchus
A0A8C4ILV4,13489,Animals,Chordata,Dicentrarchus
A0A8C4IP27,13489,Animals,Chordata,Dicentrarchus
A0A8C4J8R3,8790,Animals,Chordata,Dromaius
A0A8C4M060,9793,Animals,Chordata,Equus
A0A8C4M9K5,9793,Animals,Chordata,Equus
A0A8C4MP70,9793,Animals,Chordata,Equus
A0A8C4NX12,13489,Animals,Chordata,Dicentrarchus
