accession,afdb_available,afdb_his_missing,af3_cu_cu,af3_centroid,afdb_centroid,delta_centroid,n_cuA_his,n_cuB_his,afdb_cuA_found,afdb_cuB_found,afdb_cuA_plddt,afdb_cuB_plddt
A0A670XYW8,True,False,3.99,4.99,5.21,0.22,3,3,3,3,98.8,98.8
A0A672QH91,True,False,3.96,4.92,5.14,0.22,3,3,3,3,96.3,98.7
A0A6A2Z3X8,True,False,3.98,5.02,4.81,-0.22,3,3,3,3,98.9,98.0
A0A6A3I422,True,False,4.02,5.2,4.98,-0.22,3,3,3,3,98.4,98.0
A0A6A3ID73,True,False,3.92,5.1,4.88,-0.22,3,3,3,3,98.8,98.0
A0A6A4SGB1,True,False,3.73,4.92,5.14,0.22,3,3,3,3,98.9,98.9
A0A6A5HLE3,True,False,4.12,5.15,4.93,-0.22,3,3,3,3,98.0,94.8
A0A6A5UEY6,True,False,4.01,5.08,4.86,-0.22,3,3,3,3,98.2,97.9
A0A6A5WAJ2,True,False,4.14,4.69,4.48,-0.22,3,3,3,3,98.1,93.1
A0A6A6AG30,True,False,3.92,5.03,4.8,-0.22,3,3,3,3,98.6,98.2
A0A6A6AXD8,True,False,4.35,4.94,4.72,-0.22,3,3,3,3,95.4,96.6
A0A6A6DR93,True,False,4.15,5.11,4.88,-0.22,3,3,3,3,98.6,98.7
A0A6A6RWM4,True,False,4.53,4.79,4.56,-0.22,3,3,3,3,97.6,90.8
A0A6A6T0I7,True,False,4.02,4.99,4.77,-0.22,3,3,3,3,98.6,98.8
A0A6A6U8W6,True,False,4.27,4.94,4.72,-0.22,3,3,3,3,98.1,96.8
A0A6A6XFI0,True,False,4.2,5.29,5.07,-0.22,3,3,3,3,95.6,95.3
A0A6G0WF35,True,False,4.1,5.12,4.91,-0.22,3,3,3,3,98.4,97.1
A0A6G1QSV4,True,False,3.84,4.95,5.17,0.22,3,3,3,3,98.7,98.7
A0A6G1GCC6,True,False,3.79,5.05,4.83,-0.22,3,3,3,3,96.2,95.5
A0A6G1GZN1,True,False,4.35,4.84,4.63,-0.22,3,3,3,3,97.0,95.4
A0A6I9MDC2,True,False,3.81,4.84,5.06,0.22,3,3,3,3,98.1,98.8
A0A6I9TH13,True,False,3.67,4.73,4.51,-0.22,3,3,3,3,98.7,96.0
A0A6J2RMT7,True,False,3.72,4.91,5.13,0.22,3,3,3,3,98.9,98.9
A0A6N2KVB3,True,False,4.0,4.64,4.42,-0.22,3,3,3,3,98.1,95.1
A0A6P5TUS8,True,False,3.98,4.87,4.65,-0.22,3,3,3,3,98.9,98.4
A0A6P6SDS1,True,False,3.91,4.84,4.62,-0.22,3,3,3,3,98.6,96.4
A0A6P6VQA2,True,False,3.9,4.83,4.61,-0.22,3,3,3,3,98.9,98.3
A0A6P7HX38,True,False,3.74,4.92,5.14,0.22,3,3,3,3,98.8,98.9
A0A6V7U0J2,True,False,4.23,5.18,4.96,-0.22,3,3,3,3,98.5,98.0
A0A7C8K5L1,True,False,4.3,4.92,4.69,-0.22,3,3,3,3,98.8,96.9
A0A7C8MIV3,True,False,4.12,5.03,4.81,-0.22,3,3,3,3,98.7,98.4
A0A7D8UYH4,True,False,4.21,4.84,4.62,-0.22,3,3,3,3,98.8,97.8
A0A7D9D8S5,True,False,3.93,5.01,4.79,-0.22,3,3,3,3,98.2,97.9
A0A7D9IRV5,True,False,3.92,4.99,4.77,-0.22,3,3,3,3,98.5,98.6
A0A7K5V7Y2,True,False,3.78,4.7,4.92,0.22,3,3,3,3,98.1,98.7
A0A7K7EMA8,True,False,3.94,4.99,5.21,0.22,3,3,3,3,98.8,98.8
A0A7K8QS69,True,False,3.88,4.8,5.02,0.22,3,3,3,3,98.3,98.7
A0A7K8XP12,True,False,3.91,4.96,5.18,0.22,3,3,3,3,98.8,98.8
A0A7K9DGA3,True,False,3.83,4.74,4.97,0.22,3,3,3,3,98.3,98.8
A0A7K9MNP7,True,False,3.88,4.94,5.17,0.22,3,3,3,3,98.8,98.8
A0A7K9VIE7,True,False,3.82,4.83,5.05,0.22,3,3,3,3,98.0,98.6
A0A7L1CDX9,True,False,3.72,4.67,4.89,0.22,3,3,3,3,98.2,98.8
A0A7L1IVN4,True,False,3.76,4.74,4.97,0.22,3,3,3,3,98.1,98.6
A0A7L2W4K9,True,False,3.84,4.74,4.96,0.22,3,3,3,3,97.9,98.7
A0A7L3ASD3,True,False,3.83,5.06,5.27,0.22,3,3,3,3,98.8,98.8
A0A7L4IRI8,True,False,3.77,4.72,4.95,0.22,3,3,3,3,98.3,98.8
A0A7L4L8Z6,True,False,3.78,4.75,4.97,0.22,3,3,3,3,98.0,98.7
A0A7N8WV62,True,False,3.87,5.07,5.29,0.22,3,3,3,3,98.3,98.0
A0A834L1H9,True,False,3.74,4.9,5.12,0.22,3,3,3,3,98.8,98.9
A0A835LFJ4,True,False,3.88,4.85,4.63,-0.22,3,3,3,3,98.9,98.4
A0A835QDT6,True,False,3.99,4.86,4.64,-0.22,3,3,3,3,98.6,97.5
A0A843X9J2,True,False,3.87,4.71,4.49,-0.22,3,3,3,3,98.8,97.7
A0A843XT25,True,False,3.79,4.75,4.53,-0.22,3,3,3,3,98.5,96.1
A0A846HA78,True,False,3.97,5.03,5.25,0.22,3,3,3,3,96.7,95.7
A0A851AYY8,True,False,3.79,4.76,4.98,0.22,3,3,3,3,97.8,98.7
A0A851EFL9,True,False,3.84,4.74,4.96,0.22,3,3,3,3,98.3,98.7
A0A852LKJ2,True,False,3.94,4.96,5.18,0.22,3,3,3,3,98.8,98.8
A0A852NQD3,True,False,3.78,4.75,4.97,0.22,3,3,3,3,98.2,98.8
A0A8B6CJB5,True,False,4.28,5.38,5.6,0.22,3,3,3,3,96.9,93.1
A0A8B9FWN7,True,False,3.85,4.76,4.98,0.22,3,3,3,3,98.0,98.7
A0A8B9T8B6,True,False,3.83,4.83,5.04,0.22,3,3,3,3,97.8,98.7
A0A8C2UTG2,True,False,3.8,4.74,4.97,0.22,3,3,3,3,97.7,98.7
A0A8C3T1Z2,True,False,3.82,4.8,5.03,0.22,3,3,3,3,97.9,98.3
A0A8C4QC18,True,False,3.86,4.96,5.18,0.22,3,3,3,3,98.5,97.9
A0A8C5RCU1,True,False,3.91,4.99,5.21,0.22,3,3,3,3,98.8,98.8
A0A8C6SWU6,True,False,4.19,5.29,5.07,-0.22,3,3,3,3,98.0,97.9
A0A8C7B9C4,True,False,3.77,4.75,4.97,0.22,3,3,3,3,98.0,98.8
A0A8C8M7S1,True,False,3.76,4.87,5.09,0.22,3,3,3,3,98.9,98.9
A0A8C9NTR4,True,False,3.87,4.77,4.99,0.22,3,3,3,3,97.6,98.7
A0A8E2JHT1,True,False,4.12,4.84,4.62,-0.22,3,3,3,3,98.9,97.9
A0A8G0LIR9,True,False,4.31,4.87,4.65,-0.22,3,3,3,3,97.4,95.7
A0A8H3AYS9,True,False,3.87,4.86,4.64,-0.22,3,3,3,3,98.4,98.4
A0A8H3CPZ5,True,False,4.01,5.1,4.89,-0.22,3,3,3,3,98.5,97.7
A0A8H2WEZ6,True,False,4.0,5.13,4.91,-0.22,3,3,3,3,98.4,97.5
A0A8H3Z1L5,True,False,3.99,4.85,4.63,-0.22,3,3,3,3,97.4,97.0
A0A8H4VD00,True,False,4.14,4.92,4.7,-0.22,3,3,3,3,98.2,96.8
A0A8H4NPU8,True,False,3.86,4.92,4.7,-0.22,3,3,3,3,98.8,98.6
A0A8H4P153,True,False,4.02,5.04,4.81,-0.22,3,3,3,3,98.6,98.7
A0A8H4QV49,True,False,3.81,4.91,4.69,-0.22,3,3,3,3,98.6,98.7
A0A8H5ND32,True,False,4.1,5.09,4.87,-0.22,3,3,3,3,98.4,97.7
A0A8H5HXK5,True,False,4.02,4.67,4.45,-0.22,3,3,3,3,98.8,88.6
A0A8H5KJP4,True,False,4.16,4.78,4.56,-0.22,3,3,3,3,98.6,91.8
A0A8H5XEV6,True,False,4.07,5.16,4.93,-0.22,3,3,3,3,98.1,97.4
A0A8H5Y692,True,False,3.9,4.98,4.76,-0.22,3,3,3,3,98.9,98.9
A0A8H5YFK9,True,False,4.07,5.15,4.93,-0.22,3,3,3,3,97.6,98.2
A0A8H7EE27,True,False,3.76,4.91,4.69,-0.22,3,3,3,3,97.6,98.5
A0A8H6N1I1,True,False,3.96,5.03,4.82,-0.22,3,3,3,3,97.5,98.2
A0A8H6VUF2,True,False,4.08,5.12,4.9,-0.22,3,3,3,3,97.3,92.7
A0A8J5NND1,True,False,4.04,5.11,4.89,-0.22,3,3,3,3,97.8,98.5
A0A8J5TNI1,True,False,4.05,4.53,4.31,-0.22,3,3,3,3,97.5,88.9
A0A8J8W5E6,True,False,4.07,5.13,4.91,-0.22,3,3,3,3,96.5,96.9
A0A8K0TQB4,True,False,4.0,5.08,4.86,-0.22,3,3,3,3,98.1,98.5
A0A8K0VRA6,True,False,4.02,4.99,4.77,-0.22,3,3,3,3,98.8,98.8
A0A8K0WNM9,True,False,3.9,4.95,4.73,-0.22,3,3,3,3,96.7,90.4
A0A8K0SIZ5,True,False,4.01,5.05,4.83,-0.22,3,3,3,3,98.3,90.5
A0A8S4A1C0,True,False,4.17,5.03,5.24,0.22,3,3,3,3,98.4,97.9
A0A8T2SVT2,True,False,4.02,4.85,4.63,-0.22,3,3,3,3,98.5,96.6
A0A8T2UP64,True,False,4.25,4.9,4.68,-0.22,3,3,3,3,97.7,95.8
A0A8X8D6J9,True,False,3.69,4.71,4.49,-0.22,3,3,3,3,98.0,96.2
A0A914LAT7,True,False,4.33,5.22,5.0,-0.22,3,3,3,3,95.6,93.4
A0A941D0I1,True,False,4.54,4.91,4.69,-0.22,3,3,3,3,98.1,89.5
A0A978USF4,True,False,3.87,4.7,4.48,-0.22,3,3,3,3,98.8,96.3
A0A9D3UPU6,True,False,3.76,4.81,4.59,-0.22,3,3,3,3,98.9,98.3
A0A9D4DYF0,True,False,4.2,5.33,5.1,-0.22,3,3,3,3,94.1,93.9
A0A9D5HJZ8,True,False,3.92,4.9,4.68,-0.22,3,3,3,3,98.5,96.0
A0A9N9LC05,True,False,4.23,4.43,4.65,0.22,3,3,3,3,97.8,97.1
A0A9N8QEJ1,True,False,3.88,4.96,4.74,-0.22,3,3,3,3,97.4,97.0
A0A9N9CE55,True,False,4.11,4.73,4.51,-0.22,3,3,3,3,98.2,93.9
A0A9N9E246,True,False,4.19,4.95,4.73,-0.22,3,3,3,3,97.7,94.2
A0A9J7ME91,True,False,3.94,4.93,5.15,0.22,3,3,3,3,98.8,98.8
A0A9P1EGP5,True,False,3.88,4.81,4.6,-0.22,3,3,3,3,97.6,96.1
A0A9P3CPX6,True,False,4.59,4.84,4.62,-0.22,3,3,3,3,98.4,97.3
A0A9P4GGP3,True,False,4.08,5.19,4.97,-0.22,3,3,3,3,98.6,98.5
A0A9P4HN88,True,False,3.95,4.99,4.76,-0.22,3,3,3,3,98.8,98.9
A0A9P4LI39,True,False,4.24,4.64,4.42,-0.22,3,3,3,3,97.9,94.9
A0A9P4QYK7,True,False,4.24,4.72,4.5,-0.22,3,3,3,3,97.4,95.3
A0A9P4TPH8,True,False,4.25,4.89,4.68,-0.22,3,3,3,3,98.7,97.1
A0A9P5AAJ2,True,False,4.02,5.04,4.82,-0.22,3,3,3,3,96.4,98.2
A0A9P5E0H0,True,False,4.03,5.04,4.82,-0.22,3,3,3,3,98.5,98.8
A0A9P5EWI3,True,False,4.01,5.07,4.85,-0.22,3,3,3,3,98.4,98.2
A0A9P5YS01,True,False,4.27,4.82,4.6,-0.22,3,3,3,3,98.7,97.0
A0A9P6H6N4,True,False,3.95,5.0,4.78,-0.22,3,3,3,3,98.3,98.3
A0A9P7QRK7,True,False,3.99,4.91,4.69,-0.22,3,3,3,3,98.5,98.2
A0A9P7SNC9,True,False,3.87,4.93,4.71,-0.22,3,3,3,3,98.0,98.1
A0A9P7UF73,True,False,3.81,4.85,4.64,-0.22,3,3,3,3,98.2,97.5
A0A9P9A0J5,True,False,3.93,5.02,4.8,-0.22,3,3,3,3,95.6,98.0
A0A9P9D3U5,True,False,3.61,4.89,4.67,-0.22,3,3,3,3,98.8,97.0
A0A9P9IMH5,True,False,4.36,4.67,4.44,-0.22,3,3,3,3,94.9,89.1
A0A9Q0ZBQ2,True,False,3.96,4.86,4.64,-0.22,3,3,3,3,98.9,98.7
A0A9Q1M9T0,True,False,3.9,4.77,4.56,-0.22,3,3,3,3,98.5,96.0
A0A9Q3WK94,True,False,3.9,4.64,4.41,-0.22,3,3,3,3,98.6,97.1
A0A9Q3X6Q3,True,False,3.91,5.02,4.8,-0.22,3,3,3,3,98.7,98.2
A0A9R0IY42,True,False,4.14,4.74,4.52,-0.22,3,3,3,3,98.8,97.4
A0A9R1EY78,True,False,3.79,4.67,4.45,-0.22,3,3,3,3,98.7,98.2
A0A9W4HEC1,True,False,4.11,5.01,4.79,-0.22,3,3,3,3,98.9,98.9
A0A9W4NRY7,True,False,4.19,5.24,5.02,-0.22,3,3,3,3,97.5,97.2
A0A9W4S0T6,True,False,4.01,5.07,4.85,-0.22,3,3,3,3,98.5,98.6
A0A9W4W5M6,True,False,4.48,5.18,4.96,-0.22,3,3,3,3,93.4,81.0
A0A9W8H6W1,True,False,3.87,4.87,4.65,-0.22,3,3,3,3,97.4,98.4
A0A9W8HDB8,True,False,4.11,5.16,4.94,-0.22,3,3,3,3,95.9,96.5
A0A9W8MZK8,True,False,3.92,4.98,4.76,-0.22,3,3,3,3,98.6,97.8
A0A9W8PIM9,True,False,4.13,5.14,4.93,-0.22,3,3,3,3,98.6,98.6
A0A9X4I0A2,True,False,4.23,4.69,4.46,-0.22,3,3,3,3,96.2,89.8
A0AA35M6L0,True,False,4.24,4.81,4.59,-0.22,3,3,3,3,97.3,95.5
A0AA39QC71,True,False,4.1,4.77,4.55,-0.22,3,3,3,3,98.8,97.0
A0AA40C7Q6,True,False,3.99,5.05,4.84,-0.22,3,3,3,3,98.4,98.5
A0AA40CN70,True,False,4.26,5.31,5.09,-0.22,3,3,3,3,98.6,98.0
A0AA49H8A3,True,False,3.93,4.87,4.65,-0.22,3,3,3,3,98.9,98.5
A0AA51RHR0,True,False,3.84,4.82,4.6,-0.22,3,3,3,3,98.5,95.3
A0AA85KB05,True,False,4.16,5.15,5.37,0.22,3,3,3,3,95.6,96.4
A0AA88Y482,True,False,4.02,5.19,4.96,-0.22,3,3,3,3,95.8,86.5
A0AA89BLK6,True,False,4.01,5.04,4.82,-0.22,3,3,3,3,91.9,90.2
A0AA97PMU4,True,False,4.19,4.55,4.77,0.22,3,3,3,3,97.8,97.3
A0AAD4X8V1,True,False,3.88,4.81,4.59,-0.22,3,3,3,3,98.9,98.3
A0AAD6GQB2,True,False,4.16,5.27,5.05,-0.22,3,3,3,3,94.4,98.1
A0AAD5SCX3,True,False,3.99,5.12,4.9,-0.22,3,3,3,3,89.9,94.2
A0AAD5TY19,True,False,3.8,5.01,4.79,-0.22,3,3,3,3,98.1,97.6
A0AAD6T862,True,False,3.95,4.92,4.7,-0.22,3,3,3,3,96.6,97.5
A0AAD7UKW7,True,False,4.7,5.45,5.23,-0.22,3,3,3,3,95.1,95.8
A0AAD7UPK6,True,False,4.55,5.56,5.34,-0.22,3,3,3,3,88.8,92.0
A0AAD8UMI0,True,False,4.04,5.07,4.85,-0.22,3,3,3,3,98.6,98.7
A0AAD9HLY9,True,False,4.55,4.82,4.6,-0.22,3,3,3,3,98.4,95.9
A0AAD9ZP93,True,False,3.92,4.89,4.66,-0.22,3,3,3,3,98.8,98.4
A0AAE0F5G2,True,False,4.06,4.99,4.77,-0.22,3,3,3,3,88.8,92.0
A0AAE0PAQ5,True,False,3.97,4.98,4.75,-0.22,3,3,3,3,98.5,98.4
A0AAE0HSX3,True,False,4.34,4.99,4.77,-0.22,3,3,3,3,97.5,94.3
A0AAE0JMA0,True,False,3.97,5.0,4.78,-0.22,3,3,3,3,98.2,97.7
A0AAE1YZL2,True,False,3.82,4.78,4.56,-0.22,3,3,3,3,98.8,97.9
A0AAF6BT59,True,False,4.3,4.98,4.76,-0.22,3,3,3,3,98.0,95.3
A0AAF6BT62,True,False,4.02,5.01,4.8,-0.22,3,3,3,3,98.0,95.2
A0AAF6BT76,True,False,4.26,4.88,4.67,-0.22,3,3,3,3,98.1,95.9
A0AAI9VH80,True,False,3.95,5.02,4.8,-0.22,3,3,3,3,98.8,98.8
A0AAI9XGB7,True,False,4.02,5.02,4.8,-0.22,3,3,3,3,98.7,98.8
A0AAI9Z3B3,True,False,4.0,5.03,4.81,-0.22,3,3,3,3,98.7,98.8
A0AAJ0EQC3,True,False,4.02,5.25,5.03,-0.22,3,3,3,3,98.5,97.8
A0AAJ0F8S3,True,False,3.86,4.98,4.76,-0.22,3,3,3,3,97.8,98.4
A0AAJ0GID0,True,False,4.17,4.72,4.5,-0.22,3,3,3,3,98.8,97.0
A0AAJ0HT53,True,False,4.01,4.94,4.72,-0.22,3,3,3,3,98.6,98.9
A0AAJ0B679,True,False,3.92,4.88,4.66,-0.22,3,3,3,3,98.8,98.9
A0AAJ0BKN3,True,False,4.08,5.25,5.03,-0.22,3,3,3,3,97.8,97.1
A0AAJ7XCQ7,True,False,3.89,5.08,5.3,0.22,3,3,3,3,98.5,98.7
A0AAN5CH76,True,False,4.19,5.38,5.16,-0.22,3,3,3,3,98.1,95.8
A0AAN6Y3Z0,True,False,4.02,5.09,4.86,-0.22,3,3,3,3,98.4,98.7
A0AAN7B8K4,True,False,4.26,4.85,4.63,-0.22,3,3,3,3,98.2,97.2
A0AAN7GYN8,True,False,4.21,4.91,4.69,-0.22,3,3,3,3,97.6,96.5
A0AAN8ZTY5,True,False,3.81,4.83,4.61,-0.22,3,3,3,3,98.6,96.4
A0AAN9T2S7,True,False,3.99,4.83,4.62,-0.22,3,3,3,3,98.7,98.1
A0AAP0BZ22,True,False,3.98,4.76,4.54,-0.22,3,3,3,3,98.9,98.6
A0AAP0PMG1,True,False,4.1,5.03,4.81,-0.22,3,3,3,3,98.2,97.1
A0AAQ3KC62,True,False,3.99,4.43,4.21,-0.22,3,3,3,3,97.7,94.6
A0AAU1I477,True,False,4.1,5.32,5.1,-0.22,3,3,3,3,98.7,98.5
A0AAU2HAL7,True,False,4.13,5.38,5.17,-0.22,3,3,3,3,98.9,98.8
A0AAU2K2D8,True,False,3.79,5.09,4.87,-0.22,3,3,3,3,98.4,96.3
A0AAV0E6W5,True,False,3.9,4.8,4.57,-0.22,3,3,3,3,98.7,97.4
A0AAV1SKZ2,True,False,3.77,4.69,4.47,-0.22,3,3,3,3,98.4,96.9
A0AAV2ZM57,True,False,4.05,5.09,4.88,-0.22,3,3,3,3,98.6,97.9
A0AAV8T4D0,True,False,4.01,4.91,4.69,-0.22,3,3,3,3,98.9,98.4
A0AAV9LRD9,True,False,3.88,4.8,4.58,-0.22,3,3,3,3,98.7,95.4
A0AAV9TLV0,True,False,3.89,4.94,4.72,-0.22,3,3,3,3,98.7,98.8
A0AAV9TVS5,True,False,3.92,4.94,4.72,-0.22,3,3,3,3,98.8,98.8
A0AAV9WVI6,True,False,4.01,5.13,4.91,-0.22,3,3,3,3,98.4,97.7
A0AAV9X5N6,True,False,4.18,4.92,4.7,-0.22,3,3,3,3,96.4,96.2
A0AAV9XFA3,True,False,4.18,4.86,4.64,-0.22,3,3,3,3,97.8,95.4
A0AAW0KIT8,True,False,4.02,4.92,4.7,-0.22,3,3,3,3,98.9,98.1
A0AB74J716,True,False,3.89,4.93,4.71,-0.22,3,3,3,3,98.4,98.8
A0ABD0WFA0,True,False,3.78,4.91,5.13,0.22,3,3,3,3,98.9,98.9
A0ABD1QKF7,True,False,3.85,4.82,4.6,-0.22,3,3,3,3,98.8,97.8
A0ABD1QL93,True,False,3.75,4.76,4.54,-0.22,3,3,3,3,98.8,97.1
A0ABD2J3E4,True,False,4.29,5.43,5.21,-0.22,3,3,3,3,98.3,96.2
A0ABD7CW28,True,False,4.25,5.46,5.23,-0.22,3,3,3,3,98.2,97.7
A5X3Q1,True,False,4.02,4.79,4.56,-0.22,3,3,3,3,98.8,97.9
A7J0L0,True,False,4.05,4.86,4.64,-0.22,3,3,3,3,98.9,98.6
A7J0L8,True,False,3.91,4.88,4.66,-0.22,3,3,3,3,98.9,98.6
A7J0M2,True,False,3.89,4.88,4.66,-0.22,3,3,3,3,98.8,98.5
A5X3M9,True,False,4.02,4.79,4.57,-0.22,3,3,3,3,98.8,98.0
A9BYB5,True,False,3.86,4.55,4.32,-0.22,3,3,3,3,98.8,96.7
B0LIY4,True,False,4.07,5.29,5.07,-0.22,3,3,3,3,97.5,98.5
B0XX11,True,False,3.99,4.99,4.76,-0.22,3,3,3,3,98.8,98.4
B2VXX3,True,False,4.61,4.95,4.74,-0.22,3,3,3,3,96.8,98.7
B3TPV3,True,False,3.92,4.65,4.42,-0.22,3,3,3,3,98.6,98.4
B3TPV6,True,False,3.9,4.78,4.56,-0.22,3,3,3,3,98.5,98.2
C0NXG2,True,False,4.31,4.72,4.5,-0.22,3,3,3,3,97.8,91.1
D8LC46,True,False,5.04,5.69,5.47,-0.22,3,3,3,3,96.0,96.2
D8RTL3,True,False,3.91,4.74,4.52,-0.22,3,3,3,3,98.6,97.0
D8S0G3,True,False,4.0,4.83,4.62,-0.22,3,3,3,3,95.9,94.6
E3KSA5,True,False,3.95,5.12,4.91,-0.22,3,3,3,3,98.4,96.0
E7CLR6,True,False,4.29,4.92,4.7,-0.22,3,3,3,3,97.0,90.9
F0ULW7,True,False,3.8,4.85,4.63,-0.22,3,3,3,3,98.6,93.9
F0XSV5,True,False,3.9,5.03,4.8,-0.22,3,3,3,3,95.2,98.3
F0Y9A6,True,False,4.82,5.69,5.47,-0.22,3,3,3,3,95.3,94.1
F0YH25,True,False,4.65,5.47,5.69,0.22,3,3,3,3,96.8,96.5
F1DBB9,True,False,3.87,4.77,4.55,-0.22,3,3,3,3,98.8,97.5
F6G0K5,True,False,4.02,5.15,4.93,-0.22,3,3,3,3,95.2,98.5
F8MZA8,True,False,4.27,4.82,4.6,-0.22,3,3,3,3,98.2,94.9
G1SD85,True,False,3.84,4.87,5.09,0.22,3,3,3,3,97.8,98.2
G0XNC9,True,False,3.87,4.64,4.42,-0.22,3,3,3,3,98.7,97.6
G0ZAL2,True,False,3.9,4.81,4.58,-0.22,3,3,3,3,98.7,97.9
G7Y7E8,True,False,3.96,5.11,5.33,0.22,3,3,3,3,98.5,97.9
J3P088,True,False,4.17,4.81,4.59,-0.22,3,3,3,3,97.5,97.2
K1PY25,True,False,3.96,5.14,4.92,-0.22,3,3,3,3,93.4,89.6
K7KJM5,True,False,4.04,4.89,4.67,-0.22,3,3,3,3,98.7,97.0
K3URR8,True,False,4.05,4.99,4.77,-0.22,3,3,3,3,98.6,98.6
L2G525,True,False,4.08,5.03,4.82,-0.22,3,3,3,3,98.6,98.0
L7JD79,True,False,4.05,5.03,4.81,-0.22,3,3,3,3,98.7,98.8
M1BMR6,True,False,3.65,4.63,4.41,-0.22,3,3,3,3,98.5,95.5
M2RUH5,True,False,4.02,5.0,4.77,-0.22,3,3,3,3,98.6,97.8
M7URR6,True,False,4.29,4.8,4.58,-0.22,3,3,3,3,98.6,97.1
M8CBW6,True,False,3.94,4.9,4.68,-0.22,3,3,3,3,96.6,95.6
N4VNF7,True,False,4.14,5.06,4.84,-0.22,3,3,3,3,97.9,96.8
O01497,True,False,3.86,5.1,5.31,0.22,3,3,3,3,98.7,96.3
P55024,True,False,3.96,5.03,5.24,0.22,3,3,3,3,98.7,98.7
Q2JGG6,True,False,3.96,4.95,4.73,-0.22,3,3,3,3,98.7,98.3
Q5AZ38,True,False,3.99,5.1,4.89,-0.22,3,3,3,3,96.1,92.7
Q5ENY2,True,False,3.99,4.88,4.65,-0.22,3,3,3,3,98.6,96.2
Q66NX3,True,False,3.89,4.84,4.63,-0.22,3,3,3,3,98.8,97.9
R7YPG2,True,False,4.44,5.05,4.83,-0.22,3,3,3,3,98.5,96.8
S9NZH2,True,False,4.12,5.17,4.96,-0.22,3,3,3,3,98.8,98.4
T0LNC9,True,False,4.2,5.33,5.11,-0.22,3,3,3,3,98.4,97.4
V5F1K6,True,False,4.14,5.18,4.95,-0.22,3,3,3,3,98.3,98.8
V7B2A0,True,False,3.83,4.67,4.45,-0.22,3,3,3,3,98.4,96.8
V7BQF7,True,False,3.8,4.79,4.57,-0.22,3,3,3,3,98.8,98.3
W2H2U7,True,False,3.88,4.84,4.62,-0.22,3,3,3,3,98.4,97.0
W2VSG5,True,False,3.89,5.2,4.98,-0.22,3,3,3,3,98.5,98.0
W3WVA7,True,False,4.04,5.09,4.87,-0.22,3,3,3,3,97.6,98.0
W6XZQ4,True,False,4.25,4.77,4.99,0.22,3,3,3,3,96.1,91.6
W7EVG9,True,False,3.95,5.08,4.86,-0.22,3,3,3,3,97.6,98.6
W9JU63,True,False,4.04,5.03,4.81,-0.22,3,3,3,3,98.4,98.7
W9SCQ4,True,False,4.4,4.68,4.47,-0.22,3,3,3,3,98.8,94.2
W9YYG2,True,False,4.34,4.89,4.66,-0.22,3,3,3,3,95.7,89.9
X0BCA2,True,False,4.05,5.03,4.81,-0.22,3,3,3,3,98.6,98.8
X0BCB9,True,False,4.04,5.04,4.83,-0.22,3,3,3,3,98.5,98.7
A0A084G3K0,True,False,4.04,5.06,4.86,-0.21,3,3,3,3,96.8,98.0
A0A010Q293,True,False,4.04,5.17,4.96,-0.21,3,3,3,3,98.6,98.2
A0A010RV80,True,False,4.09,5.27,5.06,-0.21,3,3,3,3,98.6,97.2
A0A016SJ50,True,False,4.2,5.29,5.5,0.21,3,3,3,3,98.1,98.6
A0A075B1D3,True,False,4.31,5.52,5.3,-0.21,3,3,3,3,84.7,88.2
A0A091VK98,True,False,3.92,4.99,5.2,0.21,3,3,3,3,98.8,98.8
A0A0A1TL71,True,False,4.49,4.97,4.76,-0.21,3,3,3,3,98.3,96.4
A0A061GMJ6,True,False,3.74,4.9,4.68,-0.21,3,3,3,3,98.9,98.2
A0A067BRT6,True,False,4.03,5.18,4.96,-0.21,3,3,3,3,96.4,90.7
A0A0D2D206,True,False,4.25,4.58,4.36,-0.21,3,3,3,3,95.8,92.4
A0A0C2F7M2,True,False,4.36,4.86,4.65,-0.21,3,3,3,3,97.9,96.4
A0A0B1SX71,True,False,4.16,5.23,5.02,-0.21,3,3,3,3,98.6,97.5
A0A0B2SP68,True,False,4.12,4.91,4.69,-0.21,3,3,3,3,98.8,98.0
A0A0F7KCK6,True,False,4.13,4.87,4.66,-0.21,3,3,3,3,94.4,91.7
A0A0D2N6P1,True,False,4.1,4.75,4.53,-0.21,3,3,3,3,98.8,97.4
A0A0D2VFA6,True,False,3.86,4.88,4.67,-0.21,3,3,3,3,98.8,98.1
A0A0D3IU29,True,False,4.03,4.81,4.6,-0.21,3,3,3,3,97.3,92.9
A0A0G2GEG2,True,False,3.86,4.91,4.7,-0.21,3,3,3,3,98.7,98.5
A0A0H1R9T1,True,False,3.89,5.05,5.26,0.21,3,3,3,3,98.6,95.9
A0A0H5R6Z8,True,False,4.08,4.73,4.52,-0.21,3,3,3,3,98.5,90.6
A0A0L0SHB1,True,False,3.95,5.3,5.09,-0.21,3,3,3,3,94.1,94.4
A0A0M3M730,True,False,4.23,5.29,5.08,-0.21,3,3,3,3,97.9,97.7
A0A0Q3N0S9,True,False,3.65,4.42,4.63,0.21,3,3,3,3,98.5,97.1
A0A135SAA3,True,False,3.97,5.01,4.8,-0.21,3,3,3,3,98.7,98.8
A0A135RMZ4,True,False,4.32,4.91,4.7,-0.21,3,3,3,3,98.4,97.9
A0A140KXU8,True,False,4.04,4.75,4.54,-0.21,3,3,3,3,98.9,97.4
