accession,nres,ndom,chopping,confidence
A0A9Q0B7W3,644,2,"21-247,252-641",0.642
A0A9Q0B9E3,363,1,39-362,0.651
A0A9Q0BAF8,338,1,32-335,0.621
A0A9Q0BBC9,387,1,27-386,0.634
A0A9Q0BCW2,385,1,97-371,0.640
A0A9Q0DA90,522,1,28-458,0.662
A0A9Q0DLI8,521,3,"26-243,281-440,448-499",0.610
A0A9Q0DNS3,280,1,21-243,0.634
A0A9Q0FVE9,579,3,"1-46,66-393,400-578",0.868
A0A9Q0G5V1,607,2,"91-423,429-604",0.839
A0A9Q0G7N6,362,2,"5-188,229-360",0.828
A0A9Q0GKV4,575,2,"66-395,396-574",0.868
A0A9Q0ICF7,498,2,"22-287_413-436,302-396",0.623
A0A9Q0J471,568,2,"74-390,397-567",0.868
A0A9Q0KS29,617,2,"85-416,422-581",0.835
A0A9Q0KTY2,424,2,"12-257,293-423",0.885
A0A9Q0KU96,580,2,"98-416,439-579",0.857
A0A9Q0KUV1,595,2,"116-405,413-563",0.876
A0A9Q0KV07,417,1,114-408,0.648
A0A9Q0KV77,619,2,"85-416,424-584",0.841
A0A9Q0QJI7,362,2,"25-199,205-360",0.624
A0A9Q0QXM2,579,2,"85-414,446-575",0.858
A0A9Q0QY86,707,3,"92-416,422-577,610-706",0.824
A0A9Q0U7U2,515,1,104-434,0.916
A0A9Q0UDV3,565,2,"82-400,436-563",0.863
A0A9Q0VNA9,264,1,2-261,0.692
A0A9Q0VNT9,433,2,"1-268,307-431",0.915
A0A9Q0VRW4,456,2,"2-290,308-454",0.945
A0A9Q0VSA1,303,1,88-296,0.879
A0A9Q0VSR0,267,2,"3-110,119-266",0.920
A0A9Q0VUS2,535,2,"43-69_420-533,95-412",0.864
A0A9Q0WG28,575,2,"66-401,407-574",0.850
A0A9Q0WM22,593,2,"85-421,430-590",0.839
A0A9Q0WZP5,308,1,131-301,0.906
A0A9Q0WZZ7,351,2,"5-181,203-349",0.881
A0A9Q0X1N2,482,2,"27-35_359-481,115-353",0.929
A0A9Q0XMB9,493,1,53-419,0.753
A0A9Q0XMU1,527,1,34-328_343-463,0.684
A0A9Q0ZBQ2,489,1,103-433,0.891
A0A9Q0ZYT7,584,2,"95-416,434-583",0.859
A0A9Q1A0N7,573,2,"83-412,419-571",0.869
A0A9Q1A0U0,582,2,"95-416,434-580",0.876
A0A9Q1A0X2,491,1,95-412,0.932
A0A9Q1A0Z0,491,2,"39-332,367-489",0.917
A0A9Q1AGG0,565,2,"82-400,431-563",0.869
A0A9Q1ALZ3,290,2,"1-138,156-288",0.822
A0A9Q1AMB4,582,2,"96-416,423-580",0.869
A0A9Q1B4Q7,533,1,22-460,0.683
A0A9Q1D134,517,1,18-317_344-453,0.622
A0A9Q1DHX7,256,2,"40-170,193-251",0.931
A0A9Q1DQ65,301,2,"14-220,262-300",0.516
A0A9Q1EC86,528,2,"26-57,87-455",0.685
A0A9Q1F309,512,1,30-447,0.751
A0A9Q1FUU2,537,2,"20-286,296-453",0.583
A0A9Q1GIZ7,606,2,"108-437,438-605",0.829
A0A9Q1GQE0,586,2,"108-417,455-585",0.812
A0A9Q1GRA5,581,2,"111-415,450-580",0.824
A0A9Q1HRS7,537,2,"20-280,281-453",0.578
A0A9Q1HX87,674,1,233-601,0.796
A0A9Q1HXH5,334,2,"19-229,272-308",0.583
A0A9Q1JDR4,528,2,"21-57,87-455",0.701
A0A9Q1JHX7,586,2,"108-411,417-584",0.825
A0A9Q1JNS3,594,2,"108-419,437-593",0.813
A0A9Q1JQ73,586,2,"108-417,418-585",0.816
A0A9Q1JQC5,586,2,"75-411,455-585",0.818
A0A9Q1L1Q6,586,2,"94-419,425-585",0.854
A0A9Q1L3G5,590,2,"87-414,420-587",0.835
A0A9Q1L3R3,594,2,"94-427,433-593",0.858
A0A9Q1LBZ7,349,1,62-62_68-338,0.753
A0A9Q1M9T0,605,2,"93-429,436-598",0.852
A0A9Q1MAN7,268,1,70-242,0.853
A0A9Q1MBS2,356,2,"5-185,212-354",0.877
A0A9Q1MCW5,594,2,"94-427,433-593",0.853
A0A9Q1MD85,592,2,"93-425,431-590",0.865
A0A9Q1MEU2,317,1,17-239,0.900
A0A9Q1R9Z5,615,2,"141-436,442-614",0.838
A0A9Q1RG09,563,2,"115-392,402-562",0.755
A0A9Q1RGA3,417,2,"18-37_303-416,93-295",0.853
A0A9Q1RGR7,481,2,"69-314,337-480",0.932
A0A9Q1RGX2,463,2,"5-296,319-462",0.928
A0A9Q3BB88,355,2,"10-54,57-354",0.632
A0A9Q3E3U0,342,2,"49-202_244-341,203-243",0.637
A0A9Q3E4W3,329,1,50-328,0.712
A0A9Q3F7G7,537,1,217-536,0.943
A0A9Q3GXD1,419,2,"26-55,144-384",0.820
A0A9Q3GXS1,435,1,131-432,0.913
A0A9Q3H9V3,241,1,27-237,0.746
A0A9Q3V1D2,513,2,"4-321,336-511",0.903
A0A9Q3VJ75,290,2,"3-125,156-289",0.694
A0A9Q3WK94,487,2,"6-296,335-486",0.870
A0A9Q3X6Q3,312,2,"2-134,166-288",0.666
A0A9Q3ZAM5,274,1,3-271,0.758
A0A9Q5NBQ1,412,1,110-411,0.942
A0A9Q5NFF1,593,2,"22-378,429-580",0.707
A0A9Q6ICA3,524,2,"3-320,332-522",0.859
A0A9Q6S7U7,295,1,13-192,0.915
A0A9Q8LDJ5,394,1,36-176_245-393,0.631
A0A9Q8LKP3,372,1,89-360,0.859
A0A9Q8PBS8,329,1,20-328,0.723
A0A9Q8PG69,632,2,"64-417,423-624",0.599
A0A9Q8PIJ3,328,1,2-327,0.791
A0A9Q8PJ35,403,1,47-402,0.712
A0A9Q8PMF0,421,1,46-380,0.685
A0A9Q8QDA2,565,2,"63-415,432-561",0.726
A0A9Q8QFE9,555,2,"48-400,426-549",0.716
A0A9Q8QFT2,400,2,"1-24_48-250,267-399",0.753
A0A9Q8QL99,326,1,5-325,0.788
A0A9Q8QP72,539,2,"37-397,408-535",0.697
A0A9Q8S989,243,1,1-209,0.744
A0A9Q8SB35,215,1,4-211,0.895
A0A9Q8SH68,413,1,58-412,0.686
A0A9Q8SJY5,900,1,37-411,0.812
A0A9Q8SKK4,410,1,29-182_259-409,0.642
A0A9Q8SKS9,503,4,"5-134,141-186,191-380,400-500",0.518
A0A9Q8SNA5,376,1,30-375,0.645
A0A9Q8SQB6,446,1,61-237_296-445,0.696
A0A9Q8STN0,403,2,"31-176_256-402,185-254",0.670
A0A9Q8SYD7,258,1,5-253,0.733
A0A9Q8T0W7,338,1,32-213_216-335,0.621
A0A9Q8T1R5,399,1,33-397,0.704
A0A9Q8T2R4,381,1,39-358,0.693
A0A9Q8T7D0,383,1,28-369,0.650
A0A9Q8T9B9,336,1,31-322,0.725
A0A9Q8URF0,784,2,"31-403,497-650",0.723
A0A9Q8USR0,642,2,"29-365,378-591",0.655
A0A9Q8UV60,211,0,NULL,0.821
A0A9Q8UVN4,672,2,"31-423,449-644",0.674
A0A9Q8UWI6,146,1,40-145,0.724
A0A9Q8UWS5,377,1,89-365,0.844
A0A9Q8VAJ3,548,2,"46-398,415-546",0.723
A0A9Q8VHK7,634,2,"33-407,417-633",0.655
A0A9Q8W9B3,591,2,"10-153_259-307,157-258_312-571",0.600
A0A9Q8WA78,516,2,"5-189_292-393,197-291_400-512",0.637
A0A9Q8WCM4,488,1,108-487,0.861
A0A9Q8WEV3,655,3,"27-353,357-534,535-613",0.826
A0A9Q8WG05,328,1,26-327,0.728
A0A9Q8WM23,342,1,38-341,0.726
A0A9Q8WN77,696,2,"26-310,317-679",0.715
A0A9Q8WPZ0,577,2,"42-398,418-565",0.671
A0A9Q8Z1I0,754,3,"10-57,84-432,437-662",0.661
A0A9Q8Z733,574,2,"24-368,369-571",0.691
A0A9Q8Z931,418,2,"47-190_249-417,196-237",0.537
A0A9Q8ZB76,384,1,27-383,0.586
A0A9Q8ZBH0,400,1,31-156_257-399,0.638
A0A9Q8ZDY9,407,1,36-165_262-406,0.678
A0A9Q8ZHN5,373,1,47-371,0.789
A0A9Q8ZIL8,321,1,38-308,0.669
A0A9Q9AK53,634,2,"28-386,387-595",0.659
A0A9Q9APN7,425,1,24-424,0.661
A0A9Q9ASR5,471,2,"42-262,289-465",0.896
A0A9Q9AV04,272,1,13-258,0.711
A0A9Q9AVV7,267,1,14-251,0.666
A0A9Q9AWG1,392,1,23-391,0.668
A0A9Q9AWR3,540,2,"1-326,338-532",0.540
A0A9Q9AYC8,636,2,"51-431,452-616",0.629
A0A9Q9B2J7,812,2,"56-440,540-692",0.746
A0A9Q9DRJ8,396,2,"39-80_258-395,81-257",0.572
A0A9Q9DT46,372,1,27-371,0.644
A0A9Q9DTX2,382,1,20-381,0.645
A0A9Q9DV52,739,2,"55-421,469-651",0.748
A0A9Q9DX73,342,1,40-330,0.681
A0A9Q9EIM0,383,1,74-382,0.684
A0A9Q9EMM3,363,1,10-265_344-361,0.781
A0A9Q9EPD6,642,2,"2-158,168-626",0.779
A0A9Q9EQ81,371,1,63-370,0.658
A0A9Q9RDA1,737,2,"38-248,307-714",0.653
A0A9Q9RQ73,668,2,"19-250,255-657",0.681
A0A9Q9RSP5,670,3,"3-167_195-276_321-424,277-320_497-669,430-482",0.544
A0A9Q9U517,241,1,21-182,0.667
A0A9Q9U5K6,296,1,35-252,0.782
A0A9Q9XXG6,543,2,"22-302,303-474_476-485",0.544
A0A9Q9YW72,535,1,20-25_27-39_67-453,0.666
A0A9Q9YZM8,526,2,"19-455,466-514",0.675
A0A9Q9ZGG3,520,2,"25-305_439-459,316-418",0.567
A0A9R0A7D8,513,2,"22-304_401-450,308-400",0.550
A0A9R0B545,491,2,"22-237,287-468",0.674
A0A9R0IY42,579,2,"121-419,425-578",0.840
A0A9R0JDF9,588,2,"105-428,458-587",0.822
A0A9R0JWR5,613,2,"111-437,438-612",0.804
A0A9R0K4G1,614,2,"112-435,441-613",0.810
A0A9R0TD02,567,2,"74-405,437-565",0.877
A0A9R0UMH3,558,2,"102-399,405-557",0.850
A0A9R0VMT2,448,2,"6-280,318-447",0.905
A0A9R0YDQ5,288,2,"62-208,209-286",0.776
A0A9R0YEI1,593,2,"95-430,451-591",0.860
A0A9R1AFE9,561,2,"69-399,431-559",0.852
A0A9R1B6K4,593,2,"90-423,431-591",0.846
A0A9R1B6K6,543,2,"45-380,401-541",0.895
A0A9R1B6K8,588,2,"90-425,435-586",0.867
A0A9R1E5C8,572,2,"116-413,419-571",0.848
A0A9R1EIN1,577,2,"115-411,441-576",0.829
A0A9R1EIT3,524,1,115-411,0.845
A0A9R1EJ93,577,2,"121-418,424-576",0.858
A0A9R1EY78,572,2,"116-413,419-571",0.854
A0A9R1FRE5,532,2,"17-48_412-528,72-405",0.858
A0A9R1GYY0,560,2,"68-398,430-558",0.874
A0A9R1HB81,561,2,"69-399,431-559",0.852
A0A9R1I418,594,2,"99-422,430-590",0.856
A0A9R1J4H2,577,2,"115-411,441-576",0.832
A0A9R1JIN1,577,2,"115-411,441-576",0.825
A0A9R1KF29,439,2,"1-273,309-437",0.911
A0A9R1KJB3,548,2,"143-399,412-547",0.657
A0A9R1L8W7,423,2,"4-259,294-422",0.894
A0A9R1L9B2,598,2,"105-427,434-596",0.846
A0A9R1LFS0,603,2,"103-433,440-601",0.852
A0A9R1LQH9,598,2,"86-428,459-597",0.827
A0A9R1N0A3,448,2,"6-279,318-446",0.902
A0A9R1NA08,286,2,"6-123,174-282",0.812
A0A9R1P4L8,214,2,"9-64,86-213",0.803
A0A9R1P4R9,291,1,137-288,0.882
A0A9R1PYR0,562,2,"106-403,409-561",0.851
A0A9R1QY75,567,2,"74-405,437-565",0.869
A0A9R1RCW1,577,2,"115-411,441-576",0.830
A0A9R1RCW5,565,2,"115-399,429-564",0.824
A0A9R1RCX2,572,2,"116-413,419-571",0.850
A0A9R1SCF6,490,1,22-402,0.667
A0A9R1SHT6,526,3,"21-301_434-455,312-410,466-521",0.542
A0A9R1SQ36,526,1,19-456,0.670
A0A9R1SQ40,547,1,117-477,0.760
A0A9R1UC94,667,2,"118-456,462-628",0.809
A0A9R1UHH1,247,2,"7-71,96-245",0.951
A0A9R1UJ65,162,1,2-153,0.905
A0A9R1UJQ2,610,2,"117-441,447-608",0.855
A0A9R1UL28,612,2,"137-441,448-610",0.844
A0A9R1VK83,591,2,"98-426,432-590",0.859
A0A9R1VMH5,603,2,"105-436,469-602",0.834
A0A9R1VSG5,591,2,"100-422,440-590",0.841
A0A9R1VVV1,596,2,"102-424,430-595",0.844
A0A9R1WUM3,627,2,"145-450,456-623",0.798
A0A9R1X4K9,609,2,"105-441,447-607",0.838
A0A9U8DXM5,636,2,"24-45_413-620,50-387",0.806
A0A9U8DXQ3,635,2,"24-45_412-619,50-386",0.805
A0A9U8DY29,644,2,"23-45_417-625,49-389",0.812
A0A9U8EAI5,457,1,100-399_405-443,0.822
A0A9V1DZN6,537,1,112-464,0.762
A0A9V1FC03,549,1,59-77_84-86_88-88_99-488,0.716
A0A9V1FMI4,531,1,18-449,0.710
A0A9V1FMJ0,507,2,"20-293_428-447,295-427_448-449",0.582
A0A9W2WVK1,471,1,133-465,0.690
A0A9W3AFG7,471,1,114-458,0.851
A0A9W3AZ70,396,2,"32-309,318-362",0.803
A0A9W3BB61,623,2,"21-40_398-621,47-384",0.813
A0A9W3BB75,642,2,"22-30_416-626,31-388",0.793
A0A9W3BCD9,633,2,"23-46_412-619,49-359_373-385_389-392",0.799
A0A9W3BCI9,765,3,"20-33_437-647,34-364,681-758",0.800
A0A9W3BCN2,647,2,"22-60_424-646,72-395",0.805
A0A9W3BCU0,766,3,"20-28_438-648,29-364,682-756",0.808
A0A9W3BCU2,628,2,"21-29_411-618,30-364_366-386",0.773
A0A9W3BCU8,648,2,"21-43_434-638,47-362",0.793
A0A9W3BCV1,637,2,"20-41_414-622,46-362_386-388",0.792
A0A9W3EW42,517,2,"25-307_416-455,322-415",0.559
A0A9W3FDV3,537,1,112-464,0.729
A0A9W3FEM3,530,2,"22-226,268-453",0.623
A0A9W3GC21,577,2,"7-161,162-515",0.805
A0A9W3GC27,746,2,"18-331,337-684",0.885
A0A9W3GCH7,423,1,7-361,0.749
A0A9W3GCU8,723,2,"18-308,314-661",0.875
A0A9W4D314,584,2,"31-380,393-579",0.617
A0A9W4D5A3,619,2,"37-432,433-610",0.600
A0A9W4DAM0,617,2,"61-429,430-616",0.589
A0A9W4DT80,289,2,"2-124,155-286",0.675
A0A9W4H4A5,285,2,"3-120,151-278",0.758
A0A9W4HEC1,408,2,"38-187_262-407,194-261",0.660
A0A9W4HW57,97,1,5-75,0.869
A0A9W4I4T6,395,2,"30-174_249-394,181-248",0.656
A0A9W4I5L0,370,1,45-369,0.698
A0A9W4ICI5,529,2,"5-207_304-404,210-303_412-526",0.678
A0A9W4IER4,655,3,"19-202,219-256,262-646",0.718
A0A9W4IGU5,374,1,49-373,0.695
A0A9W4ITN2,300,1,10-286,0.715
A0A9W4J4I1,827,3,"29-423,424-645,664-826",0.701
A0A9W4J7U1,412,2,"42-191_266-411,198-265",0.673
A0A9W4J8D8,395,2,"30-171_249-394,181-248",0.655
A0A9W4JA98,370,1,45-369,0.694
A0A9W4JE16,351,1,23-349,0.731
A0A9W4JG41,800,3,"29-398,407-618,637-799",0.775
A0A9W4JHD5,412,2,"42-191_266-411,198-265",0.674
A0A9W4JVM2,395,2,"30-171_249-394,181-248",0.653
A0A9W4K371,800,3,"29-398,407-618,637-791",0.764
A0A9W4K5R5,395,2,"30-171_249-394,181-248",0.656
A0A9W4K739,410,2,"40-188_264-409,196-263",0.669
A0A9W4KMZ8,617,3,"18-105,132-462,496-613",0.919
A0A9W4MKU2,852,3,"54-450,459-670,689-851",0.708
A0A9W4MRV1,410,2,"40-188_264-409,196-263",0.668
A0A9W4MS56,383,1,43-382,0.715
A0A9W4N3X6,387,1,45-386,0.717
A0A9W4N6M1,300,1,10-286,0.711
A0A9W4N770,628,2,"19-205,271-626",0.756
A0A9W4NEI9,412,2,"42-191_266-411,198-265",0.674
A0A9W4NRY7,351,1,23-349,0.721
A0A9W4P0A3,325,1,8-323,0.803
A0A9W4P6W2,367,1,44-366,0.703
A0A9W4P7V8,798,3,"21-402,411-622,638-796",0.710
A0A9W4RI69,346,1,36-342,0.754
A0A9W4RJ00,313,1,50-286,0.708
A0A9W4RJE0,328,1,36-315,0.680
A0A9W4RK36,329,1,36-328,0.695
A0A9W4RK77,347,1,30-187_207-343,0.677
A0A9W4RKT0,385,1,28-150_244-384,0.626
A0A9W4RLP0,377,1,25-376,0.660
A0A9W4RLU3,347,1,34-345,0.793
A0A9W4RLV9,329,1,28-316,0.689
A0A9W4RNJ6,393,2,"30-173_240-392,182-220",0.589
A0A9W4RQG2,382,1,25-381,0.620
A0A9W4RR43,404,1,28-403,0.668
A0A9W4RSM2,213,1,6-182,0.670
A0A9W4RTB4,354,1,37-353,0.679
A0A9W4RU36,386,1,27-385,0.662
A0A9W4RVR6,267,1,1-265,0.899
A0A9W4RYF5,403,1,30-178_253-402,0.646
A0A9W4RYP5,410,1,27-182_260-409,0.679
A0A9W4RYS6,370,1,26-366,0.710
A0A9W4S0R7,299,1,33-287,0.709
A0A9W4S0T6,338,1,32-335,0.666
A0A9W4S0U5,578,2,"8-322_324-332,323-323_333-561",0.550
A0A9W4S5A8,136,1,6-119,0.925
A0A9W4S7Y3,212,1,44-146,0.669
A0A9W4S8L0,194,1,29-171,0.690
A0A9W4S908,181,1,2-166,0.846
A0A9W4TN48,487,2,"27-319,350-485",0.905
A0A9W4U1W2,365,1,33-351,0.674
A0A9W4U6X2,733,2,"55-397,407-624",0.721
A0A9W4U7M0,422,1,65-421,0.727
A0A9W4U7S0,374,1,46-68_92-372,0.696
A0A9W4UAS1,576,2,"48-392,397-573",0.651
A0A9W4UC03,439,2,"2-248,249-435",0.679
A0A9W4UEF7,338,1,32-337,0.712
A0A9W4UGG0,430,1,100-429,0.743
A0A9W4UH15,385,1,32-384,0.665
A0A9W4UHT5,405,2,"37-182_259-404,189-258",0.675
A0A9W4ULZ7,825,2,"64-425,583-764",0.725
A0A9W4UMN1,264,1,56-210,0.825
A0A9W4W3D5,812,3,"33-444,445-645,706-783",0.736
A0A9W4W5A5,759,2,"5-484_545-566,567-745",0.610
A0A9W4W5F9,471,2,"5-202_276-365,209-275_376-466",0.627
A0A9W4W5M6,381,1,36-380,0.678
A0A9W4W651,548,2,"45-397,416-539",0.669
A0A9W4W6D4,410,2,"28-175_263-409,190-262",0.672
A0A9W4W8U2,419,2,"5-318,347-383",0.854
A0A9W4WDH8,337,1,27-336,0.697
A0A9W4WDL8,340,1,26-339,0.694
A0A9W4WDT6,359,1,41-357,0.769
A0A9W4XG49,588,2,"24-427,449-586",0.663
A0A9W4XKP6,692,2,"41-475,557-691",0.686
A0A9W4XMS3,367,1,35-357,0.687
A0A9W4XQ73,394,1,33-393,0.584
A0A9W4XQI1,391,2,"41-76_346-390,77-342",0.627
A0A9W4XVH1,371,1,28-370,0.660
A0A9W4XVM8,342,1,31-341,0.708
A0A9W4XWD3,575,2,"55-387,397-572",0.716
A0A9W4XZG3,416,2,"39-173_272-415,174-271",0.666
A0A9W5YKL4,394,1,29-393,0.660
A0A9W5YQX1,350,1,24-349,0.750
A0A9W5YXR1,333,1,30-331,0.741
A0A9W5YZ52,383,1,25-382,0.648
A0A9W5Z4D9,406,2,"34-189_257-405,192-247",0.652
A0A9W5ZU18,341,1,52-340,0.719
A0A9W6AA96,446,1,25-382,0.759
A0A9W6ALU9,346,1,26-345,0.773
A0A9W6AN14,394,1,29-393,0.678
A0A9W6ASD3,341,1,52-340,0.724
A0A9W6AV28,309,1,31-307,0.746
A0A9W6BSR9,214,2,"2-120,154-202",0.904
A0A9W6BT77,926,4,"70-398,410-543,549-710,731-922",0.857
A0A9W6BXF2,777,5,"1-15_544-703,31-321,338-454,476-539,709-776",0.867
A0A9W6C0G6,540,2,"93-268_357-451,270-356_457-528",0.720
A0A9W6DIJ1,341,1,52-340,0.725
A0A9W6DPE6,404,2,"32-186_256-403,190-245",0.671
A0A9W6F603,218,1,66-212,0.937
A0A9W6TH33,267,2,"31-205,215-262",0.635
A0A9W6TPR0,526,2,"26-371,373-521",0.691
A0A9W6U6E5,690,2,"35-377,501-602",0.758
A0A9W6UAD4,421,2,"1-284,293-417",0.629
A0A9W6UBD6,481,2,"21-344,353-477",0.723
A0A9W6WLY5,558,2,"39-361,364-522",0.758
A0A9W6X3V4,289,2,"16-243,250-281",0.687
A0A9W6X5Y7,594,2,"31-358,363-529",0.691
A0A9W6X5Y8,622,2,"28-357,492-595",0.775
A0A9W6X9Y3,593,2,"3-335_446-485,490-577",0.732
A0A9W6X9Y5,669,2,"28-362_521-571,572-629",0.741
A0A9W6X9Y8,590,2,"31-421,435-528",0.690
A0A9W6XBY7,246,1,40-241,0.732
A0A9W6YBJ6,522,2,"36-403,408-513",0.627
A0A9W7CFU9,535,2,"3-313_389-432,437-533",0.696
A0A9W7CJI0,547,2,"4-322,378-486",0.675
A0A9W7CLG6,553,2,"54-375,379-539",0.767
A0A9W7D529,243,1,42-202,0.744
A0A9W7D861,275,1,3-140,0.694
A0A9W7G1T1,972,3,"81-118_141-142_153-164,136-140_460-829_919-971,437-459_830-906",0.742
A0A9W7GT20,590,2,"86-417,423-588",0.835
A0A9W7H895,594,2,"102-419,426-592",0.823
A0A9W7H930,604,2,"100-432,474-602",0.828
A0A9W7H9J2,600,2,"88-420,470-598",0.793
A0A9W7HAY0,599,2,"99-425,465-597",0.838
A0A9W7HBI0,593,2,"95-425,463-591",0.831
A0A9W7IEX3,599,2,"75-428,464-598",0.852
A0A9W7IQQ8,569,2,"70-395,413-568",0.879
A0A9W7ISR7,521,2,"68-393,425-520",0.829
A0A9W7JII4,587,2,"69-416,445-586",0.853
A0A9W7JLJ4,539,2,"21-28_413-536,84-400",0.820
A0A9W7LP53,394,1,80-389,0.843
A0A9W7MS00,557,3,"1-47,61-389,398-556",0.906
A0A9W7MUS4,584,2,"87-416,417-583",0.841
A0A9W7SKI7,632,2,"63-411,416-623",0.644
A0A9W7SSJ9,523,2,"3-295,300-502",0.530
A0A9W7SUG4,496,1,212-495,0.905
A0A9W7T0I7,263,1,7-248,0.633
A0A9W7TKM7,538,1,23-453,0.681
A0A9W7W359,644,2,"51-424,479-637",0.698
A0A9W7W6F9,406,1,29-166_168-168_257-405,0.632
A0A9W7WUE2,516,1,25-42_71-453,0.661
A0A9W7XIT0,395,2,"22-282,294-389",0.817
A0A9W7XIT1,560,3,"27-278,310-364,433-504",0.679
A0A9W7XK53,607,3,"25-277,282-308_504-604,354-500",0.776
A0A9W7XMR5,391,2,"28-281,282-385",0.731
A0A9W7XTH6,326,1,27-305,0.762
A0A9W7XXU6,313,1,28-283,0.738
A0A9W7Y2H5,432,2,"28-283,337-425",0.751
A0A9W7Y2H7,392,2,"28-275,288-386",0.686
A0A9W7Y720,407,3,"2-257,292-346,371-400",0.683
A0A9W7Y8G3,564,2,"26-284_432-509,310-346",0.655
A0A9W7Y975,403,2,"34-283,295-397",0.809
A0A9W7YAN3,432,2,"35-310,369-426",0.763
A0A9W7ZKP7,457,2,"36-298,317-454",0.653
A0A9W7ZRQ5,664,3,"28-287_449-538,313-436,567-662",0.858
A0A9W7ZSS9,489,2,"30-282,404-468",0.765
A0A9W7ZTN6,396,2,"38-291,296-392",0.841
A0A9W7ZUT9,473,2,"27-280,284-388",0.737
A0A9W7ZW57,670,3,"28-286_482-510,311-423,572-668",0.845
A0A9W7ZWB9,435,3,"31-286,297-369,395-424",0.722
A0A9W7ZWE7,413,2,"42-300,321-409",0.828
A0A9W7ZWU4,264,2,"3-89,150-249",0.732
A0A9W7ZY02,302,1,31-283,0.718
A0A9W7ZYH1,430,2,"2-267,272-405",0.897
A0A9W7ZYI4,403,2,"3-265,296-395",0.701
A0A9W7ZZ73,386,2,"2-252,260-380",0.727
A0A9W8A2L9,509,2,"28-289,293-433",0.722
A0A9W8A5M2,346,1,28-282,0.690
A0A9W8ABZ6,546,3,"3-150,156-409,427-527",0.688
A0A9W8ADV8,487,2,"30-282,402-466",0.795
A0A9W8ALG9,452,2,"3-254,362-451",0.790
A0A9W8AV15,596,2,"50-305,426-595",0.885
A0A9W8B1Y4,426,2,"37-294,359-421",0.888
A0A9W8B7N1,333,1,28-283,0.653
A0A9W8B7S7,283,1,6-282,0.789
A0A9W8B8N0,426,2,"13-149_360-422,190-359",0.689
A0A9W8B9V6,568,3,"29-281,403-436,489-567",0.813
A0A9W8BA39,386,2,"34-283,295-380",0.756
A0A9W8BBF2,556,2,"28-293_319-319_321-358,514-544",0.712
A0A9W8BF72,414,2,"35-286,334-413",0.765
A0A9W8BFB3,133,1,30-116,0.787
A0A9W8BFC0,299,2,"41-188_255-292,192-241",0.608
A0A9W8BGY4,400,2,"29-276,289-394",0.696
A0A9W8BH04,368,2,"8-258,274-362",0.746
A0A9W8BIN3,199,2,"1-99_153-193,109-149",0.622
A0A9W8BKZ5,386,2,"34-283,296-380",0.776
A0A9W8BLX1,136,1,37-119,0.825
A0A9W8C8D5,532,1,24-460,0.682
A0A9W8CC87,513,2,"28-310_443-446,321-442_447-448",0.598
A0A9W8CIE1,420,2,"26-290,291-412",0.709
A0A9W8CIZ3,419,2,"41-292,374-409",0.840
A0A9W8CKH9,433,2,"28-283,338-426",0.758
A0A9W8CKX1,439,2,"31-286,331-432",0.695
A0A9W8CTV7,152,1,30-149,0.831
A0A9W8CUF5,600,3,"26-278,283-311_498-596,342-494",0.741
A0A9W8CUL2,396,2,"30-277,289-390",0.712
A0A9W8CUX1,421,2,"26-290,291-413",0.718
A0A9W8CV89,402,2,"40-291,366-401",0.781
A0A9W8CWN9,385,2,"35-284,294-379",0.783
A0A9W8CXW5,577,2,"28-280,319-374_416-499",0.674
A0A9W8CZ94,429,2,"27-282,308-422",0.758
A0A9W8DLP7,419,2,"29-282,285-412",0.803
A0A9W8DN30,551,2,"36-285,433-550",0.755
A0A9W8DNF5,459,2,"39-296,342-440",0.855
A0A9W8DNR2,420,2,"29-282,293-377_389-413",0.760
A0A9W8DNV2,328,1,10-264,0.648
A0A9W8DQD6,487,2,"32-287,291-455",0.805
A0A9W8DRK8,584,1,21-286_542-581,0.821
A0A9W8DS45,429,2,"31-281,317-422",0.791
A0A9W8DSH3,353,1,82-352,0.814
A0A9W8DSU2,584,2,"76-339,343-583",0.715
A0A9W8DT63,302,1,31-283,0.718
A0A9W8DW82,459,2,"39-296,364-440",0.857
A0A9W8E3J8,350,2,"29-281,305-340",0.711
A0A9W8E5U3,218,2,"36-158,175-217",0.681
A0A9W8EDJ4,492,2,"61-316,317-442",0.825
A0A9W8EE62,424,2,"37-291,292-416",0.701
A0A9W8G307,568,3,"26-284_364-401,325-358,484-562",0.711
A0A9W8G3D3,403,2,"29-276,303-397",0.722
A0A9W8G3W1,368,2,"2-221,256-361",0.668
A0A9W8G4N9,386,2,"34-283,295-380",0.779
A0A9W8GDT7,587,3,"26-278,283-305_482-584,350-481",0.778
A0A9W8GHU5,400,2,"29-276,289-394",0.686
A0A9W8GII7,580,3,"25-277,282-305_476-577,344-471",0.761
A0A9W8GJI5,389,2,"20-283,295-383",0.769
A0A9W8GLD2,472,2,"42-297,379-465",0.744
A0A9W8GLG1,611,3,"28-279,288-355,569-599",0.724
A0A9W8GLQ1,431,2,"28-284,323-424",0.737
A0A9W8GMY9,407,2,"35-296,364-406",0.714
A0A9W8GQG9,425,2,"27-295,316-417",0.672
A0A9W8GX65,573,3,"25-277,282-305_469-569,338-464",0.744
A0A9W8GXD7,399,2,"34-284,305-393",0.753
A0A9W8GXJ7,425,2,"26-295,315-417",0.666
