accession,trimmed_res,overall_plddt
A0A8E2F2M6,474,86.6
A0A8E2F2V8,336,96.2
A0A8E2F331,164,95.5
A0A8E2F5T7,326,97.0
A0A8E2F7C8,349,72.1
A0A8E2FC38,232,39.7
A0A8E2FEP8,316,78.0
A0A8E2J837,339,96.7
A0A8E2JHT1,338,96.3
A0A8E2JR73,74,74.9
A0A8E2JUZ8,175,90.6
A0A8E2JVK2,438,87.1
A0A8E2JW89,184,95.7
A0A8E2JWP1,371,97.3
A0A8E2JYG3,290,98.3
A0A8E2JYI7,368,96.2
A0A8E3AQQ7,330,97.3
A0A8E5HUS5,265,97.7
A0A8E5MJ42,353,96.1
A0A8E5MJW1,342,94.0
A0A8E6B3U1,285,95.9
A0A8E6HRF2,339,97.1
A0A8E6HRF3,332,95.1
A0A8E8PJ43,136,87.1
A0A8E8PJ55,137,86.8
A0A8E8PJ56,136,85.3
A0A8E8PJ67,121,87.4
A0A8F0FQS3,187,94.6
A0A8F0FQT0,142,89.1
A0A8F0FQT5,187,94.8
A0A8F0FQT6,187,94.5
A0A8F0FQT9,182,95.5
A0A8F0FQU5,125,64.4
A0A8F0FQU6,188,94.8
A0A8F0FQU7,123,84.9
A0A8F0FQW1,187,94.7
A0A8F0FR09,187,94.9
A0A8F0FR13,179,95.0
A0A8F0FR20,125,64.4
A0A8F0FR56,128,84.2
A0A8F0FR70,182,94.8
A0A8F0FR81,187,94.8
A0A8F0FR97,141,70.3
A0A8F0FRD1,187,94.8
A0A8F0FRH0,187,92.2
A0A8F0FRI0,127,89.8
A0A8F0FRQ3,132,71.3
A0A8F0FS99,187,94.6
A0A8F0FSA6,188,94.1
A0A8F0FSH7,187,94.8
A0A8F0K642,182,95.3
A0A8F0K648,143,69.1
A0A8F0K706,188,93.5
A0A8F0K731,187,94.6
A0A8F0K7D4,170,93.5
A0A8F0K7D9,128,84.2
A0A8F0K7E4,176,93.8
A0A8F0K7H7,178,94.3
A0A8F0K7R3,128,89.7
A0A8F0K7R8,137,87.6
A0A8F0K7S4,97,61.4
A0A8F0K8Q4,187,94.3
A0A8F0K8Q7,188,94.2
A0A8F3C424,176,62.8
A0A8F4Q4J9,312,89.0
A0A8F6UAS3,307,80.1
A0A8G0G1E1,320,90.0
A0A8G0LIR9,372,93.3
A0A8G0LLK9,168,91.0
A0A8G0LMA0,353,97.6
A0A8G1H487,198,89.5
A0A8G1H492,189,90.4
A0A8G1H495,190,95.5
A0A8G1H4A1,190,95.6
A0A8G1H4A3,193,92.7
A0A8G1H4B2,193,94.8
A0A8G1H4C1,189,95.1
A0A8G1H4D0,189,92.8
A0A8G1H4D6,189,67.6
A0A8G1H4J1,189,90.4
A0A8G1H4J5,189,95.7
A0A8G1H4K7,193,95.5
A0A8G1H4R8,193,94.1
A0A8G1H4S3,189,93.4
A0A8G1H4U1,189,93.5
A0A8G1H4U5,193,96.2
A0A8G1H4V0,188,57.9
A0A8G1H4W1,189,92.5
A0A8G1H4W6,193,93.9
A0A8G1H4Z5,189,94.0
A0A8G1H507,189,93.2
A0A8G1H5C8,188,94.7
A0A8G1H5D9,189,95.4
A0A8G1H5F0,189,94.4
A0A8G1H5Q5,189,96.0
A0A8G1H5R4,189,92.7
A0A8G1H5S6,189,96.2
A0A8G1M2P9,189,95.3
A0A8G1M2Q3,189,93.9
A0A8G1M2Q7,202,95.6
A0A8G1M2Y2,185,60.4
A0A8G1M2Y6,189,94.2
A0A8G1M2Z5,193,94.1
A0A8G1M362,189,95.5
A0A8G1M366,189,95.0
A0A8G1M370,189,93.1
A0A8G1M377,189,95.6
A0A8G1M422,189,93.5
A0A8G1M427,193,95.8
A0A8G1QQX9,302,97.6
A0A8G1QUI1,358,97.5
A0A8G1QUY8,289,97.9
A0A8G1RJC8,289,97.4
A0A8G1RPW7,357,96.7
A0A8G1RYK6,331,97.2
A0A8G1S217,289,97.4
A0A8G1VJJ2,372,98.1
A0A8G1VMI2,326,97.9
A0A8G1VR45,373,96.1
A0A8G1VV01,372,96.9
A0A8G1W2S6,234,70.0
A0A8H2DRG7,398,89.2
A0A8H2DTR3,356,92.9
A0A8H2E7P9,325,86.3
A0A8H2E7V3,456,85.6
A0A8H2S6K7,98,91.0
A0A8H2S6K8,206,95.0
A0A8H2S981,187,95.3
A0A8H2S982,151,69.1
A0A8H2S983,188,95.0
A0A8H2VKB5,369,95.4
A0A8H2VQV0,260,96.7
A0A8H2VS30,345,96.8
A0A8H2VV58,268,94.3
A0A8H2W0H1,111,85.5
A0A8H2W4T0,328,98.3
A0A8H2W7R3,167,75.9
A0A8H2W809,328,96.8
A0A8H2W928,320,97.8
A0A8H2W9D2,331,98.5
A0A8H2W9Q2,282,96.9
A0A8H2WBF2,304,93.6
A0A8H2WDL1,296,83.0
A0A8H2WDM7,317,97.2
A0A8H2WDY0,308,97.3
A0A8H2WDZ0,253,93.2
A0A8H2WET3,278,97.2
A0A8H2WEW9,315,98.1
A0A8H2WEZ6,339,96.5
A0A8H2WI32,316,96.6
A0A8H2WM01,329,97.4
A0A8H2WMA3,276,98.1
A0A8H2WMM3,323,97.5
A0A8H2WNW1,278,96.9
A0A8H2WP90,337,96.9
A0A8H2WQD8,315,97.6
A0A8H2WRM0,278,97.7
A0A8H2WV07,276,97.8
A0A8H2WW00,161,70.0
A0A8H2WX59,117,52.5
A0A8H2WXU0,276,97.7
A0A8H2WYZ7,331,97.9
A0A8H2X7X2,330,97.4
A0A8H2X7Z7,328,98.4
A0A8H2X9J9,273,88.6
A0A8H2X9N2,330,98.3
A0A8H2XCD1,293,97.4
A0A8H2XCL6,335,98.1
A0A8H2XG86,283,98.1
A0A8H2XI08,338,96.4
A0A8H2XJG0,328,98.4
A0A8H2XL28,314,97.4
A0A8H2XQU0,329,96.3
A0A8H2XQY6,300,92.4
A0A8H2XRL2,381,79.8
A0A8H2XU14,278,97.7
A0A8H2XWF9,291,97.4
A0A8H2XWZ9,339,97.2
A0A8H2XZI9,161,93.0
A0A8H2Y0I3,326,93.2
A0A8H2Y0Y5,323,97.4
A0A8H2Y1F4,374,89.7
A0A8H2ZM91,297,83.5
A0A8H2ZUE3,286,85.1
A0A8H2ZWM0,330,97.4
A0A8H2ZYP1,339,97.3
A0A8H2ZZ57,437,89.0
A0A8H2ZZC9,303,97.4
A0A8H3A0M5,355,92.5
A0A8H3A114,328,98.3
A0A8H3A1U9,331,94.5
A0A8H3A459,180,75.9
A0A8H3A6F2,315,97.7
A0A8H3A7H8,161,92.3
A0A8H3A7J6,257,94.9
A0A8H3A7Z2,99,59.3
A0A8H3A915,276,98.0
A0A8H3AA21,334,96.9
A0A8H3AAQ4,337,84.7
A0A8H3ABE8,199,82.7
A0A8H3AE87,339,95.9
A0A8H3AEG2,287,91.0
A0A8H3AJB0,664,88.3
A0A8H3ANG7,360,88.9
A0A8H3AUD8,339,97.3
A0A8H3AXX9,192,78.4
A0A8H3AYG3,252,97.3
A0A8H3AYS9,276,97.7
A0A8H3AZI8,272,98.2
A0A8H3AZT0,281,97.3
A0A8H3B026,106,94.6
A0A8H3B055,323,96.1
A0A8H3B0E6,74,89.7
A0A8H3B0Z6,330,98.2
A0A8H3B5A0,328,97.4
A0A8H3B7I3,112,92.1
A0A8H3B8G8,302,97.8
A0A8H3B9S6,341,96.2
A0A8H3BAF1,335,97.9
A0A8H3BDA9,283,98.2
A0A8H3BDF6,332,95.6
A0A8H3BED7,171,97.4
A0A8H3BH88,276,97.9
A0A8H3BJU5,250,89.9
A0A8H3BKM9,276,97.3
A0A8H3BLR1,281,98.0
A0A8H3BNH7,329,93.6
A0A8H3BP52,427,89.1
A0A8H3BPP3,286,85.5
A0A8H3BQP1,281,97.3
A0A8H3BRT5,359,77.8
A0A8H3BS36,281,96.6
A0A8H3BUA3,140,85.5
A0A8H3BVH4,159,92.0
A0A8H3BW89,120,89.0
A0A8H3BWB0,265,93.4
A0A8H3BWX9,239,95.3
A0A8H3BYP2,331,98.0
A0A8H3C0A3,92,95.8
A0A8H3C0L6,271,97.7
A0A8H3C0V7,315,97.4
A0A8H3C2J4,276,97.9
A0A8H3C3M9,328,97.4
A0A8H3C4G7,281,97.0
A0A8H3C4K7,289,96.5
A0A8H3C6K9,101,97.1
A0A8H3C753,107,93.7
A0A8H3C7V0,316,97.1
A0A8H3C861,305,81.6
A0A8H3C9U8,288,97.8
A0A8H3CA59,272,97.4
A0A8H3CAP5,315,97.6
A0A8H3CCD5,337,96.6
A0A8H3CDA8,329,93.7
A0A8H3CFB7,287,94.4
A0A8H3CHT1,290,92.5
A0A8H3CIJ2,324,97.3
A0A8H3CIU4,272,98.1
A0A8H3CJ16,339,96.0
A0A8H3CM17,275,96.3
A0A8H3CM85,315,97.2
A0A8H3CNG7,107,94.8
A0A8H3CPZ5,324,97.8
A0A8H3CQ20,160,93.1
A0A8H3CS31,116,52.5
A0A8H3CSH4,278,96.7
A0A8H3CUU5,331,98.1
A0A8H3CUW5,436,88.5
A0A8H3CVH2,278,97.1
A0A8H3CZ20,304,90.8
A0A8H3D189,354,86.8
A0A8H3D1S1,286,86.4
A0A8H3D561,352,91.4
A0A8H3DA81,283,98.0
A0A8H3DC11,155,92.0
A0A8H3DEC7,162,94.6
A0A8H3DFX7,281,97.2
A0A8H3DG48,292,98.0
A0A8H3DH08,383,90.0
A0A8H3DH36,331,98.5
A0A8H3DH45,331,98.5
A0A8H3DHK5,281,97.9
A0A8H3DKS2,442,84.2
A0A8H3DMU5,281,89.2
A0A8H3DMX3,343,96.3
A0A8H3DP18,323,96.4
A0A8H3DQV5,127,96.1
A0A8H3DQW7,253,91.9
A0A8H3DR34,329,94.0
A0A8H3DRV8,303,97.8
A0A8H3DS61,125,89.6
A0A8H3DT93,329,96.5
A0A8H3DTU2,325,96.0
A0A8H3DV55,315,96.9
A0A8H3DXC2,150,96.8
A0A8H3DZ25,282,95.5
A0A8H3E068,283,98.0
A0A8H3E170,298,92.9
A0A8H3E3S0,272,98.3
A0A8H3E6S2,311,81.5
A0A8H3E826,238,84.9
A0A8H3E969,339,96.5
A0A8H3EG02,330,80.1
A0A8H3EN91,375,95.9
A0A8H3F360,211,78.4
A0A8H3F9S2,107,49.0
A0A8H3FB07,352,98.4
A0A8H3FLJ8,207,97.0
A0A8H3FNM0,267,97.3
A0A8H3FPA4,241,85.8
A0A8H3FR24,445,87.4
A0A8H3FVH9,189,84.6
A0A8H3FYE1,355,97.7
A0A8H3G324,360,96.3
A0A8H3G4B9,63,69.4
A0A8H3G5H2,355,95.2
A0A8H3G6G5,306,91.2
A0A8H3G8R3,302,98.0
A0A8H3GCN2,281,97.4
A0A8H3GDY3,285,96.7
A0A8H3GGG6,426,85.5
A0A8H3GGT0,316,92.1
A0A8H3GHB1,315,97.3
A0A8H3GHR6,311,81.9
A0A8H3GIJ6,330,98.0
A0A8H3GJ25,343,96.5
A0A8H3GJ96,313,93.0
A0A8H3GJI1,329,95.3
A0A8H3GJP0,255,96.8
A0A8H3GKD3,287,96.4
A0A8H3GN92,278,97.1
A0A8H3GNE7,322,73.9
A0A8H3GPF4,329,96.3
A0A8H3GPT3,276,97.9
A0A8H3GTI8,276,97.9
A0A8H3GTK5,276,98.2
A0A8H3GUJ3,172,92.7
A0A8H3GVC8,283,97.0
A0A8H3GWD2,271,97.7
A0A8H3GXQ4,254,79.1
A0A8H3GYD3,276,97.8
A0A8H3GYQ5,224,95.5
A0A8H3GZI6,274,70.3
A0A8H3H1F0,329,96.3
A0A8H3H232,326,98.2
A0A8H3H2G3,323,97.6
A0A8H3H3H3,281,97.2
A0A8H3H4I9,281,97.0
A0A8H3H4T7,293,96.3
A0A8H3H5V5,276,97.5
A0A8H3H7F4,323,97.6
A0A8H3HB97,187,63.3
A0A8H3HBJ0,76,70.4
A0A8H3HCF2,356,93.3
A0A8H3HD74,224,77.8
A0A8H3HER9,272,98.1
A0A8H3HF69,281,96.7
A0A8H3HGU7,349,82.5
A0A8H3HH87,306,96.6
A0A8H3HI94,419,83.9
A0A8H3HIA4,356,93.6
A0A8H3HML6,323,97.0
A0A8H3HQZ0,65,72.3
A0A8H3HU11,324,98.2
A0A8H3HVS0,151,82.0
A0A8H3HWJ3,287,97.7
A0A8H3I0H6,282,96.1
A0A8H3I335,266,97.5
A0A8H3I3V1,276,98.1
A0A8H3I5R2,276,97.9
A0A8H3I9E9,344,72.8
A0A8H3IAU0,265,97.5
A0A8H3IDD5,265,97.8
A0A8H3IF87,419,90.1
A0A8H3IJQ0,193,75.1
A0A8H3IL14,310,86.8
A0A8H3IRN5,451,76.0
A0A8H3IRP0,316,93.1
A0A8H3J0U5,435,88.9
A0A8H3J3F8,491,88.5
A0A8H3JTK9,325,98.2
A0A8H3LDJ6,389,94.6
A0A8H3LDR0,390,93.7
A0A8H3N1T5,367,94.5
A0A8H3NML7,369,97.7
A0A8H3S9D4,330,94.6
A0A8H3SDV5,323,96.2
A0A8H3SVZ6,372,98.2
A0A8H3U2Q4,354,96.3
A0A8H3U6Y9,283,89.9
A0A8H3UFY5,284,94.0
A0A8H3UGI5,290,98.2
A0A8H3UMI6,276,96.4
A0A8H3UQ31,194,95.9
A0A8H3URB4,359,96.9
A0A8H3USQ9,316,94.1
A0A8H3V027,175,64.9
A0A8H3V839,321,93.9
A0A8H3V9L0,292,79.8
A0A8H3VC67,283,95.4
A0A8H3VIP5,314,93.7
A0A8H3VQH7,350,95.8
A0A8H3VS12,362,94.8
A0A8H3VUY2,314,91.2
A0A8H3VY49,359,97.7
A0A8H3VZM9,373,98.0
A0A8H3VZY2,264,91.7
A0A8H3W221,293,97.9
A0A8H3W2Z1,313,98.5
A0A8H3W3M4,372,83.5
A0A8H3W3M5,362,89.9
A0A8H3W532,265,97.9
A0A8H3W6Q4,383,97.2
A0A8H3W7G0,276,90.3
A0A8H3W909,296,93.1
A0A8H3WAN6,307,96.8
A0A8H3WAX8,304,98.0
A0A8H3WCH4,257,98.0
A0A8H3WD10,357,97.1
A0A8H3WF38,201,93.0
A0A8H3WF76,353,96.2
A0A8H3WH14,324,98.3
A0A8H3WIY3,318,97.3
A0A8H3WJV1,366,97.2
A0A8H3WK00,317,96.3
A0A8H3WPE4,314,96.5
A0A8H3WRY4,318,94.4
A0A8H3WZW9,394,91.3
A0A8H3XIS9,395,92.0
A0A8H3XWU4,358,97.5
A0A8H3YLS0,350,95.1
A0A8H3YMW2,362,94.5
A0A8H3YNM1,333,96.5
A0A8H3YPL6,290,96.9
A0A8H3Z1L5,347,98.2
A0A8H3Z1W3,321,95.2
A0A8H3Z591,362,94.8
A0A8H3Z5Y7,275,97.5
A0A8H3ZAJ8,283,96.6
A0A8H3ZF90,299,96.8
A0A8H3ZHC1,375,95.0
A0A8H3ZHJ7,315,98.0
A0A8H3ZHU8,357,97.8
A0A8H3ZQY2,361,92.1
A0A8H3ZTR1,324,98.1
A0A8H3ZU88,563,78.0
A0A8H3ZUN1,366,97.2
A0A8H3ZVK8,352,97.8
A0A8H3ZW58,311,82.7
A0A8H3ZY08,373,96.8
A0A8H4AMR5,382,92.3
A0A8H4AZG0,392,91.3
A0A8H4B004,395,90.7
A0A8H4C5A1,307,96.9
A0A8H4C6U6,314,94.3
A0A8H4C956,360,92.2
A0A8H4CAL0,357,97.8
A0A8H4CD88,353,96.6
A0A8H4CE41,366,87.5
A0A8H4CHB6,357,97.3
A0A8H4CIC1,314,96.8
A0A8H4CIP3,299,96.6
A0A8H4CJG9,373,78.9
A0A8H4CJL9,327,96.9
A0A8H4CL76,255,97.3
A0A8H4CL90,298,96.8
A0A8H4CME3,382,96.1
A0A8H4CNT5,304,98.0
A0A8H4CP16,562,78.5
A0A8H4CPR6,315,97.3
A0A8H4CQC8,383,96.9
A0A8H4CRX0,304,98.2
A0A8H4CT47,304,97.9
A0A8H4CUC1,333,92.1
A0A8H4CVC9,376,93.5
A0A8H4CX26,304,98.2
A0A8H4CXN0,315,96.1
A0A8H4EHU7,266,73.9
A0A8H4ER60,377,87.2
A0A8H4ERI9,175,91.1
A0A8H4ESM0,424,87.7
A0A8H4ESV6,414,82.0
A0A8H4ET05,322,57.0
A0A8H4EUW6,395,87.1
A0A8H4FBY6,373,98.0
A0A8H4FFA4,280,95.3
A0A8H4FHG1,296,92.8
A0A8H4FI02,331,95.7
A0A8H4FM17,293,98.0
A0A8H4FMR9,363,97.5
A0A8H4FPA4,265,96.5
A0A8H4FPM4,376,97.4
A0A8H4FQ42,317,95.5
A0A8H4FQ80,358,95.0
A0A8H4GTU5,369,97.4
A0A8H4H0Q4,325,95.7
A0A8H4H8E0,347,95.1
A0A8H4IH14,366,95.7
A0A8H4IIH3,289,98.2
A0A8H4IJN7,296,97.6
A0A8H4IQ82,331,97.7
A0A8H4ITZ1,366,96.7
A0A8H4IVL2,306,96.1
A0A8H4IYB2,364,97.6
A0A8H4JA75,304,97.4
A0A8H4JD90,263,87.1
A0A8H4JDQ9,229,89.2
A0A8H4JHW9,279,95.6
A0A8H4JJD2,386,88.5
A0A8H4JP05,304,97.4
A0A8H4JTZ8,278,96.9
A0A8H4JVE1,232,88.4
A0A8H4JW98,453,85.3
A0A8H4JY40,299,95.1
A0A8H4JZT0,372,96.6
A0A8H4K532,354,97.7
A0A8H4K586,143,55.9
A0A8H4K5B4,79,40.2
A0A8H4KAI2,464,85.5
A0A8H4KMC7,373,96.9
A0A8H4KQ60,277,95.9
A0A8H4KS18,354,97.5
A0A8H4KUG6,217,91.9
A0A8H4KWK7,86,85.9
A0A8H4KYT6,319,97.0
A0A8H4L1W2,319,97.1
A0A8H4L388,404,90.0
A0A8H4L3K1,362,87.6
A0A8H4LAM5,372,92.5
A0A8H4LDZ9,134,95.9
A0A8H4LNJ3,352,97.8
A0A8H4LT10,356,97.1
A0A8H4LT56,353,96.7
A0A8H4LY57,361,87.8
A0A8H4LYB6,329,81.3
A0A8H4N0Q7,372,95.8
A0A8H4N5Q2,375,96.8
A0A8H4N9I7,303,96.8
A0A8H4NB11,360,97.9
A0A8H4NIG1,263,73.8
A0A8H4NPU8,324,98.2
A0A8H4NVH0,356,97.8
A0A8H4NX87,417,86.0
A0A8H4NXJ4,448,85.0
A0A8H4P153,360,97.4
A0A8H4P2T7,416,91.7
A0A8H4P561,324,98.1
A0A8H4P6A3,408,93.2
A0A8H4P8Z2,227,76.7
A0A8H4PDS8,169,93.1
A0A8H4PPA2,353,98.0
A0A8H4PWQ3,350,96.7
A0A8H4PYE1,375,94.3
A0A8H4PYJ1,349,96.6
A0A8H4Q371,371,94.9
A0A8H4Q5Y0,351,94.0
A0A8H4Q7B4,364,95.7
A0A8H4QB03,335,77.9
A0A8H4QE39,347,95.4
A0A8H4QLM8,167,94.0
A0A8H4QR39,267,96.8
A0A8H4QV49,361,98.0
A0A8H4QXJ4,307,96.9
A0A8H4QY85,303,98.5
A0A8H4R0R5,305,97.3
A0A8H4R4D3,309,93.5
A0A8H4R646,399,92.3
A0A8H4RB41,167,79.6
A0A8H4RCD7,384,87.6
A0A8H4RCV6,369,74.0
A0A8H4RD19,443,92.3
A0A8H4REF5,351,93.2
A0A8H4RGI4,421,90.5
A0A8H4RK75,266,98.0
A0A8H4RQF7,324,98.3
A0A8H4RSF8,361,89.9
A0A8H4RVR8,353,94.1
A0A8H4RXM0,266,96.5
A0A8H4RXW4,339,88.5
A0A8H4RYR9,382,78.9
A0A8H4SPQ6,174,51.8
A0A8H4SQZ4,196,88.6
A0A8H4SVI5,319,97.8
A0A8H4SVT9,372,93.1
A0A8H4SX43,397,89.2
A0A8H4SZ29,372,89.3
A0A8H4T3A8,316,96.8
A0A8H4T4S3,403,87.4
A0A8H4T571,421,93.0
A0A8H4TAU8,278,97.5
A0A8H4TMG2,360,96.9
A0A8H4TN67,371,96.7
A0A8H4U9U3,352,97.5
A0A8H4UHJ6,356,97.9
A0A8H4UN72,372,90.5
A0A8H4UR38,201,85.5
A0A8H4V5M0,126,91.0
A0A8H4V879,265,97.8
A0A8H4VD00,342,97.5
A0A8H4VEK6,394,87.9
A0A8H4VEL5,351,96.7
A0A8H4VFC3,345,94.2
A0A8H4VIV0,370,96.0
A0A8H4VJ57,408,79.8
A0A8H4VJZ4,271,82.8
A0A8H4VQE1,309,96.8
A0A8H4VSB1,303,98.3
A0A8H4VW33,137,85.5
A0A8H4W2C0,352,87.9
A0A8H4W5E3,330,97.3
A0A8H4W5K7,402,89.5
A0A8H4W988,332,77.3
A0A8H4WA62,395,91.0
A0A8H4WPP8,354,97.5
A0A8H4WW32,232,91.6
A0A8H4WWH2,304,97.4
A0A8H4X0V2,446,89.7
A0A8H4X204,278,97.2
A0A8H4X3P9,356,97.7
A0A8H4X8T0,304,98.0
A0A8H4X9G3,319,96.7
A0A8H4XA50,373,96.7
A0A8H4XKD8,352,97.5
A0A8H4XP10,373,96.7
A0A8H4YMN9,294,95.7
A0A8H4YZH8,373,89.4
A0A8H4Z0P3,281,94.2
A0A8H4Z2B8,448,85.9
A0A8H4ZIX0,225,93.8
A0A8H4ZJ61,362,90.1
A0A8H4ZJR9,324,98.1
A0A8H4ZL32,299,94.1
A0A8H4ZQE0,293,66.8
A0A8H4ZRI9,354,97.4
A0A8H4ZX87,301,94.3
A0A8H4ZZ08,299,94.5
A0A8H5A3H7,422,64.3
A0A8H5AC02,356,97.8
A0A8H5ACA7,372,91.8
A0A8H5ACT0,166,95.2
A0A8H5AG12,445,67.9
A0A8H5ANI9,360,97.4
A0A8H5AS67,345,95.0
A0A8H5ATL4,303,98.1
A0A8H5ATU2,310,85.3
A0A8H5AZD0,361,87.8
A0A8H5B6S5,415,92.9
A0A8H5BMN4,307,94.9
A0A8H5BNN2,306,96.6
A0A8H5BWS2,118,93.6
A0A8H5C6D9,307,97.8
A0A8H5C7T8,312,95.1
A0A8H5C9M2,308,94.7
A0A8H5CLG7,304,89.4
A0A8H5CPZ2,358,88.9
A0A8H5CSQ3,345,97.4
A0A8H5CSR4,369,96.5
A0A8H5CT78,269,86.2
A0A8H5CW67,330,97.8
A0A8H5CXW9,308,93.4
A0A8H5CYR8,314,91.6
A0A8H5DYD1,276,97.1
A0A8H5E686,417,91.3
A0A8H5E7V3,304,97.5
A0A8H5E8T2,372,96.6
A0A8H5EA09,278,96.6
A0A8H5EAG2,272,96.9
A0A8H5ECQ3,319,96.3
A0A8H5EE65,367,97.7
A0A8H5EN09,211,90.2
A0A8H5ENW3,278,96.6
A0A8H5EP99,446,86.2
A0A8H5ES61,278,90.6
A0A8H5ESC3,307,97.0
A0A8H5ESN2,306,96.9
A0A8H5ET27,345,96.7
A0A8H5ET41,333,91.5
A0A8H5EVZ1,166,93.1
A0A8H5FVJ2,134,58.5
A0A8H5FVW2,307,82.4
A0A8H5G7U9,358,92.1
A0A8H5GBP1,400,91.6
A0A8H5GBV2,381,77.4
A0A8H5GWW4,365,94.8
A0A8H5HDP7,208,85.1
A0A8H5HXK5,356,93.3
A0A8H5I441,88,77.2
A0A8H5I5E5,233,91.5
A0A8H5I9A0,269,89.7
A0A8H5IBZ4,356,97.7
A0A8H5ICY9,222,97.8
A0A8H5IDB1,362,93.0
A0A8H5IDF7,294,94.2
A0A8H5IFN4,278,98.3
A0A8H5IQ56,397,96.4
A0A8H5IQI9,400,90.6
A0A8H5J2Q4,404,68.5
A0A8H5J758,324,98.1
A0A8H5J780,212,85.8
A0A8H5J841,362,92.3
A0A8H5J9Q5,430,87.8
A0A8H5JC63,299,95.1
A0A8H5JCZ8,228,85.4
A0A8H5JGL4,304,98.1
A0A8H5JJT6,378,64.0
A0A8H5JKQ2,232,90.4
A0A8H5JP05,354,97.7
A0A8H5JP71,254,64.8
A0A8H5JRL3,461,87.2
A0A8H5JSZ0,197,80.9
A0A8H5JU90,278,96.8
A0A8H5JUP5,319,97.1
A0A8H5JW57,487,92.0
A0A8H5K7H7,375,96.2
A0A8H5KA52,294,95.4
A0A8H5KBA7,304,98.0
A0A8H5KIL6,298,93.9
A0A8H5KJP4,438,86.9
A0A8H5KJQ9,367,96.4
A0A8H5KKH2,362,92.3
A0A8H5KLF1,196,88.4
A0A8H5KLN9,304,97.9
A0A8H5KTM0,324,94.2
A0A8H5KU78,278,96.5
A0A8H5L5W2,356,97.4
A0A8H5L5Z4,354,97.5
A0A8H5L6K7,282,76.1
A0A8H5L7G9,483,86.7
A0A8H5L7U2,416,94.3
A0A8H5L8N0,437,69.5
A0A8H5L9I1,319,97.8
A0A8H5LAV3,230,68.9
A0A8H5LGT6,299,95.2
A0A8H5LLZ7,402,90.9
A0A8H5LR22,583,80.6
A0A8H5LTK0,787,42.5
A0A8H5MJF5,401,92.7
A0A8H5MKJ1,354,97.4
A0A8H5MMZ8,227,72.1
A0A8H5MQC7,313,82.9
A0A8H5MQF9,278,98.5
A0A8H5MSD3,356,97.6
A0A8H5MTE4,373,72.2
A0A8H5MYS2,372,96.7
A0A8H5MYW8,322,97.7
A0A8H5N0W6,310,85.4
A0A8H5N717,278,96.8
A0A8H5N7B6,269,93.2
A0A8H5N7W5,354,97.7
A0A8H5NAG7,353,97.9
A0A8H5NBS9,418,92.6
A0A8H5ND32,304,98.0
A0A8H5NDH7,372,96.6
A0A8H5NFC4,372,89.2
A0A8H5NI46,294,94.4
A0A8H5NML4,354,97.7
A0A8H5NQC1,202,86.4
A0A8H5NV84,372,96.8
A0A8H5NW48,281,97.5
A0A8H5NWN0,278,98.0
A0A8H5NYQ1,448,80.9
A0A8H5P1N5,434,70.4
A0A8H5P4T9,356,97.8
A0A8H5P677,304,94.0
A0A8H5P686,439,82.6
A0A8H5P6M4,463,84.3
A0A8H5P785,402,88.6
A0A8H5P954,311,91.4
A0A8H5PBB3,281,76.3
A0A8H5PBF2,258,88.7
A0A8H5PCC7,400,92.2
A0A8H5PRZ9,278,97.2
A0A8H5PV85,304,98.0
A0A8H5PVK3,281,78.6
A0A8H5Q4Q0,278,96.8
A0A8H5Q4V2,372,96.7
A0A8H5Q6G5,278,92.0
A0A8H5Q7J5,294,94.2
A0A8H5QC13,221,89.4
A0A8H5R283,304,98.0
A0A8H5RAL4,147,90.9
A0A8H5RJI4,356,61.4
A0A8H5RMQ3,359,94.9
A0A8H5RV81,354,97.3
A0A8H5S0K9,384,83.7
A0A8H5S8V9,252,90.5
A0A8H5SCC9,204,92.6
A0A8H5SQH1,398,90.1
A0A8H5SS39,197,88.1
A0A8H5STQ5,278,98.4
A0A8H5SV87,319,97.6
A0A8H5SVS3,402,89.9
A0A8H5SX11,356,97.7
A0A8H5T6U4,204,92.3
A0A8H5T9H9,304,97.4
A0A8H5TCH9,484,88.1
A0A8H5TCK8,372,93.3
A0A8H5TF94,278,94.9
A0A8H5TIA6,132,84.1
A0A8H5TJM2,372,96.2
A0A8H5TN65,91,67.7
A0A8H5TQU7,213,94.3
A0A8H5TSQ9,353,97.7
A0A8H5TTH5,360,97.0
A0A8H5TUE0,360,97.2
A0A8H5TUF0,282,94.2
A0A8H5U0D3,582,85.2
A0A8H5U2G8,372,96.6
A0A8H5U9E2,354,97.6
A0A8H5UC91,281,94.0
A0A8H5UEB6,294,95.6
A0A8H5UEG0,449,85.8
A0A8H5UH86,397,90.9
A0A8H5UJH2,319,97.4
A0A8H5UKS9,212,78.1
A0A8H5UN28,411,69.0
A0A8H5UPH0,319,97.9
A0A8H5UPN3,239,91.6
A0A8H5USK3,372,96.6
A0A8H5UU87,195,82.7
A0A8H5UVB9,304,97.0
A0A8H5UZ86,356,97.8
A0A8H5UZN1,294,95.3
A0A8H5V073,195,79.7
A0A8H5V2R6,354,97.4
A0A8H5V603,372,93.3
A0A8H5V6E6,281,95.6
A0A8H5VII5,232,92.3
A0A8H5VNY4,372,76.2
A0A8H5VQS7,319,97.0
A0A8H5VR89,375,96.2
A0A8H5W1F9,237,87.3
A0A8H5W4U5,232,85.9
