accession	thioether	sg_dist
A0A9P6H6P2	-	14.67
A0A9P6HAV3	-	15.48
A0A9P6HE18	-	15.29
A0A9P6HEG3	-	14.97
A0A9P6HES9	-	14.84
A0A9P6HFP7	-	15.22
A0A9P6HW69	-	10.52
A0A9P6HY99	-	22.65
A0A9P6HYB5	-	NA
A0A9P6HYU3	-	22.40
A0A9P6HZS0	-	15.65
A0A9P6I069	-	22.82
A0A9P6I471	-	16.89
A0A9P6I6P0	C	3.49
A0A9P6I8G8	-	23.07
A0A9P6ICW4	-	15.15
A0A9P6ID20	-	15.82
A0A9P6IHM1	-	22.68
A0A9P6JRS5	-	22.10
A0A9P6JS43	-	22.41
A0A9P6JSV9	-	22.23
A0A9P6KLR9	-	23.14
A0A9P6KM80	C*	3.64
A0A9P6KSR1	-	22.52
A0A9P6L1G9	-	15.00
A0A9P6LD84	-	23.97
A0A9P6LF57	-	22.07
A0A9P6LG06	-	NA
A0A9P6LG07	-	22.85
A0A9P6LG49	C	3.43
A0A9P6LGC9	-	22.12
A0A9P6LIP7	-	22.94
A0A9P6LJW0	C*	3.63
A0A9P6LK99	-	10.82
A0A9P6LLF6	-	15.42
A0A9P6LML4	C	3.26
A0A9P6LNG2	-	22.81
A0A9P6LNV3	-	22.62
A0A9P6NEH9	-	19.64
A0A9P6NKZ6	-	23.18
A0A9P6NP50	-	23.40
A0A9P6NQ06	-	8.33
A0A9P6NUP1	-	23.15
A0A9P6NVN1	-	19.59
A0A9P6QMX7	C	3.39
A0A9P6R7U9	C	3.47
A0A9P6TG97	C*	9.24
A0A9P6TGI4	-	19.58
A0A9P6VMU7	C*	3.73
A0A9P6ZPI2	C*	3.79
A0A9P7AQK0	C*	3.62
A0A9P7AYC7	C	3.47
A0A9P7E4R0	C	3.09
A0A9P7ECI6	-	NA
A0A9P7FBZ7	C*	16.01
A0A9P7FEP6	C	3.29
A0A9P7GXE9	-	20.58
A0A9P7GY86	C	3.40
A0A9P7H0N9	-	20.93
A0A9P7H0V2	-	23.03
A0A9P7H2X3	C*	3.94
A0A9P7H4X1	-	22.98
A0A9P7H5X9	C*	3.54
A0A9P7H6V4	-	22.77
A0A9P7H959	-	NA
A0A9P7HAA6	C	3.48
A0A9P7HB24	C	2.83
A0A9P7HDS4	C	3.37
A0A9P7HHK8	C	3.10
A0A9P7HHT8	C	3.11
A0A9P7HLC1	-	22.76
A0A9P7HU99	-	NA
A0A9P7I3C5	-	22.57
A0A9P7I402	C	2.91
A0A9P7I6A0	C*	3.52
A0A9P7JPE6	C*	3.59
A0A9P7JWP4	C*	3.79
A0A9P7K585	-	24.05
A0A9P7KAY0	-	23.61
A0A9P7KJA4	-	22.14
A0A9P7KK28	C	3.18
A0A9P7KV03	C	3.25
A0A9P7KVD4	-	22.57
A0A9P7L088	-	22.71
A0A9P7M465	-	15.63
A0A9P7MB55	-	15.64
A0A9P7MGH4	C	3.17
A0A9P7MM30	-	15.85
A0A9P7MNS9	-	15.54
A0A9P7MT28	C	3.04
A0A9P7NE30	-	15.87
A0A9P7NHH3	C	3.27
A0A9P7PVI4	C*	4.04
A0A9P7PXS8	C	3.05
A0A9P7Q641	-	15.54
A0A9P7QED4	C	3.17
A0A9P7QKV2	-	15.46
A0A9P7QM48	C*	3.61
A0A9P7QPY3	-	NA
A0A9P7QRK7	-	23.91
A0A9P7QS01	-	16.07
A0A9P7QUR7	C	3.46
A0A9P7QYB3	-	22.69
A0A9P7QZ71	-	10.98
A0A9P7R1E3	-	NA
A0A9P7R386	-	23.04
A0A9P7R4B6	-	21.89
A0A9P7R6W9	-	22.93
A0A9P7R847	-	22.70
A0A9P7R8M5	C*	3.66
A0A9P7R9D2	-	NA
A0A9P7RB79	-	22.77
A0A9P7RBZ8	-	10.40
A0A9P7RI56	-	17.09
A0A9P7RLL9	C	3.18
A0A9P7RNZ5	C	3.42
A0A9P7S7P4	-	22.19
A0A9P7SEG7	-	15.00
A0A9P7SG79	C	3.16
A0A9P7SNC9	-	15.26
A0A9P7SQ62	C	3.06
A0A9P7TWM6	-	15.50
A0A9P7TYR1	-	15.21
A0A9P7TZV7	-	15.25
A0A9P7U6L4	-	15.29
A0A9P7UB66	C*	3.54
A0A9P7UBT7	C	2.72
A0A9P7UD37	C	3.45
A0A9P7UF73	-	22.43
A0A9P7UIY2	-	22.82
A0A9P7UJ56	-	23.01
A0A9P7UK77	C	3.03
A0A9P7ULN4	-	22.54
A0A9P7UN11	C	3.04
A0A9P7USK2	-	22.33
A0A9P7VFF7	-	23.59
A0A9P7VJA3	C*	3.91
A0A9P7W2Q5	-	14.72
A0A9P7Y7Z0	-	21.80
A0A9P7YAX7	C	2.78
A0A9P7YCU3	-	22.22
A0A9P7YDW7	-	23.25
A0A9P7YP12	C	3.32
A0A9P7YSQ7	C	2.82
A0A9P7Z3A8	C	3.32
A0A9P7ZAT5	C	2.92
A0A9P7ZDG1	-	22.18
A0A9P7ZEN4	-	22.08
A0A9P7ZK00	-	14.93
A0A9P7ZK51	-	22.55
A0A9P7ZR50	-	22.74
A0A9P8AUF0	-	23.28
A0A9P8AV30	-	23.14
A0A9P8AZ72	-	15.19
A0A9P8C1U8	-	21.26
A0A9P8C1X5	-	23.19
A0A9P8C395	C	2.48
A0A9P8C4U3	C	3.47
A0A9P8C4W8	-	23.58
A0A9P8CAX6	-	15.48
A0A9P8CJK2	-	22.85
A0A9P8CPW1	-	22.85
A0A9P8CSX4	-	16.10
A0A9P8D4Z1	-	21.09
A0A9P8D5I1	-	23.08
A0A9P8D8F5	-	16.72
A0A9P8DCG8	-	21.97
A0A9P8DCT3	-	22.63
A0A9P8DHJ5	C	2.85
A0A9P8DKY9	-	NA
A0A9P8E2K2	-	23.03
A0A9P8E2U0	-	22.60
A0A9P8E4A0	-	22.85
A0A9P8ENH5	C	3.26
A0A9P8ESQ1	-	22.74
A0A9P8EVR0	-	NA
A0A9P8FQJ9	C	2.91
A0A9P8FSK7	-	22.92
A0A9P8FVE8	-	22.71
A0A9P8FXF2	C	2.77
A0A9P8G4G9	-	NA
A0A9P8G682	-	22.68
A0A9P8GGV4	-	23.03
A0A9P8GH40	-	NA
A0A9P8GJ33	-	22.70
A0A9P8HF99	C	2.85
A0A9P8HZL9	C	3.30
A0A9P8I7W5	C	2.99
A0A9P8ILD1	-	22.81
A0A9P8IMB7	C	2.94
A0A9P8IQL2	C	3.44
A0A9P8ISW1	C	3.22
A0A9P8J1T0	-	22.64
A0A9P8JAR0	C	2.87
A0A9P8JBW6	-	NA
A0A9P8JEF0	-	22.72
A0A9P8JUP8	-	22.83
A0A9P8JV18	-	22.65
A0A9P8JVI6	-	22.71
A0A9P8JWQ9	-	22.93
A0A9P8KCL2	C	2.85
A0A9P8LAU2	-	24.65
A0A9P8M2B5	-	22.72
A0A9P8M342	-	20.14
A0A9P8M4K5	-	22.89
A0A9P8M534	C*	3.71
A0A9P8MJP3	C	2.97
A0A9P8MNI4	C	3.17
A0A9P8MT67	C	2.94
A0A9P8MUU1	-	NA
A0A9P8N0Q3	C	3.20
A0A9P8N2E9	C*	3.66
A0A9P8N5G2	C*	3.71
A0A9P8N751	C	3.11
A0A9P8QKR7	C	3.16
A0A9P8RMY0	-	15.21
A0A9P8RPF4	-	22.89
A0A9P8RRY3	C	3.38
A0A9P8S379	C	3.11
A0A9P8S6I3	-	NA
A0A9P8SF21	-	NA
A0A9P8SG32	-	22.64
A0A9P8SK06	C	3.04
A0A9P8SUG2	C*	3.58
A0A9P8TUI9	C	3.29
A0A9P8UDW5	-	23.10
A0A9P8UEG2	-	15.56
A0A9P8UEQ7	-	21.92
A0A9P8UG69	-	21.65
A0A9P8UIC0	-	14.16
A0A9P8UJ52	-	22.88
A0A9P8UJA7	-	21.84
A0A9P8UJU9	-	15.14
A0A9P8UK50	-	15.10
A0A9P8UKP1	-	23.01
A0A9P8ULC3	C*	3.57
A0A9P8ULL1	-	21.53
A0A9P8URL5	-	14.85
A0A9P8US84	-	14.74
A0A9P8UU77	-	18.99
A0A9P8UUF6	-	15.05
A0A9P8UW26	-	15.39
A0A9P8UWM5	-	20.54
A0A9P8V2M6	-	23.95
A0A9P8V2S0	-	16.03
A0A9P8V2W5	-	15.42
A0A9P8V5S4	-	22.32
A0A9P8V626	-	23.07
A0A9P8V6P5	C*	3.62
A0A9P8V875	-	22.57
A0A9P8VB48	-	15.47
A0A9P8VCH3	-	22.80
A0A9P8VDX7	C	3.14
A0A9P8VN70	C*	4.22
A0A9P8VP55	C	3.08
A0A9P8VZ16	-	15.24
A0A9P8VZR4	C	2.92
A0A9P8WHC9	C	3.24
A0A9P8XSB3	-	22.67
A0A9P8XUJ5	-	22.13
A0A9P8XUN0	-	22.51
A0A9P8XUP2	C*	3.73
A0A9P8XWL6	-	14.82
A0A9P8XXT9	-	15.02
A0A9P8XXZ3	-	15.84
A0A9P8Y1H1	-	14.07
A0A9P8YAM6	-	22.61
A0A9P8YAV5	-	15.32
A0A9P8YAV9	C	3.05
A0A9P8YD13	-	15.09
A0A9P8YGS0	-	22.86
A0A9P8YJY5	-	12.36
A0A9P8YM28	-	22.97
A0A9P8ZWJ6	-	15.10
A0A9P8ZWM7	-	24.03
A0A9P8ZXT3	-	22.45
A0A9P8ZYD0	C	3.04
A0A9P9A0J5	-	6.56
A0A9P9A2F4	-	22.89
A0A9P9A454	C	3.15
A0A9P9A6B1	-	21.60
A0A9P9A6U7	-	21.57
A0A9P9AAI5	C*	3.61
A0A9P9AC83	C	2.92
A0A9P9AFP1	-	21.74
A0A9P9AG59	-	NA
A0A9P9AGJ3	-	23.04
A0A9P9APM6	C*	4.77
A0A9P9AQ01	-	23.90
A0A9P9ASR6	-	22.81
A0A9P9BHZ3	C*	3.53
A0A9P9BJD1	-	22.69
A0A9P9BK36	-	22.52
A0A9P9BLV7	-	21.19
A0A9P9BLZ6	-	13.07
A0A9P9BMM6	-	15.07
A0A9P9BPW2	-	14.96
A0A9P9BQX9	-	22.19
A0A9P9BTY8	-	22.14
A0A9P9BVC7	-	22.91
A0A9P9CYR3	C	3.19
A0A9P9D313	-	22.00
A0A9P9D3U5	-	15.26
A0A9P9D493	C	2.71
A0A9P9DE48	-	22.78
A0A9P9DH90	C*	3.89
A0A9P9DL74	-	22.57
A0A9P9DLS6	-	19.77
A0A9P9DMQ1	-	15.22
A0A9P9DR32	-	16.19
A0A9P9DRT6	C	3.04
A0A9P9DTI8	-	20.85
A0A9P9DXH0	-	22.82
A0A9P9DY84	-	21.96
A0A9P9E097	C	2.99
A0A9P9E4D0	-	21.94
A0A9P9E535	C	2.96
A0A9P9E827	-	15.86
A0A9P9ECR6	-	22.26
A0A9P9EE65	-	23.13
A0A9P9EFC0	C	2.99
A0A9P9EIM9	C*	3.73
A0A9P9EP06	C	3.06
A0A9P9ER97	-	23.84
A0A9P9EVV4	-	9.72
A0A9P9F0P3	-	16.17
A0A9P9F610	-	22.70
A0A9P9FH49	C*	4.64
A0A9P9G0H2	-	15.85
A0A9P9GGD9	C*	3.54
A0A9P9GQV0	C	2.81
A0A9P9H480	C	3.23
A0A9P9HA99	-	22.87
A0A9P9HAD7	C	3.30
A0A9P9HJ81	C	2.85
A0A9P9HQ61	C	2.92
A0A9P9IDE3	-	21.87
A0A9P9IFD1	-	20.75
A0A9P9IM25	-	NA
A0A9P9IM70	-	22.37
A0A9P9IMH5	C	3.32
A0A9P9IMQ8	C	2.99
A0A9P9IQ08	-	15.22
A0A9P9ITJ2	C	2.75
A0A9P9IXR3	C	3.41
A0A9P9IXR4	-	22.16
A0A9P9IYK1	-	23.32
A0A9P9IZ74	C	3.11
A0A9P9J0Z6	-	22.68
A0A9P9J2H8	C	3.27
A0A9P9J4T8	-	23.09
A0A9P9J5H6	C	2.85
A0A9P9J6B9	C*	4.52
A0A9P9J7R2	-	23.06
A0A9P9J9F7	C	3.37
A0A9P9JAU8	-	NA
A0A9P9JKG7	-	22.86
A0A9P9JQC5	-	21.03
A0A9P9JVC3	C*	3.76
A0A9P9K123	-	23.05
A0A9P9KBB3	-	22.86
A0A9P9KEG5	-	22.44
A0A9P9KIR2	-	22.83
A0A9P9KM55	C	2.88
A0A9P9KNI3	-	NA
A0A9P9KPV1	-	22.43
A0A9P9KYY7	C*	4.23
A0A9P9L6M7	C	3.15
A0A9P9WAG3	-	15.43
A0A9P9WAG9	-	22.72
A0A9P9WAQ4	-	21.37
A0A9P9WAZ0	-	15.64
A0A9P9WBG0	C*	3.56
A0A9P9WBT7	-	15.58
A0A9P9WE24	-	23.09
A0A9P9WGF9	-	15.42
A0A9P9WH67	C	3.30
A0A9P9WJE3	-	21.92
A0A9P9WK24	C	3.49
A0A9P9WLA8	-	22.49
A0A9P9WLG7	-	22.14
A0A9P9WMZ2	-	15.28
A0A9P9WPJ5	-	15.84
A0A9P9WUX0	-	22.24
A0A9P9WV32	-	14.92
A0A9P9WW04	-	22.88
A0A9P9WW19	-	20.75
A0A9P9WWM5	-	15.53
A0A9P9WXB5	C	3.08
A0A9P9WY50	-	20.48
A0A9P9WYE5	-	14.71
A0A9P9X028	-	10.37
A0A9P9X1G2	-	NA
A0A9P9X1N4	-	23.04
A0A9P9X5E8	-	15.61
A0A9P9XA42	-	22.56
A0A9P9XBE7	-	22.86
A0A9P9XCC3	C	3.42
A0A9P9XGQ0	C*	3.64
A0A9P9XJK6	-	23.84
A0A9P9XLE1	-	22.80
A0A9P9XMI0	-	22.65
A0A9P9XMR3	-	22.87
A0A9P9XNZ2	-	15.84
A0A9P9XQR7	-	22.12
A0A9P9XQU4	-	15.06
A0A9P9XU62	-	23.13
A0A9P9Y0B8	-	14.45
A0A9P9Y2C9	-	22.84
A0A9P9Y2X6	-	21.99
A0A9P9Y5F5	-	22.64
A0A9Q0AIK5	C	3.32
A0A9Q0AIL3	-	15.90
A0A9Q0AJ77	-	22.99
A0A9Q0AJM4	-	23.92
A0A9Q0ANI9	-	23.11
A0A9Q0APT0	-	22.15
A0A9Q0ARC3	-	15.85
A0A9Q0AU16	-	19.32
A0A9Q0AYM7	C	3.44
A0A9Q0B0H4	-	16.73
A0A9Q0B0U4	C*	4.03
A0A9Q0B1W0	-	15.68
A0A9Q0B2X4	C	3.26
A0A9Q0B372	-	22.79
A0A9Q0B5F6	-	NA
A0A9Q0B615	-	15.25
A0A9Q0B6Y1	-	NA
A0A9Q0B7W3	C*	4.30
A0A9Q0B9E3	-	12.44
A0A9Q0BAF8	-	23.09
A0A9Q0BBC9	-	22.68
A0A9Q0BCW2	-	19.04
A0A9Q0DA90	-	12.84
A0A9Q0DLI8	-	13.18
A0A9Q0FVE9	C	3.34
A0A9Q0G5V1	C	2.97
A0A9Q0GKV4	C	3.25
A0A9Q0ICF7	-	13.31
A0A9Q0J471	C	2.86
A0A9Q0KS29	C	2.91
A0A9Q0KTY2	C	2.93
A0A9Q0KU96	C	2.77
A0A9Q0KUV1	C	2.75
A0A9Q0KV07	C	3.44
A0A9Q0KV77	C	2.80
A0A9Q0QJI7	-	NA
A0A9Q0QXM2	C	2.91
A0A9Q0QY86	C	2.77
A0A9Q0U7U2	C	2.87
A0A9Q0UDV3	C	2.88
A0A9Q0VNT9	C	2.62
A0A9Q0VRW4	C	2.98
A0A9Q0VUS2	C	2.97
A0A9Q0WG28	C	2.79
A0A9Q0WM22	C	2.91
A0A9Q0XMB9	-	13.19
A0A9Q0XMU1	-	13.35
A0A9Q0ZBQ2	C	2.93
A0A9Q0ZYT7	C	2.84
A0A9Q1A0N7	C	3.03
A0A9Q1A0U0	C	2.93
A0A9Q1A0X2	C	3.07
A0A9Q1A0Z0	C	2.97
A0A9Q1AGG0	C	2.89
A0A9Q1AMB4	C	2.93
A0A9Q1B4Q7	-	12.72
A0A9Q1D134	-	13.24
A0A9Q1EC86	-	12.78
A0A9Q1F309	-	13.21
A0A9Q1FUU2	-	13.25
A0A9Q1GIZ7	C	2.87
A0A9Q1GQE0	C	2.91
A0A9Q1GRA5	C	2.80
A0A9Q1HRS7	-	13.10
A0A9Q1HX87	-	12.85
A0A9Q1JDR4	-	12.81
A0A9Q1JHX7	C	2.85
A0A9Q1JNS3	-	NA
A0A9Q1JQ73	C	2.92
A0A9Q1JQC5	C	2.94
A0A9Q1L1Q6	C	2.88
A0A9Q1L3G5	C	2.80
A0A9Q1L3R3	C	2.91
A0A9Q1M9T0	C	2.92
A0A9Q1MCW5	C	2.91
A0A9Q1MD85	C	2.95
A0A9Q1R9Z5	C	2.83
A0A9Q1RG09	C	2.87
A0A9Q1RGR7	C	3.12
A0A9Q1RGX2	C	2.79
A0A9Q3BB88	-	15.20
A0A9Q3E3U0	C*	8.68
A0A9Q3E4W3	-	10.73
A0A9Q3F7G7	-	23.87
A0A9Q3GXD1	-	NA
A0A9Q3GXS1	-	23.88
A0A9Q3H9V3	-	NA
A0A9Q3V1D2	C	3.28
A0A9Q3VJ75	-	NA
A0A9Q3WK94	C	3.42
A0A9Q3X6Q3	-	11.73
A0A9Q3ZAM5	-	NA
A0A9Q5NFF1	C	2.93
A0A9Q6ICA3	C	3.38
A0A9Q6S7U7	-	NA
A0A9Q8LDJ5	-	21.16
A0A9Q8LKP3	-	NA
A0A9Q8PBS8	-	15.72
A0A9Q8PG69	C	3.47
A0A9Q8PIJ3	-	22.67
A0A9Q8PJ35	-	15.97
A0A9Q8PMF0	-	14.26
A0A9Q8QDA2	C	2.97
A0A9Q8QFE9	C	2.93
A0A9Q8QL99	-	23.78
A0A9Q8QP72	C	3.37
A0A9Q8SH68	-	22.66
A0A9Q8SJY5	-	23.07
A0A9Q8SKK4	-	22.96
A0A9Q8SKS9	C*	3.59
A0A9Q8SNA5	-	23.69
A0A9Q8SQB6	-	23.52
A0A9Q8STN0	-	22.83
A0A9Q8T0W7	-	23.10
A0A9Q8T1R5	-	22.55
A0A9Q8T2R4	-	NA
A0A9Q8T7D0	-	22.62
A0A9Q8T9B9	-	15.23
A0A9Q8URF0	C	3.05
A0A9Q8USR0	C	2.90
A0A9Q8UVN4	C	3.20
A0A9Q8VAJ3	C	3.01
A0A9Q8VHK7	C	3.01
A0A9Q8WA78	C*	3.50
A0A9Q8WCM4	-	NA
A0A9Q8WG05	-	NA
A0A9Q8WM23	-	15.83
A0A9Q8WN77	C*	3.86
A0A9Q8WPZ0	C*	3.63
A0A9Q8Z1I0	C*	3.70
A0A9Q8Z733	C	2.99
A0A9Q8Z931	-	15.83
A0A9Q8ZB76	-	22.95
A0A9Q8ZDY9	-	23.22
A0A9Q8ZHN5	-	14.53
A0A9Q8ZIL8	-	15.09
A0A9Q9AK53	C*	3.72
A0A9Q9ASR5	-	21.83
A0A9Q9AV04	-	15.64
A0A9Q9AVV7	-	22.49
A0A9Q9AWG1	-	13.08
A0A9Q9AWR3	C*	3.58
A0A9Q9AYC8	C	2.77
A0A9Q9B2J7	C	2.96
A0A9Q9DRJ8	-	22.14
A0A9Q9DT46	-	17.70
A0A9Q9DTX2	-	20.20
A0A9Q9DV52	C	2.96
A0A9Q9DX73	-	22.07
A0A9Q9EIM0	-	21.52
A0A9Q9EQ81	-	12.94
A0A9Q9RQ73	C*	3.51
A0A9Q9RSP5	C	2.74
A0A9Q9XXG6	-	NA
A0A9Q9YW72	-	13.07
A0A9Q9YZM8	-	12.84
A0A9Q9ZGG3	-	12.89
A0A9R0A7D8	-	13.16
A0A9R0B545	-	13.18
A0A9R0IY42	C	3.31
A0A9R0JDF9	C	3.02
A0A9R0JWR5	C	2.83
A0A9R0K4G1	C	3.19
A0A9R0TD02	-	NA
A0A9R0UMH3	C	2.81
A0A9R0VMT2	-	NA
A0A9R0YEI1	C	2.95
A0A9R1AFE9	C	3.08
A0A9R1B6K4	C	3.07
A0A9R1B6K6	C	2.89
A0A9R1B6K8	C	3.07
A0A9R1E5C8	C	2.82
A0A9R1EIN1	C	2.89
A0A9R1EIT3	C	2.84
A0A9R1EJ93	C	2.92
A0A9R1EY78	C	2.82
A0A9R1FRE5	C	3.03
A0A9R1GYY0	C*	4.65
A0A9R1HB81	C	3.08
A0A9R1I418	C	3.05
A0A9R1J4H2	C	2.93
A0A9R1JIN1	C	2.86
A0A9R1KF29	-	NA
A0A9R1KJB3	C	2.85
A0A9R1L8W7	C	2.87
A0A9R1L9B2	C	3.02
A0A9R1LFS0	C	3.15
A0A9R1LQH9	C	3.01
A0A9R1N0A3	-	NA
A0A9R1PYR0	C	2.94
A0A9R1QY75	C	3.09
A0A9R1RCW1	C	2.79
A0A9R1RCW5	-	NA
A0A9R1RCX2	C	2.84
A0A9R1SCF6	-	13.10
A0A9R1SHT6	-	12.87
A0A9R1SQ36	-	12.83
A0A9R1SQ40	-	12.81
A0A9R1UC94	C	2.74
A0A9R1UJQ2	C	2.92
A0A9R1UL28	C	3.21
A0A9R1VK83	C	2.87
A0A9R1VMH5	C	2.70
A0A9R1VSG5	C	2.82
A0A9R1VVV1	C	2.71
A0A9R1WUM3	C	2.89
A0A9R1X4K9	C	2.91
A0A9U8DXM5	-	11.19
A0A9U8DXQ3	-	11.20
A0A9U8DY29	-	11.14
A0A9U8EAI5	-	13.43
A0A9V1DZN6	-	12.80
A0A9V1FC03	-	13.39
A0A9V1FMI4	-	13.06
A0A9V1FMJ0	-	13.25
A0A9W2WVK1	-	12.95
A0A9W3AFG7	-	13.58
A0A9W3AZ70	-	17.92
A0A9W3BB61	-	NA
A0A9W3BB75	-	10.80
A0A9W3BCD9	-	11.60
A0A9W3BCI9	-	11.32
A0A9W3BCN2	-	11.29
A0A9W3BCU0	-	11.23
A0A9W3BCU2	-	11.21
A0A9W3BCU8	-	11.15
A0A9W3BCV1	-	11.28
A0A9W3EW42	-	13.19
A0A9W3FDV3	-	12.82
A0A9W3FEM3	-	13.05
A0A9W3GC21	-	13.07
A0A9W3GC27	-	13.23
A0A9W3GCH7	-	13.09
A0A9W3GCU8	-	13.17
A0A9W4D314	C	3.46
A0A9W4D5A3	C	3.36
A0A9W4DAM0	C	3.26
A0A9W4DT80	-	NA
A0A9W4H4A5	-	NA
A0A9W4HEC1	-	22.65
A0A9W4I4T6	-	23.12
A0A9W4I5L0	-	22.85
A0A9W4ICI5	C*	3.51
A0A9W4IER4	C	3.44
A0A9W4IGU5	-	22.77
A0A9W4ITN2	-	22.69
A0A9W4J4I1	C	3.50
A0A9W4J7U1	-	22.61
A0A9W4J8D8	-	23.07
A0A9W4JA98	-	22.77
A0A9W4JE16	-	22.58
A0A9W4JHD5	-	22.62
A0A9W4JVM2	-	22.99
A0A9W4K5R5	-	23.01
A0A9W4K739	-	22.72
A0A9W4KMZ8	-	NA
A0A9W4MKU2	C*	4.12
A0A9W4MRV1	-	22.68
A0A9W4MS56	-	22.14
A0A9W4N3X6	-	22.59
A0A9W4N6M1	-	22.59
A0A9W4N770	C	3.39
A0A9W4NEI9	-	22.60
A0A9W4NRY7	-	22.65
A0A9W4P0A3	-	NA
A0A9W4P6W2	-	22.50
A0A9W4P7V8	C	3.01
A0A9W4RI69	-	10.44
A0A9W4RJE0	-	22.05
A0A9W4RK36	-	15.35
A0A9W4RK77	-	16.56
A0A9W4RKT0	-	22.60
A0A9W4RLP0	-	22.75
A0A9W4RLU3	-	14.26
A0A9W4RLV9	-	15.38
A0A9W4RNJ6	-	22.78
A0A9W4RQG2	-	22.70
A0A9W4RR43	-	24.03
A0A9W4RU36	-	21.84
A0A9W4RYF5	-	22.99
A0A9W4RYP5	-	14.33
A0A9W4RYS6	-	21.93
A0A9W4S0R7	-	21.89
A0A9W4S0T6	-	22.92
A0A9W4TN48	C	3.42
A0A9W4U1W2	-	14.97
A0A9W4U6X2	C	2.91
A0A9W4U7M0	-	22.50
A0A9W4U7S0	-	21.66
A0A9W4UAS1	C	3.25
A0A9W4UEF7	-	15.61
A0A9W4UGG0	-	18.99
A0A9W4UH15	-	15.73
A0A9W4UHT5	-	22.84
A0A9W4ULZ7	C	3.40
A0A9W4W5A5	C	2.83
A0A9W4W5F9	C	2.87
A0A9W4W5M6	-	23.51
A0A9W4W651	C	3.50
A0A9W4W6D4	-	22.75
A0A9W4W8U2	-	NA
A0A9W4WDH8	-	16.59
A0A9W4WDL8	-	17.20
A0A9W4WDT6	-	14.46
A0A9W4XG49	-	NA
A0A9W4XKP6	C	2.89
A0A9W4XMS3	-	21.42
A0A9W4XQ73	-	23.33
A0A9W4XQI1	-	22.80
A0A9W4XVH1	-	23.18
A0A9W4XVM8	-	20.56
A0A9W4XWD3	C	3.02
A0A9W4XZG3	-	23.05
A0A9W5YKL4	-	22.37
A0A9W5YQX1	-	20.69
A0A9W5YXR1	-	14.96
A0A9W5YZ52	-	17.91
A0A9W5Z4D9	-	22.79
A0A9W5ZU18	-	15.67
A0A9W6AA96	-	17.83
A0A9W6ALU9	-	20.87
A0A9W6AN14	-	22.51
A0A9W6ASD3	-	15.25
A0A9W6AV28	-	NA
A0A9W6BT77	-	NA
A0A9W6C0G6	C*	3.55
A0A9W6DIJ1	-	15.23
A0A9W6DPE6	-	22.80
A0A9W6TPR0	-	NA
A0A9W6U6E5	-	12.10
A0A9W6UBD6	-	NA
A0A9W6WLY5	-	12.32
A0A9W6X5Y7	-	12.68
A0A9W6X5Y8	-	12.51
A0A9W6X9Y3	-	12.15
A0A9W6X9Y5	-	12.46
A0A9W6X9Y8	-	12.56
A0A9W6XBY7	-	NA
A0A9W6YBJ6	-	12.36
A0A9W7CFU9	-	12.50
A0A9W7CJI0	-	12.63
A0A9W7CLG6	-	12.42
A0A9W7G1T1	-	13.64
A0A9W7GT20	C	2.84
A0A9W7H895	C	2.90
A0A9W7H930	C	3.14
A0A9W7H9J2	C*	3.56
A0A9W7HAY0	C	2.90
A0A9W7HBI0	C	3.02
A0A9W7IEX3	C	3.00
A0A9W7IQQ8	C	3.30
A0A9W7ISR7	C	3.24
A0A9W7JII4	C	3.05
A0A9W7JLJ4	C	2.88
A0A9W7LP53	C	2.82
A0A9W7MS00	C	3.29
A0A9W7MUS4	C	2.74
A0A9W7SKI7	C	3.23
A0A9W7SSJ9	C	3.34
A0A9W7SUG4	-	22.50
A0A9W7T0I7	-	NA
A0A9W7TKM7	-	13.28
A0A9W7W359	C*	5.19
A0A9W7W6F9	-	23.18
A0A9W7WUE2	-	13.19
A0A9W7XIT0	-	22.90
A0A9W7XIT1	-	7.38
A0A9W7XK53	-	13.00
A0A9W7XMR5	-	22.65
A0A9W7XTH6	-	22.27
A0A9W7XXU6	-	9.71
A0A9W7Y2H5	-	22.08
A0A9W7Y2H7	-	22.82
A0A9W7Y720	-	22.19
A0A9W7Y8G3	-	7.31
A0A9W7Y975	-	22.88
A0A9W7YAN3	-	22.35
A0A9W7ZKP7	C*	6.34
A0A9W7ZRQ5	-	21.89
A0A9W7ZSS9	-	6.80
A0A9W7ZTN6	-	22.22
A0A9W7ZUT9	-	21.88
A0A9W7ZW57	-	21.71
A0A9W7ZWB9	-	19.88
A0A9W7ZWE7	-	14.11
A0A9W7ZWU4	-	21.63
A0A9W7ZY02	-	22.87
A0A9W7ZYH1	-	7.50
A0A9W7ZYI4	-	22.26
A0A9W7ZZ73	-	22.33
A0A9W8A2L9	-	26.07
A0A9W8A5M2	-	22.11
A0A9W8ABZ6	-	22.57
A0A9W8ADV8	-	6.87
A0A9W8ALG9	-	22.05
A0A9W8AV15	-	13.79
A0A9W8B1Y4	-	17.97
A0A9W8B7N1	-	11.41
A0A9W8B7S7	-	21.45
A0A9W8B9V6	-	21.45
A0A9W8BA39	-	22.61
A0A9W8BBF2	-	22.29
A0A9W8BF72	-	22.26
A0A9W8BGY4	-	22.55
A0A9W8BH04	-	22.32
A0A9W8BKZ5	-	22.77
A0A9W8C8D5	-	12.90
A0A9W8CC87	-	12.67
A0A9W8CIE1	-	13.93
A0A9W8CIZ3	-	22.33
